date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,1097702000.0,1092602000.0,1084636000.0,1028933000.0,960588000.0,978776000.0,1047419000.0,1000240000.0,813327000.0,681587000.0,620281000.0,544568000.0,482179000.0,405307000.0,332060000.0,244947000.0,171766000.0,100866000.0
,costOfRevenue,669990000.0,688916000.0,691696000.0,659872000.0,656719000.0,699918000.0,629252000.0,589257000.0,504542000.0,440912000.0,404451000.0,349891000.0,314501000.0,270193000.0,221931000.0,158844000.0,115857000.0,67870000.0
,grossProfit,427712000.0,403686000.0,392940000.0,369061000.0,303869000.0,278858000.0,418167000.0,410983000.0,308785000.0,240675000.0,215830000.0,194677000.0,167678000.0,135114000.0,110129000.0,86103000.0,55909000.0,32996000.0
,grossProfitRatio,0.389643090747762,0.369472140816143,0.36227822052744,0.358683218440851,0.316336452256326,0.284904819897505,0.39923564495202,0.410884387746941,0.379656644867317,0.353109727738352,0.347955200949247,0.357488871913149,0.347750524182928,0.333362118098133,0.331653917966633,0.351516858749035,0.325495150379004,0.327127079491603
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,371430000.0,386970000.0,443513000.0,406027000.0,397504000.0,362051000.0,314094000.0,284960000.0,230439000.0,198237000.0,173667000.0,151070000.0,130693000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2642000.0,-3764000.0,-2827000.0,-1591000.0,-638000.0,-234000.0,-490000.0,442000.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,371430000.0,386970000.0,443513000.0,406027000.0,397504000.0,362051000.0,314094000.0,284960000.0,230439000.0,198237000.0,173667000.0,151070000.0,130693000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1041420000.0,1075886000.0,1135209000.0,1065899000.0,1054223000.0,1061969000.0,943346000.0,874217000.0,734981000.0,639149000.0,578118000.0,500961000.0,445194000.0,386501000.0,310647000.0,226744000.0,164611000.0,98391000.0
