date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-46000000.0,-12300000.0,13000000.0,31371000.0,30193000.0,22877000.0,1488000.0,25026000.0
,depreciationAndAmortization,40000000.0,45700000.0,46000000.0,37812000.0,24593000.0,19084000.0,18901000.0,14377000.0
,deferredIncomeTax,-27000000.0,-5000000.0,-4100000.0,2884000.0,-3661000.0,-5325000.0,-325000.0,-9626000.0
,stockBasedCompensation,7000000.0,7200000.0,6300000.0,26627000.0,19692000.0,3237000.0,859000.0,265000.0
,changeInWorkingCapital,-8100000.0,-52800000.0,109147000.0,-78120000.0,2133000.0,-16809000.0,-15950000.0,59128000.0
,accountsReceivables,44000000.0,13400000.0,-22300000.0,-39724000.0,-52428000.0,7518000.0,-38190000.0,33554000.0
,inventory,27000000.0,-2700000.0,-74500000.0,-61861000.0,-8054000.0,-2795000.0,18754000.0,24762000.0
,accountsPayables,-36000000.0,-17200000.0,6100000.0,54699000.0,44805000.0,-15831000.0,284000.0,-17445000.0
,otherWorkingCapital,365000000.0,373100000.0,425900000.0,316753000.0,3835000.0,5110000.0,318000.0,7106000.0
,otherNonCashItems,0.0,2000000.0,1900000.0,1844000.0,2962000.0,2547000.0,2775000.0,8016000.0
,netCashProvidedByOperatingActivites,11000000.0,52500000.0,-19200000.0,33175000.0,75570000.0,25639000.0,5929000.0,69079000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16800000.0,-23800000.0,-60700000.0,-79345000.0,-48542000.0,-15430000.0,-12067000.0,-9110000.0
,acquisitionsNet,-47000000.0,0.0,-60000000.0,-156000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,24000000.0,0.0,0.0,0.0,-187000.0,0.0,78000.0
,netCashUsedForInvestingActivites,1700000.0,200000.0,-119600000.0,-229102000.0,-84430000.0,-15617000.0,-12820000.0,-133095000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3000000.0,-91500000.0,0.0,-187650000.0,-24234000.0,-13974000.0,-353000.0,-220353000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,2000000.0,2855000.0,43751000.0
,commonStockRepurchased,0.0,-8300000.0,-53300000.0,-3251000.0,-21745000.0,-5461000.0,-3125000.0,-440000.0
,dividendsPaid,-9000000.0,-12500000.0,-12800000.0,-6379000.0,0.0,-186000.0,0.0,0.0
,otherFinancingActivites,0.0,1200000.0,-100000.0,-6814000.0,-1085000.0,48000.0,79000.0,-12724000.0
,netCashUsedProvidedByFinancingActivities,-49300000.0,-61300000.0,132900000.0,202944000.0,14713000.0,-17573000.0,1385000.0,76940000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8000000.0,-8600000.0,-5900000.0,7017000.0,5853000.0,-7551000.0,-5506000.0,12924000.0
,cashAtEndOfPeriod,11000000.0,3300000.0,11900000.0,17838000.0,10821000.0,4968000.0,12519000.0,18025000.0
,cashAtBeginningOfPeriod,3000000.0,11900000.0,17800000.0,10821000.0,4968000.0,12519000.0,18025000.0,5101000.0
,operatingCashFlow,11000000.0,52500000.0,-19200000.0,33175000.0,75570000.0,25639000.0,5929000.0,69079000.0
,capitalExpenditure,-13000000.0,-23800000.0,-60700000.0,-79345000.0,-48542000.0,-15430000.0,-12067000.0,-9110000.0
,freeCashFlow,-2000000.0,28700000.0,-79900000.0,-46170000.0,27028000.0,10209000.0,-6138000.0,59969000.0
