date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY
,revenue,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,192560000.0,222607000.0,116832000.0,43500000.0
,GeneralAndAdministrativeExpenses,82327000.0,42219000.0,24231000.0,12357000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,1621000.0,-309000.0,67000.0,-139000.0
,operatingExpenses,274887000.0,264826000.0,141063000.0,55857000.0
,costAndExpenses,274887000.0,264826000.0,141063000.0,55857000.0
,interestExpense,12663000.0,8821000.0,2046000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1765000.0,438000.0,243000.0,61000.0
,EBITDA,-273122000.0,-264388000.0,-140820000.0,-55796000.0
,EBITDARatio,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-274887000.0,-264826000.0,-141063000.0,-55857000.0
,operatingIncomeRatio,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,-3230000.0,-309000.0,67000.0,-27657000.0
,incomeBeforeTax,-288228000.0,-273075000.0,-143042000.0,-83514000.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0
,incomeTaxExpense,761000.0,476000.0,213000.0,-74000.0
,netIncome,-288989000.0,-273551000.0,-143255000.0,-83440000.0
,netIncomeRatio,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.37,-4.09,-2.41,-1.7
,EPSDiluted,-3.37,-4.09,-2.41,-1.7
,weightedAverageShsOut,85839303.0,66910060.0,59520747.0,49184668.0
,weightedAverageShsOutDil,85839303.0,66910060.0,59520747.0,49184668.0
