date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,3492000000.0,4409000000.0,4140000000.0,3656000000.0,1745000000.0,3955000000.0,2721000000.0,1313000000.0,736000000.0,691000000.0,125000000.0
,costOfRevenue,3206000000.0,2967000000.0,2288000000.0,1645000000.0,1499000000.0,1073000000.0,682000000.0,278000000.0,118000000.0,54000000.0,13000000.0
,grossProfit,-514443000.0,315975000.0,1078444000.0,644093000.0,-41367000.0,-86332000.0,702259000.0,309221000.0,45409000.0,85735000.0,15629000.0
,grossProfitRatio,-0.147320446735395,0.0716659106373327,0.260493719806763,0.176174234135667,-0.0237060171919771,-0.0218285714285714,0.258088570378537,0.235507235338919,0.0616970108695652,0.124073806078148,0.125032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,134482000.0,178696000.0,240344000.0,251196000.0,239324000.0,233697000.0,216533000.0,425438000.0,45284000.0,33342000.0,21952000.0
,SellingAndMarketingExpenses,469404000.0,549814000.0,686055000.0,366281000.0,499343000.0,299062000.0,103435000.0,0.0,0.0,0.0,0.0
,otherExpenses,-7244000.0,125000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,294804000.0,450815000.0,475275000.0,370580000.0,354953000.0,400562000.0,295528000.0,448775000.0,60060000.0,37452000.0,24313000.0
,costAndExpenses,3893152000.0,3783191000.0,3049725000.0,2474407000.0,2164342000.0,1884022000.0,1352096000.0,960999000.0,279633000.0,147006000.0,56115000.0
,interestExpense,199872000.0,228111000.0,286743000.0,268701000.0,253552000.0,234400000.0,160051000.0,136617000.0,97510000.0,74404000.0,56463000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-13860000.0,765573000.0,1618733000.0,1120927000.0,416511000.0,224524000.0,885898000.0,95387000.0,87476000.0,104075000.0,9849000.0
,EBITDARatio,-0.00449430186727542,0.209840829459665,0.443137140031986,0.407918352790474,0.235580213368386,0.160703958406102,0.503686832189863,0.116120981928188,0.330120536489271,0.532928121911628,0.207649005924395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
