date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,92139000.0,-46302000.0,-48260000.0,256979000.0,232573000.0,208042000.0,162330000.0,128778000.0,96919000.0,68477000.0,46785000.0,38229000.0,52558000.0,38979000.0
,depreciationAndAmortization,186425000.0,182022000.0,174001000.0,144770000.0,100940000.0,72093000.0,50549000.0,43082000.0,36301000.0,31321000.0,28249000.0,21347000.0,14622000.0,9824000.0
,deferredIncomeTax,38132000.0,38544000.0,-55910000.0,43004000.0,4426000.0,17584000.0,18832000.0,12973000.0,-3620000.0,-10337000.0,-5212000.0,-2818000.0,-4909000.0,-6721000.0
,stockBasedCompensation,49618000.0,41800000.0,39932000.0,46149000.0,60376000.0,50812000.0,43184000.0,19845000.0,18063000.0,16227000.0,12910000.0,8466000.0,4182000.0,1982000.0
,changeInWorkingCapital,143350000.0,347000.0,-2033000.0,259384000.0,-107819000.0,425591000.0,50811000.0,145314000.0,99353000.0,40380000.0,103010000.0,36767000.0,53157000.0,0.0
,accountsReceivables,-45450000.0,186834000.0,-79106000.0,-249853000.0,-191876000.0,-101057000.0,-35960000.0,-53433000.0,-33923000.0,-32320000.0,3792000.0,2634000.0,-24222000.0,-20828000.0
,inventory,149519000.0,109919000.0,-222391000.0,-148055000.0,-278524000.0,-84658000.0,-156900000.0,4699000.0,-114646000.0,-65239000.0,1623000.0,8711000.0,4551000.0,3832000.0
,accountsPayables,59458000.0,26413000.0,145695000.0,202446000.0,-22583000.0,49137000.0,14642000.0,35370000.0,17209000.0,16158000.0,-4386000.0,16957000.0,11873000.0,8203000.0
,otherWorkingCapital,1421001000.0,1277651000.0,1277304000.0,1279337000.0,1019953000.0,1127772000.0,702181000.0,651370000.0,506056000.0,406703000.0,366323000.0,263313000.0,226546000.0,173389000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,509031000.0,628230000.0,234063000.0,304487000.0,-44104000.0,219033000.0,120070000.0,199761000.0,15218000.0,50114000.0,28249000.0,69516000.0,-14628000.0,10701000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-145802000.0,-4597000.0,-1648000.0,-875000.0,-2553000.0,-860000.0,-475000.0,-50650000.0,-56228000.0,-30182000.0,-19845000.0,-38594000.0,-33959000.0,-15115000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-539460000.0,-10924000.0,-148097000.0,0.0,-23000000.0,-0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-39207000.0,0.0,-24230000.0,-103144000.0,-0.0,-0.0,0.0,-3862000.0,-11125000.0,0.0,0.0,-62860000.0,-89650000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-185840000.0,-281339000.0,-380264000.0,-305462000.0,-140528000.0,-92645000.0,3719000.0,-29346000.0,203870000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-147113000.0,-190437000.0,-282987000.0,-381139000.0,-847475000.0,-152312000.0,-241217000.0,-46931000.0,-89436000.0,203870000.0,-19880000.0,-42066000.0,-34084000.0,-15115000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-162817000.0,-695000000.0,-665000000.0,-1170750000.0,-3952000.0,-4972000.0,-5471000.0,-1017000.0,-7418000.0,-9446000.0,-7656000.0,-6490000.0,-2973000.0,-2413000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-557403000.0,-312483000.0,-250470000.0,-129852000.0,-593175000.0,-347489000.0,-341841000.0,-175384000.0,-203870000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-2927000.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,1062535000.0,1084242000.0,1627215000.0,573882000.0,780453000.0,479755000.0,355155000.0,228609000.0,203870000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-137070000.0,-189868000.0,106759000.0,205995000.0,440078000.0,182306000.0,126795000.0,12297000.0,45807000.0,7243000.0,-16467000.0,35381000.0,18148000.0,12579000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,5100000.0,12467000.0,4178000.0,-8725000.0,-11822000.0,-3341000.0,-3115000.0,1330000.0,-75000.0,1001000.0,2561000.0,-1377000.0,497000.0,-487000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,229948000.0,247925000.0,62013000.0,120618000.0,-463323000.0,245686000.0,5648000.0,166457000.0,-28486000.0,203870000.0,85255000.0,61454000.0,-30067000.0,7678000.0
,cashAtEndOfPeriod,0.0,566060000.0,312483000.0,250470000.0,129852000.0,593175000.0,347489000.0,341841000.0,175384000.0,203870000.0,0.0,0.0,0.0,0.0
