Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,5921720.0,5913720.0,6565966.0,5028970.0,3660322.0,5131523.0,4292909.0,4265933.0,4155846.0,3367409.0,1791934.0
SG&A Expense,2737962.0,3411449.0,3034758.0,3830531.0,3402778.0,3535849.0,2297470.0,1815816.0,2273609.0,1735066.0,1085920.0
Operating Expenses,8659682.0,9325169.0,9600724.0,8859501.0,7063100.0,8667372.0,6590379.0,6081749.0,6429455.0,4939951.0,2819726.0
Operating Income,-8659682.0,-9325169.0,-9600724.0,-8859501.0,-7063100.0,-8667372.0,-6590379.0,-6081749.0,-6429455.0,-4939951.0,-2819726.0
Interest Expense,0.0,185274.0,780767.0,1042470.0,2649592.0,3092550.0,962535.0,0.0,0.0,0.0,0.0
Earnings before Tax,-8424440.0,-8563455.0,-10304490.0,-10724629.0,-2198172.0,-13601616.0,-8875668.0,-6207207.0,-6477165.0,-4744208.0,-2787798.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-8424440.0,-8563455.0,-10304490.0,-10724629.0,-2198172.0,-13601616.0,-8875668.0,-6207207.0,-6477165.0,-4744208.0,-2787798.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-8424440.0,-8563455.0,-10304490.0,-10724629.0,-2198172.0,-13601616.0,-8875668.0,-6207207.0,-6477165.0,-4744208.0,-2787798.0
EPS,-2.35,-2.64,-3.43,-3.8,-0.8,-5.4,-3.8,-3.0,-3.2,-2.8,-0.07
EPS Diluted,-2.35,-2.64,-3.43,-3.8,-1.8,-5.4,-3.8,-3.0,-3.2,-2.8,-0.07
Weighted Average Shs Out,3836750.0,3449250.0,3153600.0,2898650.0,2857500.0,2726800.0,2314086.0,2218362.0,2029876.0,1888773.0,34176901.0
Weighted Average Shs Out (Dil),3590070.0,3246043.0,3005143.0,2883474.0,2827692.0,2561281.0,2294627.0,2138174.0,1988299.0,1864257.0,34176901.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,,,,,,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,,,,,,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-7728529.0,-7698123.0,-8860769.0,-9022614.0,754158.0,-10297057.0,-7693482.0,-5987554.0,-5949423.0,-4653919.0,-2775508.0
EBIT,-8424440.0,-8378181.0,-9523723.0,-9682159.0,451420.0,-10509066.0,-7913133.0,-6207207.0,-6477165.0,-4744208.0,-2787798.0
Consolidated Income,-8424440.0,-8563455.0,-10304490.0,-10724629.0,-2198172.0,-13601616.0,-8875668.0,-6207207.0,-6477165.0,-4744208.0,-2787798.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
