date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-162115000.0,-305361000.0,-119858000.0,-94420000.0,-220438000.0,-148874000.0
,depreciationAndAmortization,134369000.0,110609000.0,99391000.0,110155000.0,100590000.0,75386000.0
,deferredIncomeTax,-7523000.0,-4258000.0,-31102000.0,-89586000.0,-1370000.0,-2853000.0
,stockBasedCompensation,197550000.0,198902000.0,149084000.0,113571000.0,106918000.0,105214000.0
,changeInWorkingCapital,42908000.0,984437000.0,882062000.0,238574000.0,-9108000.0,-38773000.0
,accountsReceivables,-5585000.0,-3694000.0,-12556000.0,-21203000.0,-13324000.0,-1051000.0
,inventory,345277000.0,-673798000.0,-162829000.0,0.0,0.0,0.0
,accountsPayables,12972000.0,-496000.0,1311000.0,-373000.0,856000.0,-11158000.0
,otherWorkingCapital,-12720000.0,2589637000.0,1605200000.0,723138000.0,484564000.0,493672000.0
,otherNonCashItems,138895000.0,87420000.0,60640000.0,25097000.0,2613000.0,2553000.0
,netCashProvidedByOperatingActivites,424197000.0,-612174000.0,3850000.0,258191000.0,8645000.0,22659000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-108517000.0,-86635000.0,-78535000.0,-78635000.0,-71722000.0,-68108000.0
,acquisitionsNet,0.0,0.0,-55000000.0,-11000000.0,-13000000.0,93000000.0
,purchasesOfInvestments,-3277071000.0,-1495477000.0,-901761000.0,-417032000.0,-185210000.0,-307658000.0
,salesMaturitiesOfInvestments,2347099000.0,1126058000.0,412795000.0,259227000.0,202370000.0,343703000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,1962000.0,3931000.0
,netCashUsedForInvestingActivites,-1038489000.0,-456054000.0,-622639000.0,-247394000.0,-65719000.0,64441000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-873810000.0,-116255000.0,0.0,0.0,-370235000.0,0.0
,commonStockIssued,411522000.0,0.0,360345000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-4000.0,-159680000.0,-31484000.0,-365000.0,-37232000.0,-8150000.0
,netCashUsedProvidedByFinancingActivities,1162318000.0,1635694000.0,930137000.0,97706000.0,71528000.0,16273000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,548026000.0,567466000.0,311348000.0,108503000.0,14454000.0,103373000.0
,cashAtEndOfPeriod,1778935000.0,1230909000.0,663443000.0,352095000.0,243592000.0,229138000.0
,cashAtBeginningOfPeriod,1230909000.0,663443000.0,352095000.0,243592000.0,229138000.0,125765000.0
,operatingCashFlow,424197000.0,-612174000.0,3850000.0,258191000.0,8645000.0,22659000.0
,capitalExpenditure,-108517000.0,-86635000.0,-78535000.0,-78635000.0,-71722000.0,-68108000.0
,freeCashFlow,315680000.0,-698809000.0,-74685000.0,179556000.0,-63077000.0,-45449000.0
