date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,853000.0,814000.0,955000.0,27519000.0,1055000.0,1607000.0,50854000.0,676000.0,2658000.0,507000.0,1243000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,74884000.0,50836000.0,101183000.0,134547000.0,119534000.0,58439000.0,38452000.0,26052000.0,34139000.0,24172000.0,9787000.0
,GeneralAndAdministrativeExpenses,38703000.0,35736000.0,42482000.0,48226000.0,41056000.0,23105000.0,19051000.0,15051000.0,9929000.0,5579000.0,3618000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-62000.0,196000.0,48000.0,-2207000.0,15000.0,-170000.0,231000.0,-225000.0,0.0,0.0,0.0
,operatingExpenses,113587000.0,86572000.0,143665000.0,182773000.0,160590000.0,81544000.0,57503000.0,41103000.0,44068000.0,0.0,0.0
,costAndExpenses,113587000.0,86572000.0,143665000.0,182773000.0,160590000.0,81544000.0,57503000.0,41103000.0,44068000.0,29751000.0,13405000.0
,interestExpense,0.0,0.0,3697000.0,3688000.0,0.0,0.0,0.0,154000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6977000.0,6820000.0,3216000.0,3067000.0,2427000.0,806000.0,743000.0,660000.0,468000.0,391000.0,191000.0
,EBITDA,-105757000.0,-78938000.0,-139494000.0,-152187000.0,-157108000.0,-79131000.0,-5906000.0,-39767000.0,-40942000.0,-28853000.0,-11971000.0
,EBITDARatio,-123.982415005862,-96.97542997543,-146.067015706806,-5.53025182601112,-148.917535545024,-49.241443683883,-0.116136390451095,-58.8269230769231,-15.4033107599699,-56.9092702169625,-9.63073209975865
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-112734000.0,-85758000.0,-142710000.0,-155254000.0,-159535000.0,-79937000.0,-6649000.0,-40427000.0,-41410000.0,-29244000.0,-12162000.0
