date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,402461000.0,286500000.0,527125000.0,253583000.0,387698000.0,986373000.0,427277000.0,160212000.0,84309000.0,174917000.0,174979000.0,-130242000.0,3138000.0,155042000.0,92985000.0,161062000.0
,depreciationAndAmortization,35095000.0,54982000.0,18206000.0,41012000.0,68511000.0,38606000.0,40851000.0,44864000.0,39214000.0,36495000.0,30579000.0,27531000.0,25421000.0,149252000.0,40600000.0,17284000.0
,deferredIncomeTax,47148000.0,24369000.0,38891000.0,298617000.0,63660000.0,-553094000.0,15628000.0,14454000.0,-4457000.0,7214000.0,8116000.0,-23434000.0,-31652000.0,-16391000.0,-4290000.0,-7558000.0
,stockBasedCompensation,346926000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2024468000.0,26697000.0,-205833000.0,244133000.0,187620000.0,-22309000.0,159103000.0,-28098000.0,2649190000.0,264300000.0,12300000.0,-180900000.0,658000000.0,129300000.0,-602400000.0,618076000.0
,accountsReceivables,-439000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-292865000.0,1731603000.0,1704906000.0,1910739000.0,1666606000.0,1478986000.0,1501295000.0,1342192000.0,1370290000.0,-1278900000.0,-1543200000.0,-1555500000.0,-1374600000.0,-2032600000.0,-2161900000.0,-1559500000.0
,otherNonCashItems,0.0,425874000.0,371434000.0,359381000.0,329157000.0,320472000.0,295830000.0,310036000.0,360751000.0,0.0,0.0,0.0,61135000.0,182637000.0,151717000.0,122315000.0
,netCashProvidedByOperatingActivites,575931000.0,677953000.0,699038000.0,1015442000.0,601287000.0,887296000.0,736017000.0,526697000.0,481908000.0,397802000.0,168798000.0,244775000.0,505890000.0,71730000.0,238039000.0,893603000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63000000.0,-42757000.0,-49593000.0,-27670000.0,-38749000.0,-26629000.0,-22184000.0,-60964000.0,-89301000.0,-46438000.0,-13382000.0,-11913000.0,-18509000.0,-14526000.0,-8192000.0,-7815000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139561000.0,-147340000.0,-73235000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424675000.0,93472000.0,88033000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694000.0
,netCashUsedForInvestingActivites,-62939000.0,-42248000.0,-46209000.0,-26920000.0,-37653000.0,-25952000.0,-20099000.0,-54553000.0,-84933000.0,-45277000.0,411725000.0,-96558000.0,-151928000.0,-222821000.0,-8192000.0,3879000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-255746000.0,-255611000.0,-7337000.0,-103060000.0,-510924000.0,-2171000.0,-581123000.0,-2519000.0,-131829000.0,-12775000.0,-3615000.0,-489959000.0,-147423000.0,-35697000.0,-74265000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437500000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-494687000.0,-552872000.0,-306741000.0,-300217000.0,-172772000.0,-192657000.0,-132477000.0,-354464000.0,-205629000.0,-157229000.0,-50479000.0,-277064000.0,0.0,0.0,0.0
,dividendsPaid,-196598000.0,-254924000.0,-359639000.0,-341450000.0,-336138000.0,-290684000.0,-146241000.0,-121620000.0,-135108000.0,-70572000.0,-50581000.0,-33451000.0,-100636000.0,-18308000.0,-13480000.0,-593885000.0
,otherFinancingActivites,0.0,169234000.0,61409000.0,-16966000.0,11784000.0,-48580000.0,-8858000.0,-12717000.0,-26246000.0,-144329000.0,-57301000.0,-78017000.0,-6856000.0,-120861000.0,-69449000.0,-279652000.0
,netCashUsedProvidedByFinancingActivities,-547351000.0,-444050000.0,-726104000.0,-740393000.0,-486952000.0,-746804000.0,-435369000.0,-487072000.0,-563220000.0,-552359000.0,-277886000.0,-165562000.0,-437015000.0,243270000.0,229889000.0,-697701000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,147627000.0,-27981000.0,-89646000.0,76922000.0,-49980000.0,-49037000.0,-55451000.0,6220000.0,12644000.0,-6070000.0,-10271000.0,24967000.0,-63084000.0,-5818000.0,17438000.0,-13225000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
