date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-28000000.0,328000000.0,-266000000.0,279000000.0,-3554000000.0,-1434000000.0,869000000.0,699000000.0,971000000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,1004000000.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,-78000000.0,-1948000000.0,-1152000000.0,260000000.0,603000000.0,586000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-6000000.0,-216000000.0,-97000000.0,-111000000.0,-147000000.0,143000000.0,102000000.0,-202000000.0,123000000.0
,accountsReceivables,22000000.0,-23000000.0,-45000000.0,-33000000.0,47000000.0,146000000.0,-8000000.0,20000000.0,-31000000.0
,inventory,0.0,-6000000.0,2000000.0,0.0,0.0,2000000.0,8000000.0,-23000000.0,-2000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,128000000.0,0.0,-150000000.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,68000000.0,37000000.0,5000000.0,3000000.0,196000000.0,214000000.0,101000000.0,168000000.0,101000000.0
,netCashProvidedByOperatingActivites,676000000.0,461000000.0,248000000.0,130000000.0,403000000.0,2371000000.0,2476000000.0,2223000000.0,2456000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-540000000.0,-621000000.0,-344000000.0,-81000000.0,-606000000.0,-2020000000.0,0.0,-2331000000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,152000000.0,12000000.0,33000000.0,20000000.0,0.0,0.0,-44000000.0,0.0,-1401000000.0
,netCashUsedForInvestingActivites,-394000000.0,-1156000000.0,-313000000.0,-61000000.0,-757000000.0,-2312000000.0,-1713000000.0,-2755000000.0,-3565000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2509000000.0,-2845000000.0,-2946000000.0,-3230000000.0,-1679000000.0,-155000000.0,0.0,0.0,0.0
,commonStockIssued,4000000.0,54000000.0,0.0,4000000.0,8000000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-3000000.0,-11000000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,-12000000.0,-6000000000.0,0.0,0.0,0.0
,otherFinancingActivites,-104000000.0,671000000.0,48000000.0,-51000000.0,0.0,-405000000.0,-763000000.0,532000000.0,1106000000.0
,netCashUsedProvidedByFinancingActivities,-282000000.0,692000000.0,73000000.0,-69000000.0,352000000.0,-45000000.0,-763000000.0,532000000.0,1106000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,-3000000.0,8000000.0,0.0,-2000000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,17000000.0,17000000.0,20000000.0,12000000.0,12000000.0,14000000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,17000000.0,20000000.0,12000000.0,12000000.0,14000000.0,0.0,0.0,0.0,3000000.0
,operatingCashFlow,676000000.0,461000000.0,248000000.0,130000000.0,403000000.0,2371000000.0,2476000000.0,2223000000.0,2456000000.0
,capitalExpenditure,0.0,-621000000.0,-344000000.0,-81000000.0,-606000000.0,-2020000000.0,-1669000000.0,-2331000000.0,-2164000000.0
,freeCashFlow,676000000.0,461000000.0,248000000.0,130000000.0,403000000.0,2371000000.0,807000000.0,2223000000.0,292000000.0
