date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,96006000.0,121070000.0,99872000.0,92114000.0,45012000.0,-966000.0,21557000.0,19636000.0
,depreciationAndAmortization,45429000.0,43002000.0,40496000.0,40871000.0,40834000.0,41702000.0,43159000.0,39423000.0
,deferredIncomeTax,-3984000.0,8474000.0,15541000.0,27853000.0,7849000.0,2188000.0,-11293000.0,-15861000.0
,stockBasedCompensation,16016000.0,10975000.0,18563000.0,15285000.0,14494000.0,2033000.0,632000.0,1138000.0
,changeInWorkingCapital,107666000.0,-54845000.0,-19436000.0,-205871000.0,-18780000.0,754000.0,-10532000.0,22325000.0
,accountsReceivables,22744000.0,-27092000.0,571000.0,-2592000.0,12630000.0,-174000.0,-35594000.0,-15514000.0
,inventory,49006000.0,-25168000.0,805000.0,-28372000.0,-2377000.0,-45415000.0,-16192000.0,-16320000.0
,accountsPayables,9952000.0,10851000.0,-5789000.0,974000.0,1968000.0,-1998000.0,-2585000.0,15947000.0
,otherWorkingCapital,442128000.0,383700000.0,369134000.0,380293000.0,202423000.0,-84068000.0,289938000.0,33810000.0
,otherNonCashItems,1218000.0,1884000.0,1409000.0,1321000.0,7341000.0,9299000.0,7845000.0,9386000.0
,netCashProvidedByOperatingActivites,264425000.0,134283000.0,163733000.0,-27037000.0,105188000.0,91830000.0,54113000.0,78795000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-24675000.0,-32956000.0,-32801000.0,-18845000.0,-19175000.0,-23201000.0,-23527000.0,-46459000.0
,acquisitionsNet,0.0,-28000000.0,-17000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-919000.0,1362000.0,0.0,99000.0
,netCashUsedForInvestingActivites,-24675000.0,-61060000.0,-49703000.0,-18845000.0,-20094000.0,-21839000.0,-23527000.0,-46360000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-17500000.0,-384844000.0,-61719000.0,-23750000.0,-439503000.0,-84503000.0,-54503000.0,-59504000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-6976000.0,-29352000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-46065000.0,-43490000.0,-39057000.0,-35744000.0,-17316000.0,-13747000.0,-13786000.0,-13894000.0
,otherFinancingActivites,-5989000.0,-16757000.0,-10365000.0,-5703000.0,-11406000.0,-4200000.0,-4645000.0,-7669000.0
,netCashUsedProvidedByFinancingActivities,-128587000.0,-70328000.0,-128883000.0,9255000.0,-62663000.0,-60057000.0,-30154000.0,-28179000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,6105000.0,275000.0,-1855000.0,5209000.0,-2425000.0,-3192000.0,-2522000.0,-606000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,117268000.0,3170000.0,-16708000.0,-31418000.0,20006000.0,6742000.0,-2090000.0,3650000.0
,cashAtEndOfPeriod,151452000.0,34184000.0,31014000.0,47722000.0,79140000.0,54409000.0,53767000.0,49257000.0
,cashAtBeginningOfPeriod,34184000.0,31014000.0,47722000.0,79140000.0,59134000.0,47667000.0,55857000.0,45607000.0
,operatingCashFlow,264425000.0,134283000.0,163733000.0,-27037000.0,105188000.0,91830000.0,54113000.0,78795000.0
,capitalExpenditure,-24675000.0,-32956000.0,-32801000.0,-18845000.0,-19175000.0,-23201000.0,-23527000.0,-46459000.0
,freeCashFlow,239750000.0,101327000.0,130932000.0,-45882000.0,86013000.0,68629000.0,30586000.0,32336000.0
