date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,355766000.0,350158000.0,176553000.0,176253000.0,22938000.0,475602000.0,445374000.0,327438000.0,278000000.0,214945000.0,178981000.0,126845000.0,78202000.0,70563000.0,41423000.0,37696000.0,6126000.0
,depreciationAndAmortization,423072000.0,376730000.0,201979000.0,163348000.0,146368000.0,130368000.0,110474000.0,96054000.0,84130000.0,74938000.0,68921000.0,61308000.0,52770000.0,43595000.0,34253000.0,28026000.0,21802000.0
,deferredIncomeTax,108350000.0,29962000.0,10585000.0,-18026000.0,-14207000.0,11666000.0,-20671000.0,2103000.0,-18057000.0,11319000.0,10064000.0,8282000.0,13165000.0,-3545000.0,-1857000.0,-2654000.0,11485000.0
,stockBasedCompensation,82626000.0,91396000.0,69164000.0,65255000.0,64166000.0,57911000.0,96440000.0,63657000.0,64276000.0,41382000.0,21381000.0,14992000.0,11374000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,192427000.0,40807000.0,59162000.0,65061000.0,-294124000.0,-98064000.0,165690000.0,107324000.0,16016000.0,60572000.0,87866000.0,61017000.0,5741000.0,10907000.0,141794000.0,4173000.0,9069000.0
,accountsReceivables,3010000.0,-2630000.0,-8298000.0,-140000.0,-1923000.0,-3504000.0,-10966000.0,-7238000.0,-9438000.0,-2970000.0,-743000.0,-875000.0,1290000.0,0.0,0.0,0.0,0.0
,inventory,-394000.0,-4530000.0,-1722000.0,-5250000.0,-91000.0,262000.0,-2307000.0,-1950000.0,-2180000.0,-1816000.0,-1481000.0,-825000.0,-457000.0,-771000.0,-880000.0,-369000.0,-790000.0
,accountsPayables,-3859000.0,-973000.0,32080000.0,10908000.0,-6734000.0,19525000.0,2168000.0,2052000.0,7849000.0,9432000.0,6989000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,598038000.0,405611000.0,364804000.0,305642000.0,240581000.0,534705000.0,632769000.0,467079000.0,359755000.0,343739000.0,283167000.0,195301000.0,134284000.0,128543000.0,117636000.0,-24158000.0,-28331000.0
,otherNonCashItems,3643000.0,-10592000.0,-2918000.0,-218000.0,-604000.0,582000.0,104000.0,507000.0,522000.0,218301000.0,264000.0,118000.0,303000.0,8322000.0,5134000.0,0.0,0.0
,netCashProvidedByOperatingActivites,663847000.0,721632000.0,621552000.0,467105000.0,349242000.0,683316000.0,682067000.0,528780000.0,419963000.0,411096000.0,289191000.0,260673000.0,198507000.0,146923000.0,103597000.0,77431000.0,39672000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-373352000.0,-333912000.0,-287390000.0,-216777000.0,-258842000.0,-257418000.0,-252590000.0,-199926000.0,-197037000.0,-151147000.0,-113215000.0,-117198000.0,-152101000.0,-140545000.0,-97312000.0,-83036000.0,-95615000.0
,acquisitionsNet,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,-2000000.0,0.0,0.0,-6000000.0,0.0,0.0,0.0
,purchasesOfInvestments,-468418000.0,-448754000.0,-485188000.0,-199801000.0,0.0,-559372000.0,-521004000.0,-387639000.0,-213462000.0,-183251000.0,-125000000.0,-50000000.0,-99990000.0,-20000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,419078000.0,476723000.0,385000000.0,330000000.0,585648000.0,352650000.0,254750000.0,159250000.0,55000000.0,124766000.0,50234000.0,99990000.0,20000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232091000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-432717000.0,-291974000.0,-387578000.0,-86578000.0,326806000.0,-464140000.0,-518844000.0,-428315000.0,-355499000.0,-210218000.0,-189881000.0,-67208000.0,-232091000.0,-166213000.0,-97312000.0,-83036000.0,-95615000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,85010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133000.0,-120000.0,-96000.0,-82000.0,-76000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3863000.0,136085000.0,0.0,64923000.0
,commonStockRepurchased,-54401000.0,-190617000.0,-160937000.0,-285920000.0,-837655000.0,-460675000.0,-88338000.0,-138903000.0,-217092000.0,-63508000.0,-126602000.0,-84089000.0,-30227000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-50450000.0,-10420000.0,-5411000.0,0.0,1320000.0,74442000.0,21667000.0,38236000.0,73210000.0,38786000.0,14526000.0,10435000.0,284000.0,12961000.0,-11079000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-104851000.0,-201735000.0,-166535000.0,-285894000.0,-836283000.0,-386440000.0,-66737000.0,-100351000.0,-143534000.0,-24268000.0,-94522000.0,-61943000.0,-29548000.0,16824000.0,147296000.0,5666000.0,55943000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1076000.0,406000.0,-1457000.0,2056000.0,110000.0,-4196000.0,-224000.0,536000.0,380000.0,-205000.0,484000.0,0.0,0.0,0.0,0.0,0.0,0.0
