date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-18644000.0,-47350000.0,-50500000.0,-61850000.0,-50601000.0,-42197000.0,-38263000.0,-33643000.0,-22103000.0,-23970000.0,-18402992.0,-19962609.0,-28362633.0
,depreciationAndAmortization,7066000.0,7268000.0,7088000.0,5317000.0,3916000.0,3405000.0,2656000.0,2530000.0,1198000.0,1326000.0,1063311.0,1569074.0,1157655.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,12796000.0,12046000.0,11697000.0,12170000.0,9236000.0,9995000.0,5796000.0,3893000.0,2352000.0,1872000.0,1552871.0,1311033.0,-256219.0
,changeInWorkingCapital,-294000.0,10939000.0,-19522000.0,35636000.0,-13340000.0,-20446000.0,-35051000.0,52037000.0,21301000.0,8675463.0,-3073913.0,124825.0,1261257.0
,accountsReceivables,-4105000.0,-5584000.0,-878000.0,-1555000.0,-2250000.0,-1983000.0,-2030000.0,-2390000.0,-2068000.0,-420000.0,-507806.0,-51068.0,-21056.0
,inventory,-12478000.0,-6534000.0,-2414000.0,-10512000.0,-3450000.0,-1286000.0,-229000.0,-1313000.0,880000.0,-1742000.0,-651130.0,1227383.0,-736121.0
,accountsPayables,5224000.0,1501000.0,-1389000.0,2557000.0,4105000.0,-757000.0,85000.0,1343000.0,728000.0,378000.0,-1058342.0,-857307.0,1365330.0
,otherWorkingCapital,9115000.0,59081000.0,48142000.0,67664000.0,32028000.0,45368000.0,65814000.0,100865000.0,48828000.0,27527000.0,18851537.0,0.0,0.0
,otherNonCashItems,4932000.0,4908000.0,2379000.0,2231000.0,667000.0,1065000.0,635000.0,1779000.0,-482000.0,-23453000.0,0.0,0.0,-256219.0
,netCashProvidedByOperatingActivites,6134000.0,-34926000.0,-32512000.0,-53422000.0,-35637000.0,-31915000.0,-29572000.0,-23796000.0,-16243000.0,-19214000.0,-18860723.0,-15443573.0,-26168605.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-17776000.0,-2092000.0,-2575000.0,-4815000.0,-7000000.0,-3756000.0,-5726000.0,-4270000.0,-3476000.0,-1376000.0,-1859877.0,-1068671.0,-1592715.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-114186000.0,-32135000.0,-29778000.0,-70989000.0,-33688000.0,-22646000.0,-28054000.0,-76190000.0,0.0,-5000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,35453000.0,32055000.0,66300000.0,51396000.0,18065000.0,46273000.0,63547000.0,8193000.0,5000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585000.0,-1343000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-96509000.0,-2172000.0,33947000.0,-24908000.0,-24123000.0,19321000.0,29417000.0,-72564000.0,-2146000.0,-7110000.0,-1859877.0,-1058671.0,-1432715.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-57000.0,0.0,-92000.0,-7848000.0,-40000.0,-22000.0,-56000.0,-766000.0,-1984000.0,-417000.0,0.0,0.0,0.0
,commonStockIssued,78659000.0,14021000.0,1061000.0,87267000.0,30920000.0,884000.0,812000.0,86547000.0,48300000.0,34533000.0,27600000.0,24132807.0,9723182.0
,commonStockRepurchased,0.0,0.0,0.0,-5469000.0,0.0,0.0,0.0,-5510000.0,0.0,-2854000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-100000.0,-4212000.0,-20000.0,-5656000.0,-1233000.0,-718000.0,0.0,-5510000.0,-3211000.0,0.0,-4990937.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,87570000.0,45173000.0,8069000.0,89050000.0,40359000.0,11133000.0,1287000.0,80833000.0,44319000.0,33262000.0,22613797.0,24132807.0,9746141.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-95000.0,-1000.0,28000.0,75000.0,-25000.0,-9000.0,0.0,0.0,0.0,53000.0,-46936.0,29797.0,-942078.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2900000.0,8074000.0,9532000.0,10795000.0,-19426000.0,-1470000.0,1132000.0,-15527000.0,25930000.0,6991000.0,1846261.0,7660360.0,-18797257.0
,cashAtEndOfPeriod,42218000.0,45118000.0,37044000.0,26754000.0,15959000.0,35385000.0,36855000.0,35723000.0,51250000.0,25320000.0,18329079.0,16482818.0,8822458.0
,cashAtBeginningOfPeriod,45118000.0,37044000.0,27512000.0,15959000.0,35385000.0,36855000.0,35723000.0,51250000.0,25320000.0,18329000.0,16482818.0,8822458.0,27619715.0
,operatingCashFlow,6134000.0,-34926000.0,-32512000.0,-53422000.0,-35637000.0,-31915000.0,-29572000.0,-23796000.0,-16243000.0,-19214000.0,-18860723.0,-15443573.0,-26168605.0
