Date,2018-12-31,2017-12-31
Cash and cash equivalents,1275571.0,0.0
Short-term investments,0.0,0.0
Cash and short-term investments,1275571.0,0.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,1298687.0,0.0
Property Plant & Equipment Net,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,200471972.0,0.0
Tax assets,0.0,
Total non-current assets,200479097.0,
Total assets,201777784.0,0.0
Payables,86278.0,175.0
Short-term debt,0.0,0.0
Total current liabilities,164155.0,175.0
Long-term debt,0.0,0.0
Total debt,0.0,
Deferred revenue,0.0,
Tax Liabilities,77877.0,
Deposit Liabilities,0.0,
Total non-current liabilities,7000000.0,
Total liabilities,7164155.0,175.0
Other comprehensive income,0.0,
Retained earnings (deficit),287485.0,-175.0
Total shareholders equity,5000001.0,-175.0
Investments,200471972.0,0.0
Net Debt,-1275571.0,0.0
Other Assets,23116.0,0.0
Other Liabilities,77877.0,0.0
