Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,404600000.0,99200000.0,60300000.0,
Stock-based compensation,18400000.0,48200000.0,98700000.0,
Operating Cash Flow,200500000.0,-167500000.0,72900000.0,
Capital Expenditure,-37700000.0,-25200000.0,-29900000.0,
Acquisitions and disposals,0.0,-6660700000.0,0.0,
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-23200000.0,-6676000000.0,-29900000.0,
Issuance (repayment) of debt,-149800000.0,5640300000.0,840500000.0,
Issuance (buybacks) of shares,0.0,0.0,0.0,
Dividend payments,0.0,0.0,0.0,
Financing Cash Flow,-170300000.0,6965000000.0,-43500000.0,
Effect of forex changes on cash,-7800000.0,1000000.0,-700000.0,
Net cash flow / Change in cash,-800000.0,122500000.0,-1200000.0,
Free Cash Flow,162800000.0,-192700000.0,43000000.0,
Net Cash/Marketcap,-0.866,-0.866,-0.866,-0.866
