date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY
,revenue,27266438000.0,25282320000.0,22095416000.0,19063121000.0,18353086000.0,17899196000.0,15762146000.0,18336894000.0,17151941000.0,16518827000.0,13409411000.0,11684538000.0,12779703000.0,12290592000.0,10265447000.0,7524386000.0,6252897000.0,4729482000.0,3545466000.0,4330655000.0,3558321000.0,2000300000.0,1277400000.0,978100000.0,863300000.0
,costOfRevenue,25335625000.0,23368919000.0,20388624000.0,17517478000.0,16825382000.0,16395978000.0,14736543000.0,16977032000.0,15842896000.0,15264257000.0,12405267000.0,10965723000.0,11911902000.0,11478562000.0,9500547000.0,6895880000.0,5714517000.0,4294016000.0,3210875000.0,3936589000.0,3199972000.0,1772700000.0,1115600000.0,857200000.0,790300000.0
,grossProfit,1930813000.0,1913401000.0,1706792000.0,1545643000.0,1527704000.0,1503218000.0,1025603000.0,1359862000.0,1309045000.0,1254570000.0,1004144000.0,718815000.0,867801000.0,812030000.0,764900000.0,628506000.0,538380000.0,435466000.0,334591000.0,394066000.0,358349000.0,227600000.0,161800000.0,120900000.0,73000000.0
,grossProfitRatio,0.0708128065719475,0.0756813852526192,0.0772464297571949,0.0810802701194626,0.0832396252052652,0.0839824313896557,0.0650674724114343,0.0741598877105359,0.0763205167275237,0.0759478866144672,0.0748835276955863,0.0615184785226425,0.0679046297085308,0.06606923409385,0.0745120986938026,0.0835292075659064,0.0861008905152284,0.0920747768994575,0.0943715156202316,0.0909945493233703,0.100707327978561,0.113782932560116,0.126663535306091,0.123606993149985,0.0845592493918684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,44143000.0,42861000.0,38531000.0,29680000.0,31954000.0,27645000.0,28611000.0,28468000.0,25837000.0,25034000.0,28085000.0,27321000.0,32984000.0,36381000.0,34975000.0,22507000.0,13813000.0,9906000.0,7864000.0,6448000.0,4839000.0,4100000.0,3800000.0,3100000.0,2100000.0
,GeneralAndAdministrativeExpenses,1174694000.0,1111347000.0,1050716000.0,907702000.0,924427000.0,862647000.0,675730000.0,688752000.0,644452000.0,604179000.0,589738000.0,495941000.0,491324000.0,491967000.0,382210000.0,278866000.0,263504000.0,243663000.0,203845000.0,184112000.0,132717000.0,81000000.0,52000000.0,35900000.0,25500000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-31165000.0,-53750000.0,-37563000.0,-28448000.0,-8380000.0,-5627000.0,-7637000.0,-6213000.0,-8943000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1274381000.0,1186131000.0,1127737000.0,972906000.0,993502000.0,914741000.0,728198000.0,733374000.0,687114000.0,651264000.0,668361000.0,554301000.0,561596000.0,557695000.0,441508000.0,341135000.0,321026000.0,290439000.0,226822000.0,196380000.0,140280000.0,86400000.0,55800000.0,39000000.0,27600000.0
,costAndExpenses,26610006000.0,24555050000.0,21516361000.0,18490384000.0,17818884000.0,17310719000.0,15464741000.0,17710406000.0,16530010000.0,15915521000.0,13073628000.0,11520024000.0,12473498000.0,12036257000.0,9942055000.0,7237015000.0,6035543000.0,4584455000.0,3437697000.0,4132969000.0,3340252000.0,1859100000.0,1171400000.0,896200000.0,817900000.0
,interestExpense,173877000.0,188730000.0,149002000.0,138074000.0,136536000.0,128091000.0,128055000.0,121062000.0,106129000.0,97693000.0,79168000.0,82247000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,55544000.0,31923000.0,38490000.0,35524000.0,37121000.0,24449000.0,23857000.0,16154000.0,16825000.0,22051000.0,25934000.0,31039000.0,37288000.0,29347000.0,24323000.0,39762000.0,43709000.0,36870000.0,15113000.0,5820000.0,2724000.0,1200000.0,35700000.0,24900000.0,18200000.0
,EBITDA,711976000.0,759193000.0,617545000.0,608261000.0,571323000.0,612926000.0,321262000.0,642642000.0,638756000.0,625357000.0,361717000.0,195553000.0,343493000.0,283682000.0,347715000.0,327133000.0,261063000.0,181897000.0,122882000.0,203506000.0,220793000.0,142400000.0,141700000.0,106800000.0,63600000.0
,EBITDARatio,0.0261118082237218,0.0300286128804635,0.0279490098760757,0.0319077343106619,0.0311295332022092,0.0342432140527429,0.0203818693216013,0.0350463933532037,0.0372410329536465,0.0378572279980897,0.0269748611628057,0.0167360489563216,0.0268780111713081,0.0230812315631338,0.0338723681491902,0.0434763713610652,0.0417507277026952,0.038460237294486,0.0346589136660738,0.0469919677277456,0.0620497701022477,0.0711893216017597,0.110928448410835,0.10919128923423,0.0736707981003128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,656432000.0,727270000.0,579055000.0,572737000.0,534202000.0,588477000.0,297405000.0,626488000.0,621931000.0,603306000.0,335783000.0,164514000.0,306205000.0,254335000.0,323392000.0,287371000.0,217354000.0,145027000.0,107769000.0,197686000.0,218069000.0,141200000.0,106000000.0,81900000.0,45400000.0
,operatingIncomeRatio,0.0240747251254454,0.0287659518588484,0.026207019591756,0.0300442409194171,0.0291069305728748,0.0328772867786911,0.0188683063841688,0.034165437178183,0.0362600944114721,0.0365223269182491,0.0250408463130856,0.0140796324167888,0.0239602594833385,0.0206934702575759,0.0315029632903467,0.0381919534696917,0.0347605278001541,0.0306644575452449,0.0303962864119977,0.0456480601664182,0.0612842405168055,0.0705894115882618,0.0829810552685142,0.0837337695532154,0.0525889030464497
,totalOtherIncomeExpensesNet,-236376000.0,-109296000.0,-74465000.0,-190955000.0,-19749000.0,-38693000.0,-100968000.0,-121263000.0,-8943000.0,-27558000.0,-12304000.0,-1094826000.0,-66710000.0,-88284000.0,-93503000.0,0.0,-7709000.0,-97974000.0,-59719000.0,-33924000.0,-5153000.0,0.0,-20800000.0,0.0,0.0
,incomeBeforeTax,260738000.0,450704000.0,373401000.0,256233000.0,387045000.0,431646000.0,72123000.0,386064000.0,508900000.0,481187000.0,247267000.0,-1005133000.0,157193000.0,94513000.0,225116000.0,276372000.0,197513000.0,36954000.0,44756000.0,166148000.0,212696000.0,139500000.0,82000000.0,80200000.0,38100000.0
,incomeBeforeTaxRatio,0.00956259853230554,0.0178268450047306,0.0168994781542018,0.0134412932698691,0.0210888239721647,0.0241153848474535,0.00457570942433854,0.0210539473042708,0.0296701113885595,0.0291296107163057,0.0184398106672993,-0.086022485441872,0.0123002076026336,0.00768986554919405,0.0219294883116147,0.036730173066613,0.0315874385904645,0.00781354067950782,0.012623446396045,0.0383655590205177,0.0597742587023487,0.0697395390691396,0.0641928918114921,0.0819957059605357,0.0441329781072628
,incomeTaxExpense,203959000.0,161230000.0,285860000.0,129066000.0,132149000.0,137461000.0,73711000.0,15973000.0,112811000.0,98229000.0,76501000.0,160898000.0,25119000.0,21401000.0,60598000.0,44525000.0,30613000.0,-6053000.0,10041000.0,47631000.0,67048000.0,48100000.0,25000000.0,27700000.0,13700000.0
,netIncome,53912000.0,287111000.0,86330000.0,129090000.0,254095000.0,284019000.0,241313000.0,371482000.0,394687000.0,381063000.0,168840000.0,-1165212000.0,133892000.0,73236000.0,164518000.0,231847000.0,166900000.0,43007000.0,34715000.0,118517000.0,145648000.0,91500000.0,56900000.0,52500000.0,24300000.0
,netIncomeRatio,0.00197722929559043,0.0113561967414383,0.00390714526488209,0.00677171382377524,0.0138448106220393,0.0158676959568463,0.0153096539011883,0.0202587199337031,0.0230112148823273,0.023068405522983,0.0125911570612609,-0.0997225564245672,0.0104769257939719,0.00595870402337007,0.0160263844331377,0.0308127467144827,0.0266916278966374,0.00909338485694628,0.00979137862272548,0.0273669918291806,0.0409316641191169,0.0457431385292206,0.0445436041960232,0.0536754933033432,0.0281478049345535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.36,1.85,0.5,0.71,1.33,1.47,1.19,1.83,1.91,1.78,0.79,-5.63,0.652256728778468,0.36,0.79,1.14,0.83,0.22,0.18,0.62,0.81,0.585,0.3825,0.3425,0.167198766995101
,EPSDiluted,0.35,1.81,0.49,0.69,1.32,1.45,1.19,1.79,1.87,1.73,0.78,-5.63,0.64946303320754,0.35,0.77,1.12,0.81,0.21,0.17,0.59,0.78,0.56,0.37,0.3425,0.166657522221003
,weightedAverageShsOut,150590000.0,155613000.0,172237000.0,181902000.0,190413000.0,193689000.0,202497000.0,203096000.0,206160000.0,214502000.0,214332000.0,207002000.0,205275000.0,203779000.0,207413000.0,202501000.0,200430000.0,198495000.0,197396000.0,191862000.0,179032000.0,156506000.0,148500000.0,153360000.0,145336000.0
,weightedAverageShsOutDil,154453000.0,158647000.0,175044000.0,185838000.0,192750000.0,196005000.0,202497000.0,207815000.0,211181000.0,220719000.0,217597000.0,207002000.0,206158000.0,206972000.0,212540000.0,207526000.0,205849000.0,202103000.0,200782000.0,202223000.0,187448000.0,163656000.0,154300000.0,153360000.0,145808000.0
