date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,25851000.0,37740000.0,37283000.0,23819000.0,20567000.0,17453000.0,17972000.0,17165000.0,16659000.0,20871000.0,26002000.0,22976411.0,20022231.0,14443502.0,12063514.0,8010370.0,5813604.0,3257565.0,825413.0,-2826707.0,-1794237.0
,depreciationAndAmortization,2257000.0,2225000.0,2126000.0,1369000.0,770000.0,660000.0,867000.0,1091000.0,1411000.0,1375000.0,1321000.0,814542.0,589990.0,530440.0,544535.0,573817.0,550392.0,367673.0,236715.0,-88287.0,-169977.0
,deferredIncomeTax,-151000.0,125000.0,-92000.0,1951000.0,-23000.0,157000.0,-183000.0,-76000.0,-56000.0,348000.0,-305000.0,497292.0,-327313.0,-100538.0,-211156.0,-1490.0,0.0,-581356.0,0.0,0.0,0.0
,stockBasedCompensation,2822000.0,3097000.0,2575000.0,1935000.0,1612000.0,1481000.0,1479000.0,1943000.0,2246000.0,2171000.0,1594000.0,1464225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3130000.0,20679000.0,23696000.0,2887000.0,-12440000.0,6867000.0,4926000.0,-17026000.0,-2427000.0,1232000.0,24780807.0,15826365.0,-11809627.0,15644684.0,12999987.0,10630780.0,8320363.0,2327053.0,3163937.0,-2871567.0,1036476.0
,accountsReceivables,-1492000.0,-335000.0,-596000.0,-505000.0,-53000.0,-264000.0,-417000.0,77000.0,366000.0,64000.0,766000.0,-1379803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,3486000.0,1967000.0,-3109000.0,5358000.0,-518000.0,10659000.0,-4126000.0,-5384000.0,-1077000.0,3924000.0,-2286000.0,-8868547.0,-1823342.0,-1088532.0,-3817342.0,-475.0,-6911712.0,-1961526.0,-1675226.0,1121302.0,-175983.0
,accountsPayables,3383000.0,1001000.0,53000.0,10217000.0,-149000.0,-616000.0,-686000.0,-165000.0,297000.0,1964000.0,313000.0,-313436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,104675000.0,107805000.0,87126000.0,63430000.0,60543000.0,72983000.0,66116000.0,61190000.0,78216000.0,80643000.0,79411000.0,54630193.0,38803828.0,50613455.0,34968771.0,21968784.0,11338004.0,3017641.0,690588.0,-2473349.0,398218.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,1714000.0,0.0,0.0,16706000.0,48000.0,18000.0,73981.0,1720423.0,1125294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,38844000.0,45138000.0,37379000.0,47204000.0,21053000.0,32043000.0,13506000.0,13290000.0,20391000.0,30106000.0,27685000.0,14965684.0,19380494.0,16564440.0,10277490.0,8348799.0,1105595.0,970301.0,476024.0,-1046583.0,-317241.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2311000.0,-620000.0,-703000.0,-10604000.0,-20130000.0,-918000.0,-45000.0,-626000.0,-705000.0,-677000.0,-1047000.0,-3692615.0,-502706.0,-1025079.0,-758176.0,-171757.0,-741740.0,-744596.0,-555645.0,-241888.0,-552096.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-68000.0,-84000.0,-5189000.0,0.0,0.0,0.0,0.0,0.0,-16275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,15645000.0,0.0,0.0,0.0,0.0,0.0,2150000.0,14870000.0,9605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-365000.0,0.0,311429.0,-366084.0
,netCashUsedForInvestingActivites,-2311000.0,-620000.0,-703000.0,-10604000.0,-4485000.0,-986000.0,-129000.0,-5815000.0,11639000.0,-10823000.0,1103000.0,11179385.0,9102294.0,-17299679.0,-757576.0,-171757.0,-741740.0,-1094596.0,1461276.0,69541.0,-918180.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2784987.0,442084.0,1016031.0,1293436.0,1999345.0,580836.0,0.0,1954142.0,256998.0
,commonStockRepurchased,-11497000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3865000.0,-23685000.0,-12247000.0,0.0,-18447539.0,-11600721.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0,0.0
,dividendsPaid,-21803000.0,-21925000.0,-17470000.0,-15509000.0,-14684000.0,-13807000.0,-13326000.0,-31972000.0,-10964000.0,-10727000.0,-6805000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,142000.0,58000.0,99000.0,-284000.0,-240000.0,-132000.0,299000.0,267835.0,284305.0,242718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
