date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-06-27_FY,2006-06-06_FY,2005-05-27_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-12208000.0,-13445000.0,60823000.0,-323492000.0,-317210000.0,-76065000.0,-101675000.0,684685000.0,858927000.0,662934000.0,593561000.0,203328000.0,274761000.0,274259000.0,274259000.0,685650000.0,48138000.0
,depreciationAndAmortization,3825000.0,1295000.0,0.0,0.0,2575000.0,121000.0,3956000.0,147449000.0,118322000.0,71694000.0,73536000.0,62993000.0,38550000.0,193587000.0,193587000.0,179441000.0,23158000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10809000.0,42369000.0,32747000.0,-5653000.0,-91565000.0,-32506000.0,-9053000.0,-9053000.0,-17932000.0,-82994000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107629000.0,-118589000.0,-88901000.0,-6093000.0,-57247000.0,1626000.0,0.0,2629000.0,-16245000.0,-11224000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83862000.0,-49137000.0,-80218000.0,-83153000.0,43664000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21051000.0,-88461000.0,-64198000.0,-1498000.0,-8323000.0,-4528000.0,-45398000.0,-45398000.0,14212000.0,325000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57176000.0,22955000.0,58852000.0,21644000.0,11282000.0,0.0,24803000.0,24803000.0,-19286000.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15256000.0,25711000.0,24907000.0,-68930000.0,5490000.0,72650000.0,72650000.0,70021000.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64917000.0,144540000.0,-154616000.0,38170000.0,-22959000.0,-82101000.0,0.0,0.0,0.0,1000.0
,netCashProvidedByOperatingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335689000.0,567465000.0,527749000.0,521437000.0,150520000.0,202999000.0,667694000.0,667694000.0,548153000.0,188607000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-317816000.0,-230180000.0,-152177000.0,-61175000.0,-61649000.0,-50000000.0,-50000000.0,-20000000.0,-18637000.0
,acquisitionsNet,-4000000.0,-9000000.0,0.0,0.0,0.0,-80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-80373000.0,0.0,0.0,-277485000.0,-37560000.0,-37936000.0,-29541000.0,-17378000.0,0.0,0.0,0.0,-14585000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,52944000.0,3658000.0,60379000.0,0.0,27417000.0,0.0,55715000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-3700000.0,-8529000.0,119395000.0,-5222000.0,-135867000.0,16453000.0,24537000.0,10121000.0,7814000.0,-63222000.0,-10969000.0,13592000.0,-31681000.0,0.0,0.0,0.0,-16743000.0
,netCashUsedForInvestingActivites,47065000.0,346260000.0,212582000.0,391401000.0,127259000.0,162496000.0,419346000.0,0.0,0.0,0.0,0.0,0.0,0.0,-225846000.0,-225846000.0,-231378000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-288748000.0,-140222000.0,-332599000.0,-476433000.0,-119891000.0,-42205000.0,-260231000.0,-1068000.0,-2000000.0,-226117000.0,-97288000.0,-716824000.0,0.0,-34157000.0,-34157000.0,-95540000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-1210000.0,0.0,0.0,-462000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-22098000.0,-22860000.0,-22099000.0,-7621000.0,0.0,-8642000.0,-78836000.0,-152666000.0,-142488000.0,-156219000.0,-68467000.0,-88163000.0,-69972000.0,0.0,0.0,0.0,-43743000.0
,otherFinancingActivites,-6666000.0,-5970000.0,-6942000.0,-14946000.0,-10488000.0,-8880000.0,-13533000.0,-52861000.0,-66736000.0,0.0,-27756000.0,0.0,-26199000.0,0.0,0.0,0.0,-1000.0
,netCashUsedProvidedByFinancingActivities,-100618000.0,-74052000.0,59575000.0,-24500000.0,214420000.0,157398000.0,-116087000.0,-132337000.0,-160262000.0,-329074000.0,-165755000.0,155013000.0,-22658000.0,-216135000.0,-216135000.0,-293368000.0,-56148000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1715000.0,675000.0,750000.0,-1457000.0,12198000.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
