date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-777967000.0,38690000.0,102616000.0,-31708000.0,-465565000.0,-268029000.0,-171339000.0,126300000.0,99700000.0,126900000.0,37200000.0,13900000.0,23500000.0,-8500000.0,-5800000.0,-2200000.0
,depreciationAndAmortization,0.0,225033000.0,197867000.0,131335000.0,139535000.0,176386000.0,185877000.0,267100000.0,182000000.0,231200000.0,163600000.0,135900000.0,25700000.0,9400000.0,4100000.0,500000.0
,deferredIncomeTax,-76148000.0,40227000.0,4968000.0,44716000.0,-204791000.0,-115442000.0,34350000.0,-29500000.0,26300000.0,-29200000.0,-20100000.0,-15400000.0,-6400000.0,200000.0,900000.0,0.0
,stockBasedCompensation,1216000.0,1430000.0,8299000.0,9775000.0,6339000.0,2091000.0,5451000.0,8918000.0,12006000.0,12767000.0,8025000.0,5309000.0,2520000.0,809522000.0,260495000.0,0.0
,changeInWorkingCapital,36062000.0,58202000.0,44869000.0,11620000.0,-183793000.0,-78863000.0,-6488000.0,23300000.0,9400000.0,-52700000.0,50600000.0,82400000.0,124800000.0,-6300000.0,11600000.0,-100000.0
,accountsReceivables,27607000.0,0.0,0.0,0.0,0.0,0.0,-34473000.0,67034000.0,-56669000.0,-15627000.0,-5323000.0,-27926000.0,34943000.0,-5605144000.0,-4280601000.0,0.0
,inventory,-2628000.0,-3179000.0,-2127000.0,-78000.0,5510000.0,-1571000.0,-2891000.0,13947000.0,-18195000.0,-548000.0,-1221000.0,-1849000.0,-107000.0,25070000.0,-364983000.0,0.0
,accountsPayables,0.0,-1367000.0,9034000.0,15617000.0,-9691000.0,-34493000.0,558000.0,-5170000.0,-8387000.0,19918000.0,-3212000.0,36875000.0,10697000.0,261658000.0,5327542000.0,0.0
,otherWorkingCapital,56254000.0,91347000.0,33145000.0,-11724000.0,-23344000.0,160449000.0,239312000.0,245800000.0,222500000.0,213100000.0,265800000.0,215200000.0,132800000.0,8000000.0,14300000.0,2700000.0
,otherNonCashItems,10349000.0,-32411000.0,479000.0,74518000.0,635200000.0,308438000.0,265138000.0,-11000000.0,15800000.0,-9900000.0,22500000.0,25000000.0,6300000.0,9300000.0,300000.0,100000.0
,netCashProvidedByOperatingActivites,81074000.0,177665000.0,284509000.0,189644000.0,93042000.0,62305000.0,216160000.0,520900000.0,156300000.0,356900000.0,203800000.0,165500000.0,109700000.0,8800000.0,-800000.0,-1900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-96281000.0,-457086000.0,-400293000.0,-285451000.0,-147177000.0,-156639000.0,-347027000.0,-367322000.0,-276084000.0,-333194000.0,-152299000.0,-80932000.0,-55217000.0,-13429570.0,-18300518.0,-8707595.0
,acquisitionsNet,0.0,0.0,-53000000.0,33000000.0,-502643000.0,0.0,43000000.0,0.0,-35495000.0,8000000.0,0.0,0.0,81912000.0,0.0,-37000000.0,0.0
,purchasesOfInvestments,0.0,-37561000.0,-12742000.0,-17916000.0,0.0,-9999000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,2325000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-48642000.0,-427376000.0,-369847000.0,-225887000.0,-120297000.0,-223019000.0,-316752000.0,-308456000.0,-264225000.0,-311653000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-144923000.0,-464937000.0,-382589000.0,-243803000.0,-620615000.0,-233018000.0,-347123000.0,-308456000.0,-299720000.0,-311653000.0,-143925000.0,-76356000.0,27141000.0,-12845943.0,-46672884.0,-9108022.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-17879000.0,-349219000.0,-153000000.0,-110000000.0,-252181000.0,0.0,101179000.0,51183000.0,143498000.0,-54103000.0,49088000.0,31527000.0,11587000.0,116140000.0,741380000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,128273000.0,722000.0,11140000.0,3771000.0,4340000.0,5123000.0,24785000.0,4935000.0,21687000.0,719303000.0,70662820000.0,0.0
,commonStockRepurchased,0.0,-37561000.0,-11313000.0,-17916000.0,128273000.0,-9277000.0,11140000.0,3800000.0,4300000.0,5100000.0,24800000.0,4900000.0,21700000.0,700000.0,70700000.0,13200000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,631846000.0,294120000.0,167043000.0,530960000.0,0.0,331848000.0,428800000.0,212624000.0,351685000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,70453000.0,245066000.0,128378000.0,39127000.0,407052000.0,-9277000.0,11140000.0,3771000.0,4340000.0,-48980000.0,24785000.0,4935000.0,21687000.0,719303.0,69381827.0,13206116.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-156000.0,-1027000.0,-2668000.0,-1557000.0,354000.0,-6516000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
