date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,78893000.0,90891000.0,78626000.0,93468000.0,90714000.0,92782000.0,60594000.0,28181000.0,25983000.0,33863000.0,1674000.0,135000.0,901000.0,2163000.0
,costOfRevenue,46327000.0,56315000.0,53530000.0,58809000.0,46554000.0,39332000.0,37192000.0,21762000.0,25043000.0,20829000.0,0.0,0.0,0.0,0.0
,grossProfit,32566000.0,34576000.0,25096000.0,34659000.0,44160000.0,53450000.0,23402000.0,6419000.0,940000.0,13034000.0,1674000.0,135000.0,901000.0,2163000.0
,grossProfitRatio,0.412786939272179,0.380411701928684,0.319181949991097,0.370811400693285,0.486804682849395,0.576081567545429,0.386209855761297,0.227777580639438,0.0361775006735173,0.3849038773883,1.0,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,64152000.0,59630000.0,62594000.0,65324000.0,67617000.0,60440000.0,48230000.0,45217000.0,47623000.0,76080000.0,111821000.0,75879000.0,37997000.0,19216000.0
,GeneralAndAdministrativeExpenses,72799000.0,75491000.0,63489000.0,59119000.0,47787000.0,45187000.0,38026000.0,38745000.0,47655000.0,46710000.0,30087000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2055000.0,1022000.0,848000.0,516000.0,103000.0,364000.0,-478000.0,728000.0,-127000.0,0.0,-104000.0,-84000.0,-102000.0,-67000.0
,operatingExpenses,136951000.0,135121000.0,126083000.0,124443000.0,115404000.0,105627000.0,86256000.0,83962000.0,95278000.0,122790000.0,141908000.0,0.0,0.0,0.0
,costAndExpenses,183278000.0,191436000.0,179613000.0,183252000.0,161958000.0,144959000.0,123448000.0,105724000.0,120321000.0,143619000.0,141908000.0,88205000.0,45710000.0,25554000.0
,interestExpense,267000.0,2611000.0,2423000.0,2921000.0,3234000.0,2926000.0,2828000.0,2478000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,6428000.0,9948000.0,7215000.0,8442000.0,3875000.0,3677000.0,4221000.0,5648000.0,6649000.0,5803000.0,5160000.0,4104000.0,2987000.0,1577000.0
,EBITDA,-97957000.0,-90597000.0,-93772000.0,-81342000.0,-67369000.0,-48500000.0,-58633000.0,-71895000.0,-87689000.0,-103953000.0,-135074000.0,-83966000.0,-41822000.0,-21814000.0
,EBITDARatio,-1.24164374532595,-0.996765356305905,-1.19263348001933,-0.870265759404288,-0.742652732764513,-0.522730702075834,-0.967637059774895,-2.55118696994429,-3.37486048570219,-3.06981070785223,-80.689366786141,-621.97037037037,-46.4173140954495,-10.0850670365233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-104385000.0,-100545000.0,-100987000.0,-89784000.0,-71244000.0,-52177000.0,-62854000.0,-77543000.0,-94338000.0,-109756000.0,-140234000.0,-88070000.0,-44809000.0,-23391000.0
,operatingIncomeRatio,-1.32312118945914,-1.10621513681223,-1.28439701879785,-0.960585441006548,-0.785369402738276,-0.562361233860016,-1.03729742218702,-2.75160569177815,-3.63075857291306,-3.24117768656055,-83.7718040621266,-652.37037037037,-49.7325194228635,-10.8141470180305
,totalOtherIncomeExpensesNet,134055000.0,19022000.0,848000.0,516000.0,103000.0,23407000.0,-478000.0,728000.0,-127000.0,368000.0,-104000.0,-84000.0,-102000.0,-67000.0
