date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,170944000.0,160233000.0,143635000.0,133209000.0,124018000.0,33456000.0,17695000.0,16907000.0,16524000.0
,costOfRevenue,19590000.0,21211000.0,19014000.0,18652000.0,17853000.0,16996000.0,14774000.0,16127000.0,13669000.0
,grossProfit,151354000.0,139022000.0,124621000.0,114557000.0,106165000.0,16460000.0,2921000.0,780000.0,2855000.0
,grossProfitRatio,0.885401067016099,0.867624022517209,0.867622793887284,0.859979430819239,0.856045090228838,0.491989478718317,0.165074879909579,0.0461347370911457,0.172778988138465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,15046000.0,13934000.0,13639000.0,12259000.0,10977000.0,1856000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,170000.0,944000.0,781000.0,324000.0,97000.0,0.0,0.0,0.0,0.0
,operatingExpenses,44479000.0,40246000.0,37523000.0,34070000.0,31554000.0,5614000.0,3031000.0,875000.0,3035000.0
,costAndExpenses,64069000.0,61457000.0,56537000.0,52722000.0,49407000.0,22610000.0,17805000.0,17002000.0,16704000.0
,interestExpense,29231000.0,26516000.0,19959000.0,19469000.0,14828000.0,2203000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,29433000.0,26312000.0,23884000.0,21811000.0,20577000.0,3758000.0,863000.0,875000.0,881000.0
,EBITDA,136308000.0,125088000.0,110982000.0,102298000.0,95188000.0,14604000.0,753000.0,780000.0,701000.0
,EBITDARatio,0.797383938599775,0.780663159274307,0.772666829115466,0.767951114414191,0.767533745101518,0.436513629842181,0.042554393896581,0.0461347370911457,0.0424231420963447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,106875000.0,98776000.0,87098000.0,80487000.0,74611000.0,10846000.0,-110000.0,-95000.0,-180000.0
,operatingIncomeRatio,0.625204745413703,0.616452291350721,0.606384237825043,0.604215931355989,0.601614281797804,0.324186991869919,-0.00621644532353772,-0.0056189743893062,-0.0108932461873638
,totalOtherIncomeExpensesNet,170000.0,944000.0,16052000.0,10856000.0,16720000.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,77814000.0,73204000.0,83191000.0,71874000.0,76503000.0,8643000.0,-110000.0,-95000.0,-180000.0
,incomeBeforeTaxRatio,0.455201703481842,0.456859698064693,0.579183346677342,0.539558137963651,0.616870131755068,0.25833931133429,-0.00621644532353772,-0.0056189743893062,-0.0108932461873638
,incomeTaxExpense,247000.0,265000.0,262000.0,-18000.0,-80347000.0,2944000.0,-142000.0,-124000.0,-141000.0
,netIncome,77332000.0,72616000.0,82398000.0,71394000.0,156809000.0,5699000.0,32000.0,29000.0,-39000.0
,netIncomeRatio,0.452382066641707,0.453190042001336,0.57366240818742,0.535954777830327,1.26440516699189,0.170343137254902,0.00180842045775643,0.00171526586620926,-0.0023602033405955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.13007525364185,1.06115895901382,1.29,1.17758592510191,3.02,0.92,0.001,0.000683,-0.001
,EPSDiluted,1.13007525364185,1.05804856946489,1.28,1.17625865393002,2.89,0.91,0.001,0.000683,-0.001
,weightedAverageShsOut,71009154.0,68430841.0,64041255.0,60627423.0,56984561.0,6206375.0,42443994.0,42443994.0,42443994.0
,weightedAverageShsOutDil,71009154.0,68632010.0,64388929.0,60695834.0,59568067.0,6263921.0,42443994.0,42443994.0,42443994.0
