date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,6034000.0,23683000.0,21431000.0,8334000.0,7931000.0,6749000.0,7586000.0,3794000.0,50000.0,1123000.0,1105000.0,1342000.0,1134000.0,-77000.0,1781000.0,2448182.0,3423619.0,3474174.0,3705118.0
,depreciationAndAmortization,28303000.0,26740000.0,25679000.0,27240000.0,22457000.0,19761000.0,15725000.0,13429000.0,10229000.0,7749000.0,7225000.0,6958000.0,6859000.0,6343000.0,6476000.0,6098875.0,5223422.0,4758047.0,4041861.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6063000.0,6483000.0,6741000.0,10410000.0,10231000.0,7337000.0,4631000.0,2284000.0,725000.0,310000.0,297000.0,1013000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5713000.0,-12278000.0,14184000.0,776000.0,589000.0,-4777000.0,-1449000.0,-4320000.0,120559000.0,-26647000.0,4237000.0,-2711000.0,-11474000.0,-14936000.0,6209232.0,-15497529.0,-8570752.0,-13598786.0,-427738.0
,accountsReceivables,-6055000.0,-2998000.0,-1893000.0,-5893000.0,-6070000.0,-5606000.0,-3668000.0,-3640000.0,-2930000.0,-1939000.0,-748000.0,-511000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2518000.0,5609000.0,-2429000.0,999000.0,4837000.0,7419000.0,2257000.0,-1170000.0,2875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,5048000.0,-665000.0,11613000.0,-2571000.0,-3347000.0,-3936000.0,841000.0,2290000.0,6610000.0,-113949000.0,-87302000.0,-91539000.0,-88828000.0,-77354000.0,-62418000.0,-68627232.0,-53129703.0,-44558951.0,-30960165.0
,otherNonCashItems,1113000.0,1095000.0,1092000.0,1791000.0,1945000.0,1507000.0,1203000.0,1509000.0,1743000.0,615000.0,297000.0,2075000.0,-627000.0,-16000.0,1098000.0,1890616.0,2990410.0,3034795.0,3192605.0
,netCashProvidedByOperatingActivites,42776000.0,47748000.0,39557000.0,40959000.0,39180000.0,36180000.0,25641000.0,23884000.0,11218000.0,8452000.0,10395000.0,8898000.0,2620000.0,4631000.0,16846000.0,8784142.0,9530561.0,8988436.0,10586046.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-143043000.0,-82652000.0,-160669000.0,-138769000.0,-125393000.0,-109165000.0,-73478000.0,-12768000.0,-9230000.0,-5153000.0,-10234000.0,-2055000.0,-31791746.0,-10276996.0,-8242179.0,-1982508.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-750000.0,-13520000.0,0.0,0.0,0.0,0.0,0.0,0.0,-9033561.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,30000.0,513000.0,0.0,496000.0,0.0,747000.0,5508000.0,7252000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,922000.0,5661000.0,9812000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604000.0,313000.0,35842.0,9265523.0,-267003.0,0.0
,netCashUsedForInvestingActivites,-6440000.0,-42386000.0,10778000.0,-142504000.0,-75755000.0,-160173000.0,-138769000.0,-124646000.0,-104407000.0,-78179000.0,-12768000.0,-9230000.0,-5153000.0,-9365000.0,-677000.0,-31755904.0,-10045034.0,-8509182.0,-1922508.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-12164000.0,-74795000.0,-2543000.0,-11543000.0,-14335000.0,-2847000.0,-3306000.0,-110867000.0,-4146000.0,-3738000.0,-3055000.0,-9013000.0,-81662000.0,-5752000.0,-41943000.0,-30925898.0,-9430029.0,0.0,-14639488.0
,commonStockIssued,2241000.0,21244000.0,0.0,118412000.0,30014000.0,49649000.0,6458000.0,63887000.0,58679000.0,59683000.0,22970000.0,0.0,0.0,261000.0,9453000.0,17034829.0,1471696.0,0.0,154809.0
,commonStockRepurchased,-2077000.0,-776000.0,-1961000.0,-4339000.0,-3948000.0,-1357000.0,-24000.0,0.0,0.0,0.0,-249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-25714000.0,-46682000.0,-46099000.0,-41713000.0,-32640000.0,-28946000.0,-26089000.0,-20985000.0,-16328000.0,-12019000.0,-7407000.0,-4645000.0,-8672000.0,-9507000.0,-9831000.0,-9389405.0,-8972946.0,-8972948.0,-8435644.0
,otherFinancingActivites,-43000.0,-3090000.0,-156000.0,-1223000.0,65000.0,-1655000.0,-3172000.0,-2836000.0,-2167000.0,0.0,0.0,-2281000.0,0.0,-147000.0,-1680000.0,-256066.0,-1514137.0,-3372500.0,1402075.0
,netCashUsedProvidedByFinancingActivities,-26023000.0,-4099000.0,-41759000.0,105194000.0,38156000.0,122344000.0,103562000.0,100709000.0,94038000.0,57831000.0,13689000.0,-6382000.0,4719000.0,7247000.0,-8720000.0,23188782.0,567764.0,-5992266.0,-2775257.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
