Date,2018-12-31,2017-12-31
Revenue,135665000.0,59031000.0
Revenue Growth,1.29819925124087,
Cost of Revenue,87576000.0,38720000.0
Gross Profit,48089000.0,20311000.0
R&D Expenses,23247000.0,13008000.0
SG&A Expense,19448000.0,14073000.0
Operating Expenses,42695000.0,27081000.0
Operating Income,5394000.0,-6770000.0
Interest Expense,1828000.0,820000.0
Earnings before Tax,2031000.0,-8385000.0
Income Tax Expense,754000.0,134000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,1277000.0,-8519000.0
Preferred Dividends,10152000.0,6836000.0
Net Income Com,-8875000.0,-15355000.0
EPS,-2.57,-14.96
EPS Diluted,-2.57,-14.96
Weighted Average Shs Out,19509611.0,19510000.0
Weighted Average Shs Out (Dil),3447283.0,1026616.0
Dividend per Share,0.0,0.0
Gross Margin,0.3545,0.3441
EBITDA Margin,0.042,-0.106
EBIT Margin,0.0284,-0.1282
Profit Margin,-0.065,-0.26
Free Cash Flow margin,0.0097,-0.1708
EBITDA,5709000.0,-6249000.0
EBIT,3859000.0,-7565000.0
Consolidated Income,1277000.0,-8519000.0
Earnings Before Tax Margin,0.015,-0.142
Net Profit Margin,0.0094,-0.1443
