Date,2019-01-31,2018-01-31
Revenue,313642000.0,261195000.0
Revenue Growth,0.200796339899309,
Cost of Revenue,115901000.0,95777000.0
Gross Profit,197741000.0,165418000.0
R&D Expenses,86272000.0,86368000.0
SG&A Expense,191913000.0,150185000.0
Operating Expenses,278185000.0,236553000.0
Operating Income,-80444000.0,-71135000.0
Interest Expense,0.0,0.0
Earnings before Tax,-80455000.0,-68723000.0
Income Tax Expense,1779000.0,1638000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-82234000.0,-70361000.0
Preferred Dividends,0.0,0.0
Net Income Com,-82234000.0,-70361000.0
EPS,-3.07,-3.12
EPS Diluted,-3.07,-3.12
Weighted Average Shs Out,123224000.0,123224000.0
Weighted Average Shs Out (Dil),26770000.0,22571000.0
Dividend per Share,0.0,0.0
Gross Margin,0.6305,0.6333
EBITDA Margin,-0.212,-0.217
EBIT Margin,-0.2565,-0.2631
Profit Margin,-0.262,-0.269
Free Cash Flow margin,-0.0844,-0.0847
EBITDA,-66599000.0,-56728000.0
EBIT,-80455000.0,-68723000.0
Consolidated Income,-82234000.0,-70361000.0
Earnings Before Tax Margin,-0.2565,-0.2631
Net Profit Margin,-0.2622,-0.2694
