date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,27461398.0,5528566.0,3250298.0,5068663.0,3223096.0,609909.0,133415.0,134245.0,109289.0,1052.0
,costOfRevenue,21336791.0,10977520.0,10051735.0,9345122.0,6920111.0,4596158.0,2170548.0,2329900.0,1201694.0,17322.0
,grossProfit,6124607.0,-5448954.0,-6801437.0,-4276459.0,-3697015.0,-3986249.0,-2037133.0,-2195655.0,-1092405.0,-16270.0
,grossProfitRatio,0.223026045505768,-0.985599882501177,-2.09255797468417,-0.843705529446325,-1.14703843757679,-6.53580944042472,-15.2691451485965,-16.355581213453,-9.99556222492657,-15.4657794676806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,5220278.0,4697022.0,4468572.0,3364747.0,2713367.0,2857770.0,4497790.0,3086737.0,6562152.0,8853350.0
,GeneralAndAdministrativeExpenses,9973082.0,6970120.0,7074024.0,7189529.0,6560425.0,5686398.0,5201997.0,2513136.0,2063199.0,2728442.0
,SellingAndMarketingExpenses,6399502.0,5940843.0,5914706.0,6343971.0,5054230.0,3880386.0,2137004.0,148903.0,785319.0,672934.0
,otherExpenses,-2338649.0,-1831116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,21592862.0,17607985.0,17457302.0,16898247.0,14328022.0,12424554.0,11836791.0,5748776.0,9410670.0,12254726.0
,costAndExpenses,42929653.0,28585505.0,27509037.0,26243369.0,21248133.0,17020712.0,14007339.0,8078676.0,10612364.0,12272048.0
,interestExpense,2338649.0,2081100.0,310976.0,0.0,0.0,0.0,0.0,2070064.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1085234.0,773314.0,800905.0,575717.0,322029.0,261409.0,251203.0,266554.0,365568.0,369312.0
,EBITDA,-14383021.0,-22283625.0,-23457834.0,-20598989.0,-17703008.0,-16149394.0,-13622721.0,-7677877.0,-10137507.0,-11901684.0
,EBITDARatio,-0.52375414390775,-4.03063380268952,-7.21713332131392,-4.06398866920133,-5.49254753814345,-26.4783664448303,-102.107866431811,-57.1930202242169,-92.7587131367292,-11313.3878326996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-15468255.0,-23056939.0,-24258739.0,-21174706.0,-18025037.0,-16410803.0,-13873924.0,-7944431.0,-10503075.0,-12270996.0
,operatingIncomeRatio,-0.5632726709689,-4.17050985734818,-7.46354303513093,-4.17757227103084,-5.59246047899287,-26.9069697282709,-103.990735674399,-59.1785988304965,-96.1036792357877,-11664.4448669202
,totalOtherIncomeExpensesNet,-2338649.0,-1831116.0,0.0,51216.0,153648.0,103363.0,-200936.0,782112.0,431848.0,342117.0
,incomeBeforeTax,-17806904.0,-25138039.0,-24569715.0,-21606113.0,-18397269.0,-16947918.0,-15864540.0,-9232383.0,-12258726.0,-13628486.0
,incomeBeforeTaxRatio,-0.648433994511132,-4.5469365835553,-7.55921918544084,-4.26268485397431,-5.70794943743531,-27.7876174970364,-118.911216879661,-68.772639576893,-112.167976649068,-12954.8346007605
,incomeTaxExpense,0.0,0.0,1886.0,7624.0,2053.0,1608.0,1506.0,800.0,800.0,800.0
,netIncome,-17806904.0,-25138039.0,-24571601.0,-21613737.0,-18399322.0,-16949526.0,-15866046.0,-9233183.0,-12259526.0,-13629286.0
,netIncomeRatio,-0.648433994511132,-4.5469365835553,-7.55979943992828,-4.26418899816382,-5.70858640263895,-27.790253955918,-118.922504965708,-68.7785988304965,-112.175296690426,-12955.5950570342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.5,-12.2,-90.1,-237.00237,-576.00576,-918.010098,-3573.039303,-1837.815088,-4419.048609,-4872.823025
,EPSDiluted,-1.5,-12.2,-90.1,-237.00237,-576.00576,-918.010098,-3573.039303,-1837.815088,-4419.048609,-4872.823025
,weightedAverageShsOut,11845255.0,2066089.0,279824.0,90820.0,31927.0,18376.0,4441.0,5024.0,2774.0,2797.0
,weightedAverageShsOutDil,11845255.0,2066089.0,279824.0,90820.0,31927.0,18376.0,4441.0,5024.0,2774.0,2797.0
