Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,947000.0,1000000.0,809000.0,1000000.0,1297000.0,1000000.0,3006000.0,2000000.0,3576000.0,3000000.0,3595000.0,3066000.0
Stock-based compensation,3172000.0,3000000.0,4439000.0,4000000.0,5270000.0,5000000.0,6181000.0,6000000.0,4029000.0,4000000.0,4470000.0,0.0
Operating Cash Flow,2035000.0,2000000.0,-11551000.0,-12000000.0,-8236000.0,-8000000.0,-13647000.0,-14000000.0,-9732000.0,-10000000.0,-12415000.0,-14314000.0
Capital Expenditure,558000.0,-1000000.0,138000.0,-0000000.0,690000.0,-1000000.0,328000.0,-0000000.0,623000.0,-1000000.0,1470000.0,3061000.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,-1000000,0.0,9000000,0.0,7000000,0.0,-3000000,0.0,4000000,0.0,0.0
Investing Cash flow,-1442000.0,-1000000.0,9074000.0,9000000.0,5732000.0,6000000.0,-3552000.0,-4000000.0,3787000.0,4000000.0,11132000.0,7601000.0
Issuance (repayment) of debt,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Issuance (buybacks) of shares,-4180000.0,,-2341000.0,,-1457000.0,,5998000.0,,-9482000.0,,-14681000.0,-14545000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,2053000.0,2000000.0,1246000.0,1000000.0,3361000.0,3000000.0,9959000.0,10000000.0,1719000.0,2000000.0,746000.0,1419000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,6233000.0,3000000.0,3587000.0,-1000000.0,4818000.0,1000000.0,3961000.0,-7000000.0,11201000.0,-4000000.0,15427000.0,15964000.0
Free Cash Flow,1477000.0,1000000.0,-11689000.0,-12000000.0,-8926000.0,-9000000.0,-13975000.0,-14000000.0,-10355000.0,-10000000.0,-13885000.0,-17375000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
