date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,46314000.0,58208000.0,34725000.0,377000.0,16650000.0,-9218000.0,-10274000.0,20692000.0,5183000.0,-1231000.0,67000.0,28429000.0,-3209000.0,-3143000.0
,depreciationAndAmortization,152351000.0,126385000.0,100186000.0,67146000.0,54834000.0,45891000.0,41306000.0,31745000.0,32469000.0,29147000.0,20956000.0,14769000.0,10997000.0,7127000.0
,deferredIncomeTax,3446000.0,2276000.0,-2179000.0,13791000.0,8386000.0,-5219000.0,-7891000.0,-2503000.0,2624000.0,524000.0,-85000.0,-26308000.0,489000.0,0.0
,stockBasedCompensation,59274000.0,62563000.0,50641000.0,45835000.0,36852000.0,38122000.0,37050000.0,29697000.0,18178000.0,22618000.0,7340000.0,2805000.0,1476000.0,490000.0
,changeInWorkingCapital,-793000.0,-18335000.0,152849000.0,-71256000.0,40332000.0,5490000.0,-9614000.0,8093000.0,-7755000.0,-66166000.0,-525000.0,4817000.0,-2736000.0,-33000.0
,accountsReceivables,3359000.0,-14704000.0,-717000.0,-18702000.0,-12239000.0,-8701000.0,1929000.0,-13669000.0,-7681000.0,-11101000.0,-2068000.0,2407000.0,-7622000.0,-5168000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,9318000.0,1266000.0,268000.0,652000.0,-806000.0,1821000.0,1765000.0,-2763000.0,4224000.0,699000.0,645000.0,-579000.0,0.0
,otherWorkingCapital,844000.0,110186000.0,128521000.0,-24328000.0,46928000.0,6596000.0,1106000.0,10720000.0,2627000.0,10382000.0,76548000.0,-252000.0,6100000.0,4217000.0
,otherNonCashItems,14871000.0,14706000.0,12748000.0,7980000.0,-877000.0,-3268000.0,173000.0,1284000.0,-722000.0,-1641000.0,8000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,276503000.0,316973000.0,244807000.0,137327000.0,136216000.0,96012000.0,69972000.0,69209000.0,58412000.0,49226000.0,27690000.0,24758000.0,7962000.0,4441000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-63585000.0,-51500000.0,-50933000.0,-49752000.0,-75241000.0,-33384000.0,-37062000.0,-32952000.0,-18774000.0,-16147000.0,-12178000.0,-9509000.0,-10263000.0,-7122000.0
,acquisitionsNet,0.0,-666000000.0,-279000000.0,-650000000.0,-66000000.0,-45000000.0,-42000000.0,-28000000.0,-11000000.0,-90000000.0,-71000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-1750000.0,-1800000.0,-200000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-252176000.0,-719094000.0,-331296000.0,-709274000.0,-145141000.0,-78361000.0,-79269000.0,-62108000.0,-32776000.0,-109228000.0,-84119000.0,-24676000.0,-32320000.0,-16155000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-252075000.0,-312395000.0,-204343000.0,-66435000.0,-42893000.0,-32074000.0,-49134000.0,-10548000.0,-40377000.0,-58611000.0,-27796000.0,-32445000.0,-5012000.0,-7693000.0
,commonStockIssued,334126000.0,0.0,441901000.0,27014000.0,28490000.0,12115000.0,9914000.0,10608000.0,12065000.0,12674000.0,158349000.0,547000.0,1042000.0,1144000.0
,commonStockRepurchased,0.0,-8491000.0,-28082000.0,0.0,-21244000.0,-41544000.0,-22215000.0,-4860000.0,-3185000.0,-2180000.0,-20000.0,-489000.0,-449000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666000.0,-2516000.0,0.0,0.0
,otherFinancingActivites,-65505000.0,-34069000.0,-29524000.0,-19225000.0,-78000.0,-3336000.0,-5359000.0,-1549000.0,-11557000.0,41423000.0,161000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,357277000.0,460011000.0,304085000.0,536349000.0,82943000.0,-13339000.0,1778000.0,-6349000.0,-43054000.0,-6694000.0,170028000.0,97000.0,25875000.0,11952000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,175000.0,-171000.0,-183000.0,55000.0,-43000.0,-337000.0,-47000.0,-54000.0,-51000.0,-41000.0,-16000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,381779000.0,57719000.0,217413000.0,-35543000.0,73975000.0,3975000.0,-7566000.0,698000.0,-17469000.0,-66737000.0,113583000.0,179000.0,1517000.0,238000.0
,cashAtEndOfPeriod,822256000.0,440477000.0,382758000.0,69343000.0,104886000.0,30911000.0,26936000.0,34502000.0,33804000.0,51273000.0,118010000.0,4427000.0,4248000.0,2731000.0
