date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-96541000.0,-128790000.0,-112356000.0,-89069000.0,-111636000.0,-70860000.0,-17835000.0,-27446000.0,-12016000.0,-3880000.0,-9303000.0,-21800000.0,34822000.0,-32531000.0,-29628000.0,-23805000.0,-17952000.0
,depreciationAndAmortization,578000.0,-1292000.0,-1067000.0,1268000.0,2303000.0,714000.0,196000.0,90000.0,229000.0,357000.0,500000.0,550000.0,1119000.0,516000.0,693000.0,521000.0,88000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10248000.0,14295000.0,25493000.0,16902000.0,10792000.0,5062000.0,706000.0,3335000.0,2929000.0,4405000.0,1879000.0,1367000.0,2780000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-78990000.0,-18380000.0,93837000.0,32009000.0,-10227000.0,24327000.0,25889000.0,-20604000.0,29805000.0,2723000.0,-14518000.0,-9035000.0,-5285000.0,29175000.0,12391000.0,2138000.0,750000.0
,accountsReceivables,-7459000.0,-11228000.0,4440000.0,-4833000.0,4960000.0,-2705000.0,-4764000.0,0.0,0.0,0.0,0.0,0.0,11522000.0,0.0,0.0,0.0,0.0
,inventory,-11760000.0,-10856000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1618000.0,0.0,0.0,0.0,0.0,0.0,0.0,-588000.0,14000.0,389000.0,-130000.0,154000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,140164000.0,219154000.0,237534000.0,143697000.0,111688000.0,121915000.0,97588000.0,71699000.0,92303000.0,62498000.0,59775000.0,74293000.0,83328000.0,88613000.0,59438000.0,47047000.0,44909000.0
,otherNonCashItems,1518000.0,3241000.0,2721000.0,-178000.0,-104000.0,-2995000.0,767000.0,0.0,0.0,-3880000.0,0.0,-200000.0,-1182000.0,4286000.0,1180000.0,140000.0,22000.0
,netCashProvidedByOperatingActivites,-103424000.0,-134045000.0,-81179000.0,-78574000.0,-94098000.0,-54682000.0,-18533000.0,-14817000.0,-15205000.0,-5707000.0,-19548000.0,830000.0,-10925000.0,17747000.0,-25910000.0,-21479000.0,-17092000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-376000.0,-239000.0,-60000.0,-1117000.0,-690000.0,-856000.0,0.0,0.0,-43000.0,-59000.0,-65000.0,-318000.0,-24000.0,-1099000.0,-19000.0,-154000.0,-140000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-29625000.0,-102207000.0,-292864000.0,-180289000.0,-135799000.0,0.0,0.0,-69811000.0,-41037000.0,-52175000.0,-106618000.0,-128324000.0,-135568000.0,-128369000.0,-97156000.0,-16321000.0,-51073000.0
,salesMaturitiesOfInvestments,122500000.0,237000000.0,165050000.0,138749000.0,60106000.0,0.0,0.0,54730000.0,46250000.0,53500000.0,122751000.0,95307000.0,136627000.0,108822000.0,61545000.0,40378000.0,52252000.0
,otherInvestingActivites,0.0,0.0,0.0,655000.0,1626000.0,253000.0,-21000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,92499000.0,134554000.0,-127874000.0,-42002000.0,-74757000.0,-603000.0,13667000.0,-15061000.0,5170000.0,1266000.0,16068000.0,14652000.0,1035000.0,-20646000.0,-35630000.0,23903000.0,1039000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-70000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3353000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,21891000.0,26559000.0,51517000.0,82795000.0,70930000.0,71279000.0,89761000.0,445000.0,38744000.0,1380000.0,169000.0,470000.0,112000.0,13190000.0,39930000.0,25421000.0,110000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,-831000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,11340000.0,57622000.0,220727000.0,103030000.0,90515000.0,90731000.0,99510000.0,445000.0,38744000.0,1380000.0,169000.0,-2883000.0,112000.0,13190000.0,39930000.0,25421000.0,110000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
