date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,285907000.0,279317000.0,172149000.0,132780000.0,156256000.0
,costOfRevenue,235388000.0,232133000.0,160053000.0,126957000.0,159481000.0
,grossProfit,50519000.0,47184000.0,12096000.0,5823000.0,-3225000.0
,grossProfitRatio,0.176697317659239,0.168926345335228,0.0702647125455274,0.0438544961590601,-0.0206392074544338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,24954000.0,18495000.0,16663000.0,14143000.0,17178000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,24954000.0,18495000.0,16663000.0,14143000.0,17178000.0
,costAndExpenses,260342000.0,250628000.0,176716000.0,141100000.0,176659000.0
,interestExpense,933000.0,472000.0,583000.0,490000.0,523000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,14551000.0,12713000.0,9317000.0,6555000.0,9969000.0
,EBITDA,41118000.0,45825000.0,26960000.0,-4218000.0,-3527000.0
,EBITDARatio,0.143815996110623,0.164060905709284,0.156608519364039,-0.0317668323542702,-0.0225719332377637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,25565000.0,28689000.0,-4567000.0,-8320000.0,-20403000.0
,operatingIncomeRatio,0.0894171881066221,0.102711256386113,-0.0265293437661561,-0.0626600391625245,-0.130574185951259
,totalOtherIncomeExpensesNet,-69000.0,-3951000.0,-21627000.0,1172000.0,-6384000.0
,incomeBeforeTax,25634000.0,32640000.0,17060000.0,-9492000.0,-14019000.0
,incomeBeforeTaxRatio,0.0896585253246685,0.116856474901277,0.0991001980842177,-0.0714866696791685,-0.0897181548228548
,incomeTaxExpense,6584000.0,4738000.0,-3252000.0,-1100000.0,-4756000.0
,netIncome,19050000.0,27902000.0,20312000.0,-10163000.0,-9263000.0
,netIncomeRatio,0.0666300580258616,0.0998936692002277,0.117990810286438,-0.0765401415875885,-0.0592809236125333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.95,2.86,2.08842278428953,-1.06,-0.97
,EPSDiluted,1.93,2.85,2.08692078495839,-1.06,-0.97
,weightedAverageShsOut,9788000.0,9741000.0,9726000.0,9613000.0,9588000.0
,weightedAverageShsOutDil,9802000.0,9779000.0,9733000.0,9613000.0,9588000.0
