date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,240569000.0,231694000.0,232468000.0,226905000.0,226866000.0,232817000.0,314863000.0,348924000.0,367829000.0,349314000.0,341524000.0,346508000.0,389597000.0,385785000.0,349817000.0,326809000.0,302707000.0,323548000.0,343502000.0,331679000.0,312993000.0,193619000.0
,costOfRevenue,112443000.0,105615000.0,107509000.0,104604000.0,102137000.0,112123000.0,180970000.0,163282000.0,148400000.0,135732000.0,130862000.0,136129000.0,270072000.0,253761000.0,234458000.0,217001000.0,211348000.0,278590000.0,216408000.0,206340000.0,202509000.0,137026000.0
,grossProfit,128126000.0,126079000.0,124959000.0,122301000.0,124729000.0,120694000.0,133893000.0,185642000.0,219429000.0,213582000.0,210662000.0,210379000.0,119525000.0,132024000.0,115359000.0,109808000.0,91359000.0,44958000.0,127094000.0,125339000.0,110484000.0,56593000.0
,grossProfitRatio,0.53259563784195,0.544161696030109,0.537532047421581,0.538996496331064,0.549791506880714,0.518407160989103,0.425242089416667,0.532041361442606,0.596551658515234,0.611432693794122,0.616829271149319,0.60714038348321,0.306791376730314,0.342221703798748,0.32976956522982,0.33600053854086,0.301806697565633,0.138953107421465,0.36999493452731,0.377892480380127,0.352991919947091,0.292290529338546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,65773000.0,66718000.0,66647000.0,67227000.0,70209000.0,88389000.0,101398000.0,111034000.0,107316000.0,91962000.0,88564000.0,91649000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,439000.0,175000.0,23000.0,0.0,0.0,0.0,0.0,-13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,106440000.0,103994000.0,100555000.0,103544000.0,104899000.0,122256000.0,133981000.0,153225000.0,158803000.0,150521000.0,163488000.0,177334000.0,104393000.0,71585000.0,64364000.0,82667000.0,81241000.0,-30437000.0,149858000.0,79811000.0,77553000.0,40306000.0
,costAndExpenses,218883000.0,209609000.0,208064000.0,208148000.0,207036000.0,234379000.0,314951000.0,316507000.0,307203000.0,286253000.0,294350000.0,313463000.0,374465000.0,325346000.0,298822000.0,299668000.0,292589000.0,248153000.0,366266000.0,286151000.0,280062000.0,177332000.0
,interestExpense,11000000.0,12059000.0,13429000.0,14860000.0,15447000.0,19841000.0,34410000.0,39790000.0,39570000.0,38271000.0,34754000.0,38411000.0,32921000.0,28386000.0,31103000.0,35894000.0,51288000.0,71470000.0,51704000.0,60283000.0,64710000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,40667000.0,37276000.0,33908000.0,36317000.0,34690000.0,33867000.0,32583000.0,42191000.0,51487000.0,58559000.0,72078000.0,81358000.0,74002000.0,71337000.0,63259000.0,82819000.0,78387000.0,82185000.0,82940000.0,79811000.0,72265000.0,40306000.0
,EBITDA,62353000.0,59361000.0,58312000.0,55074000.0,54520000.0,32305000.0,32495000.0,74608000.0,112113000.0,121620000.0,119252000.0,114403000.0,89134000.0,131776000.0,114254000.0,109960000.0,88505000.0,157580000.0,60176000.0,125339000.0,105196000.0,56593000.0
,EBITDARatio,0.259189671154638,0.256204303952627,0.25083882512862,0.242718318238911,0.240318073223841,0.13875704952817,0.103203615540727,0.213823067487476,0.304796522297046,0.348168123808379,0.349176046192947,0.330159765431101,0.228785129248942,0.341578858690722,0.326610770774434,0.336465642011083,0.292378438556096,0.48703747202888,0.175183841724357,0.377892480380127,0.336096973414741,0.292290529338546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,21686000.0,22085000.0,24404000.0,18757000.0,19830000.0,-1562000.0,-88000.0,32417000.0,60626000.0,63061000.0,47174000.0,33045000.0,15132000.0,60439000.0,50995000.0,27141000.0,10118000.0,75395000.0,-22764000.0,45528000.0,32931000.0,16287000.0
