date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,2814956000.0,3060321000.0,2971929000.0,2805691000.0,2755654000.0,2580935000.0,2175641000.0,1591858000.0,1352577000.0,1187741000.0,1078300000.0,973644000.0
,costOfRevenue,1401591000.0,1506985000.0,1445949000.0,1341076000.0,1279984000.0,1137133000.0,983575000.0,662233000.0,507436000.0,425961000.0,366093000.0,310365000.0
,grossProfit,1413365000.0,1553336000.0,1525980000.0,1464615000.0,1475670000.0,1443802000.0,1192066000.0,929625000.0,845141000.0,761780000.0,712207000.0,663279000.0
,grossProfitRatio,0.502091329313851,0.507572898398567,0.513464487206794,0.522015788623908,0.535506271832385,0.55941044621426,0.547914844406775,0.583987390835112,0.624837624771085,0.641368783261671,0.660490587035148,0.681233592565661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,708820000.0,679444000.0,657457000.0,613342000.0,636028000.0,636580000.0,560950000.0,425735000.0,396926000.0,335656000.0,328134000.0,313904000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,71221000.0,-6000000.0,29177000.0,40320000.0,-33524000.0,-691000.0,-20496000.0,6969000.0,-652000.0,0.0,0.0,0.0
,operatingExpenses,813426000.0,780542000.0,748738000.0,707980000.0,720806000.0,719611000.0,629998000.0,480402000.0,482306000.0,435504000.0,434589000.0,420408000.0
,costAndExpenses,2215017000.0,2287527000.0,2194687000.0,2049056000.0,2000790000.0,1856744000.0,1613573000.0,1142635000.0,989742000.0,861465000.0,800682000.0,730773000.0
,interestExpense,138610000.0,157798000.0,154993000.0,134001000.0,123632000.0,128135000.0,130262000.0,115860000.0,127778000.0,95870000.0,75800000.0,76541000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,104606000.0,101098000.0,91281000.0,94638000.0,84778000.0,83031000.0,69048000.0,54667000.0,85380000.0,99848000.0,106455000.0,106504000.0
,EBITDA,704545000.0,873892000.0,868523000.0,851273000.0,839642000.0,807222000.0,631116000.0,503890000.0,448215000.0,426124000.0,384073000.0,349375000.0
,EBITDARatio,0.250286327743666,0.285555665565802,0.292242176714181,0.303409391839657,0.30469790474421,0.312763397760889,0.290082784797676,0.316542053374108,0.331378546286089,0.35876845204468,0.356183807845683,0.358832386375308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,599939000.0,772794000.0,777242000.0,756635000.0,754864000.0,724191000.0,562068000.0,449223000.0,362835000.0,326276000.0,277618000.0,242871000.0
,operatingIncomeRatio,0.213125533756123,0.252520568920711,0.261527782124001,0.269678663830051,0.273932794175176,0.280592498455017,0.258345931153164,0.282200422399485,0.268254598444303,0.274702986593879,0.257458963182788,0.249445382501202
,totalOtherIncomeExpensesNet,-88982000.0,-153517000.0,-21156000.0,3040000.0,-181471000.0,-15689000.0,-36211000.0,134819000.0,-13285000.0,-20870000.0,2056000.0,-8212000.0
,incomeBeforeTax,402379000.0,486186000.0,620273000.0,640378000.0,454825000.0,582794000.0,397028000.0,469001000.0,222274000.0,210610000.0,206262000.0,158954000.0
,incomeBeforeTaxRatio,0.142943264477313,0.158867648197689,0.208710571484043,0.228242525638069,0.165051563077222,0.225807314016045,0.182487827725254,0.294624897446883,0.164333712609338,0.177319802886319,0.191284429194102,0.163256796118499
,incomeTaxExpense,145391000.0,78470000.0,156306000.0,150741000.0,164862000.0,201090000.0,129155000.0,178841000.0,86058000.0,84248000.0,88073000.0,70407000.0
,netIncome,239979000.0,380486000.0,446187000.0,471316000.0,270510000.0,366788000.0,260797000.0,290738000.0,136530000.0,126454000.0,80099000.0,53756000.0
,netIncomeRatio,0.0852514213366035,0.124328787731744,0.150133801985175,0.167985711897711,0.0981654445732302,0.14211438877771,0.119871339067429,0.182640662672173,0.100940648850306,0.106465971958533,0.0742826671612724,0.0552111449359314
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.26970910061382,6.77,7.68,7.26,3.77,5.06,3.62,4.06,1.94,1.83,1.158153,0.777259
,EPSDiluted,4.26970910061382,6.67,7.57,7.18,3.74,5.01,3.58,4.0,1.89,1.79,1.158153,0.777259
