date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,revenue,70615000000.0,76033000000.0,68679000000.0,56791000000.0,63578000000.0,79282000000.0,84213000000.0,93973000000.0,78025000000.0,65110000000.0,124936000000.0,105216000000.0
,costOfRevenue,68887000000.0,67025000000.0,60876000000.0,50428000000.0,65196000000.0,73288000000.0,84117000000.0,85519000000.0,71084000000.0,62913000000.0,106110000000.0,84953000000.0
,grossProfit,1728000000.0,9008000000.0,7803000000.0,6363000000.0,-1618000000.0,5994000000.0,96000000.0,8454000000.0,6941000000.0,2197000000.0,18826000000.0,20263000000.0
,grossProfitRatio,0.0244707215180911,0.118474872752621,0.113615515659809,0.112042401084679,-0.0254490547044575,0.0756035417875432,0.00113996651348367,0.0899620103646792,0.0889586670938802,0.0337428966364614,0.150685150797208,0.192584777980535
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,2355000000.0,2469000000.0,2369000000.0,2202000000.0,2543000000.0,2960000000.0,3322000000.0,3556000000.0,3336000000.0,3875000000.0,6590000000.0,5433000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,2355000000.0,2469000000.0,2369000000.0,2202000000.0,2543000000.0,2960000000.0,3322000000.0,3556000000.0,3336000000.0,3875000000.0,6590000000.0,5433000000.0
,costAndExpenses,71242000000.0,69494000000.0,63245000000.0,52630000000.0,67739000000.0,76248000000.0,87439000000.0,89075000000.0,74420000000.0,66788000000.0,112700000000.0,90386000000.0
,interestExpense,695000000.0,687000000.0,879000000.0,1172000000.0,1383000000.0,1565000000.0,2031000000.0,2838000000.0,1578000000.0,1696000000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3067000000.0,2799000000.0,2768000000.0,2721000000.0,3192000000.0,3939000000.0,0.0,4669000000.0,4395000000.0,4893000000.0,6100000000.0,4570000000.0
,EBITDA,2440000000.0,9338000000.0,8202000000.0,6882000000.0,-969000000.0,6973000000.0,1293000000.0,9567000000.0,8000000000.0,3215000000.0,18336000000.0,19400000000.0
,EBITDARatio,0.0345535651065638,0.122815093446267,0.119425151793125,0.121181173073198,-0.0152411211425336,0.0879518680154386,0.0153539239784831,0.101805837847041,0.102531239987184,0.0493779757333743,0.146763142729077,0.184382603406326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-627000000.0,6539000000.0,5434000000.0,4161000000.0,-4161000000.0,3034000000.0,-3226000000.0,4898000000.0,3605000000.0,-1678000000.0,12236000000.0,14830000000.0
,operatingIncomeRatio,-0.0088791333286129,0.0860021306537951,0.0791217111489684,0.0732686517229843,-0.0654471672591148,0.0382684594233243,-0.038307624713524,0.0521213540059379,0.0462031400192246,-0.0257717708493319,0.0979381443298969,0.140948144768856
,totalOtherIncomeExpensesNet,31000000.0,-155000000.0,1572000000.0,748000000.0,-1297000000.0,-673000000.0,-153000000.0,620000000.0,-304000000.0,-1253000000.0,1320000000.0,1320000000.0
,incomeBeforeTax,-1932000000.0,4981000000.0,5007000000.0,2720000000.0,-7521000000.0,-520000000.0,-5769000000.0,2680000000.0,1856000000.0,-4437000000.0,11537000000.0,14888000000.0
,incomeBeforeTaxRatio,-0.0273596261417546,0.065511028106217,0.0729043812519111,0.047894912926344,-0.118295636855516,-0.00655886582074115,-0.0685048626696591,0.0285188298766667,0.0237872476770266,-0.0681462140992167,0.0923432797592367,0.141499391727494
,incomeTaxExpense,459000000.0,-349000000.0,432000000.0,986000000.0,902000000.0,454000000.0,-1925000000.0,882000000.0,-1479000000.0,-4512000000.0,1098000000.0,3038000000.0
,netIncome,-2454000000.0,5149000000.0,4568000000.0,1779000000.0,-7946000000.0,-1086000000.0,-3726000000.0,2263000000.0,2916000000.0,118000000.0,9399000000.0,10368000000.0
