date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-43830000.0,-54568000.0,-48280000.0,-29420000.0,-20903000.0,-22799000.0,-15832000.0
,depreciationAndAmortization,6900000.0,3445000.0,2269000.0,1597000.0,568000.0,492000.0,242000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,41515000.0,26241000.0,16329000.0,10123000.0,1871000.0,1410000.0,828000.0
,changeInWorkingCapital,191434000.0,44480000.0,-22417000.0,-6730000.0,81339000.0,13382000.0,-1674000.0
,accountsReceivables,-37957000.0,-28725000.0,-22885000.0,-12950000.0,-8515000.0,-626000.0,-2565000.0
,inventory,-1389000.0,-1974000.0,-380000.0,-293000.0,-245000.0,-327000.0,-71000.0
,accountsPayables,-3881000.0,5604000.0,-192000.0,634000.0,305000.0,132000.0,703000.0
,otherWorkingCapital,312160000.0,120726000.0,76246000.0,98663000.0,105393000.0,24054000.0,10672000.0
,otherNonCashItems,6030000.0,8990000.0,-2931000.0,1810000.0,3855000.0,227000.0,402000.0
,netCashProvidedByOperatingActivites,-13759000.0,-21863000.0,-29068000.0,-14911000.0,-16651000.0,-18005000.0,-15626000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-13551000.0,-20457000.0,-5180000.0,-3562000.0,-2763000.0,-1787000.0,-539000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-277510000.0,-165915000.0,-93158000.0,-129829000.0,-65403000.0,0.0,0.0
,salesMaturitiesOfInvestments,158670000.0,97098000.0,132455000.0,98707000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,91000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-132391000.0,-89274000.0,34117000.0,-34593000.0,-68166000.0,-1787000.0,-539000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1944000.0,0.0,-31500000.0,0.0,0.0,-4905000.0,-4500000.0
,commonStockIssued,206025000.0,116864000.0,0.0,0.0,114436000.0,309000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-10009000.0,-5288000.0,-6516000.0,142000.0,-3522000.0,-174000.0,0.0
,netCashUsedProvidedByFinancingActivities,214316000.0,111576000.0,6303000.0,6532000.0,111252000.0,36382000.0,17684000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,68166000.0,439000.0,11352000.0,-42972000.0,26435000.0,16590000.0,1519000.0
,cashAtEndOfPeriod,88628000.0,20462000.0,20023000.0,8671000.0,51643000.0,25208000.0,8618000.0
,cashAtBeginningOfPeriod,20462000.0,20023000.0,8671000.0,51643000.0,25208000.0,8618000.0,7099000.0
,operatingCashFlow,-13759000.0,-21863000.0,-29068000.0,-14911000.0,-16651000.0,-18005000.0,-15626000.0
,capitalExpenditure,-13551000.0,-20457000.0,-5180000.0,-3562000.0,-2763000.0,-1787000.0,-539000.0
,freeCashFlow,-27310000.0,-42320000.0,-34248000.0,-18473000.0,-19414000.0,-19792000.0,-16165000.0
