date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY
,revenue,1787009000.0,2055647000.0,1777721000.0,1524813000.0,1376258000.0,1188648000.0,1132311000.0,1008757000.0,897347000.0,764891000.0,617020000.0,538296000.0,582347000.0,507924000.0,392190000.0,269647000.0,215744000.0,176453000.0,172112000.0,171259000.0,202909000.0,141300000.0,95400000.0,63700000.0,34600000.0,40400000.0
,costOfRevenue,1104882000.0,1241807000.0,1087006000.0,950088000.0,860766000.0,754469000.0,733999000.0,637576000.0,569911000.0,490450000.0,394673000.0,357285000.0,371852000.0,330466000.0,249677000.0,168651000.0,139932000.0,118349000.0,110610000.0,100113000.0,117323000.0,77600000.0,56400000.0,41400000.0,20300000.0,25300000.0
,grossProfit,682127000.0,813840000.0,690715000.0,574725000.0,515492000.0,434179000.0,398312000.0,371181000.0,327436000.0,274441000.0,222347000.0,181011000.0,210495000.0,177458000.0,142513000.0,100996000.0,75812000.0,58104000.0,61502000.0,71146000.0,85586000.0,63700000.0,39000000.0,22300000.0,14300000.0,15100000.0
,grossProfitRatio,0.381714361819107,0.395904549759759,0.388539596483363,0.376915070897218,0.374560583844018,0.365271299829723,0.351769081109342,0.367958784920452,0.36489340244075,0.358797528013795,0.360356228323231,0.336266663694324,0.361459748225714,0.349379040958884,0.363377444605931,0.374548947327432,0.351397953129635,0.329288819118972,0.357337082829785,0.415429262111772,0.421794991843634,0.450813871196037,0.408805031446541,0.350078492935636,0.413294797687861,0.373762376237624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,305479000.0,356743000.0,314470000.0,268067000.0,250147000.0,204523000.0,194924000.0,187591000.0,164142000.0,136010000.0,113174000.0,92756000.0,104707000.0,91444000.0,75646000.0,56347000.0,43193000.0,34899000.0,39102000.0,39578000.0,36576000.0,24700000.0,17100000.0,11500000.0,7700000.0,8000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1366000.0,2439000.0,-58000.0,1092000.0,-23000.0,-66000.0,625000.0,888000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,305479000.0,356743000.0,314470000.0,268067000.0,250147000.0,204523000.0,194924000.0,187591000.0,164142000.0,136010000.0,113174000.0,92756000.0,104707000.0,91444000.0,75646000.0,56347000.0,43193000.0,34899000.0,39102000.0,40155000.0,46351000.0,30800000.0,19900000.0,13100000.0,9800000.0,10600000.0
,costAndExpenses,1410361000.0,1598550000.0,1401476000.0,1218155000.0,1110913000.0,958992000.0,928923000.0,825167000.0,734053000.0,626460000.0,507847000.0,450041000.0,476559000.0,421910000.0,325323000.0,224998000.0,183125000.0,153248000.0,149712000.0,140268000.0,163674000.0,108400000.0,76300000.0,54500000.0,30100000.0,35900000.0
,interestExpense,13159000.0,21695000.0,19901000.0,9790000.0,8272000.0,4626000.0,5441000.0,3717000.0,2432000.0,142000.0,508000.0,615000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
