Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2012-12-31,2011-12-31
Revenue,528060000.0,489163000.0,461375000.0,421682000.0,424502000.0,311410000.0,252111000.0
Revenue Growth,0.079517461459677,0.0602286643186128,0.0941301739225293,-0.00664307824226977,0.36316110593751,0.235209887708192,
Cost of Revenue,380381000.0,373613000.0,349907000.0,324327000.0,330173000.0,289936000.0,279638000.0
Gross Profit,147679000.0,115550000.0,111468000.0,97355000.0,94329000.0,21474000.0,-27527000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,40365000.0,37753000.0,37918000.0,34891000.0,33568000.0,34231000.0,33589000.0
Operating Expenses,40365000.0,25965000.0,24328000.0,53350000.0,363741000.0,34231000.0,33589000.0
Operating Income,107314000.0,89585000.0,87140000.0,44005000.0,60761000.0,-12757000.0,-61116000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,212000.0,273000.0
Earnings before Tax,94845000.0,76414000.0,66851000.0,26072000.0,25935000.0,-13194000.0,-60858000.0
Income Tax Expense,20601000.0,16566000.0,22827000.0,9336000.0,10044000.0,-352000.0,-316000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,74244000.0,59848000.0,44024000.0,16736000.0,15891000.0,-12842000.0,-60542000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,74244000.0,59848000.0,44024000.0,16736000.0,15891000.0,-12842000.0,-60542000.0
EPS,2.02,1.55,1.08,0.39,0.37,,
EPS Diluted,2.01,1.54,1.08,0.39,0.37,,
Weighted Average Shs Out,36801231.0,38636152.0,40605464.0,43172528.0,42940849.0,44069000.0,
Weighted Average Shs Out (Dil),36978071.0,38774963.0,40662304.0,43218324.0,42952022.0,44069000.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.279663295838,0.236219828564,0.241599566513,0.230873027542,0.222210967204,0.069,-0.1092
EBITDA Margin,0.286420103776,0.280524078886,0.294192359794,0.23152043483,0.292785428573,0.075,-0.129
EBIT Margin,0.203223118585,0.183139362544,0.188870224871,0.104355889035,0.143134779106,-0.0417,-0.2403
Profit Margin,0.140597659357,0.122347765469,0.0954191276077,0.0396886753525,0.0374344526056,-0.041,-0.24
Free Cash Flow margin,0.193086012953,0.16396988325,0.226570577079,0.174932769243,0.170300728854,0.0359,-0.1655
EBITDA,151247000.0,137222000.0,135733000.0,97628000.0,124288000.0,23349000.0,-32531000.0
EBIT,107314000.0,89585000.0,87140000.0,44005000.0,60761000.0,-12982000.0,-60585000.0
Consolidated Income,74244000.0,59848000.0,44024000.0,16736000.0,15891000.0,-12842000.0,-60542000.0
Earnings Before Tax Margin,0.17961027156,0.156213777412,0.144895150366,0.0618285817275,0.0610951185153,-0.0424,-0.2414
Net Profit Margin,0.140597659357,0.122347765469,0.0954191276077,0.0396886753525,0.0374344526056,-0.0412,-0.2401
