Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,511000.0,9891000.0,9802000.0,19759000.0,31854000.0,49759564.0,1069906.0,2617256.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,511000.0,9891000.0,9802000.0,19759000.0,31854000.0,49759564.0,1069906.0,2617256.0
Receivables,777000.0,10958000.0,11748000.0,6621000.0,5028000.0,1567039.0,850545.0,688980.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,24912000.0,23206000.0,23424000.0,28198000.0,31755000.0,51891219.0,2159729.0,3375505.0
Property, Plant & Equipment Net,497000.0,5550000.0,4738000.0,6069000.0,4310000.0,1264624.0,964923.0,1140636.0
Goodwill and Intangible Assets,9312000.0,22470000.0,13532000.0,13756000.0,3690000.0,401709.0,324764.0,204687.0
Long-term investments,92000.0,246000.0,268000.0,341000.0,1048000.0,1298157.0,1907502.0,497798.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,10494000.0,29015000.0,19010000.0,20686000.0,15350000.0,3266054.0,6792042.0,3655958.0
Total assets,35406000.0,52221000.0,42434000.0,48884000.0,47105000.0,55157273.0,8951771.0,7031463.0
Payables,3100000.0,8715000.0,8148000.0,7579000.0,3763000.0,2517029.0,4743059.0,4473432.0
Short-term debt,2501000.0,10409000.0,2109000.0,1455000.0,59000.0,6073698.0,6724925.0,136209.0
Total current liabilities,28179000.0,19640000.0,11046000.0,9865000.0,4366000.0,8619498.0,11771696.0,4453330.0
Long-term debt,23000.0,624000.0,3028000.0,4918000.0,6860000.0,309777.0,8448173.0,10374179.0
Total debt,2524000.0,11033000.0,5137000.0,6373000.0,6919000.0,6383475.0,15173098.0,10510388.0
Deferred revenue,1215000.0,945000.0,1217000.0,1583000.0,1469000.0,199560.0,468010.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,425000.0,5816000.0,5764000.0,6002000.0,8185000.0,1074566.0,21161471.0,21643490.0
Total liabilities,28604000.0,25456000.0,16810000.0,15867000.0,12551000.0,9694064.0,32933167.0,26096820.0
Other comprehensive income,60000.0,69000.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-157716000.0,-134834000.0,-113954000.0,-98151000.0,-77967000.0,-61324580.0,-48934585.0,-42268958.0
Total shareholders equity,6802000.0,26765000.0,25624000.0,33017000.0,34554000.0,45463209.0,-23981396.0,-19065357.0
Investments,92000.0,246000.0,268000.0,341000.0,1048000.0,1298157.0,1907502.0,497798.0
Net Debt,2013000.0,1142000.0,-4665000.0,-13386000.0,-24935000.0,-43376089.0,14103192.0,7893132.0
Other Assets,23624000.0,2357000.0,1874000.0,1818000.0,-5127000.0,564616.0,239278.0,69269.0
Other Liabilities,22578000.0,516000.0,789000.0,831000.0,544000.0,28771.0,303712.0,-156311.0
