date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3147937000.0,449954000.0,227416000.0,906917000.0,760434000.0,864852000.0,475971000.0,617260000.0,662302000.0,647883000.0,106169000.0,395043000.0,635688000.0,560140000.0,539604000.0,592917000.0,460703000.0,232903000.0,263738000.0,233991000.0,202500000.0,152900000.0,61000000.0,61400000.0,53000000.0
,depreciationAndAmortization,438933000.0,472785000.0,529826000.0,595270000.0,566207000.0,583408000.0,561998000.0,557888000.0,580990000.0,556312000.0,559053000.0,577338000.0,462635000.0,413162000.0,346775000.0,253822000.0,219911000.0,205826000.0,123862000.0,99846000.0,83600000.0,59200000.0,47400000.0,14700000.0,11800000.0
,deferredIncomeTax,0.0,0.0,34800000.0,0.0,-90030000.0,0.0,0.0,0.0,0.0,0.0,0.0,-222174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0
,stockBasedCompensation,53908000.0,0.0,32829000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-25166000.0,-8830000.0,-101853000.0,-73043000.0,-262102000.0,-96142000.0,-61288000.0,-311380000.0,-281183000.0,-166371000.0,-145867000.0,-39894000.0,-145626000.0,68759000.0,-38374000.0,18077000.0,-31737000.0,-38239000.0,24597000.0,-40787000.0,-51000000.0,-17600000.0,-7100000.0,700000.0,100000.0
,accountsReceivables,0.0,0.0,1183000.0,0.0,8366000.0,0.0,0.0,0.0,8869000.0,2019000.0,15383000.0,-1646000.0,0.0,24373000.0,-45023000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,3760000.0,0.0,-25231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-12676000.0,-151700000.0,-94504000.0,-89950000.0,-225487000.0,-123702000.0,-101249000.0,-299155000.0,-253574000.0,-177356000.0,-67125000.0,-33041000.0,0.0,-15962000.0,-48159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,3614000.0,13333000.0,55504000.0,-88695000.0,-103542000.0,128982000.0,-23940000.0,-8163000.0,-187772000.0,-22509000.0,67686000.0,-23446000.0,-84116000.0,-45863000.0,25719000.0,82740000.0,127681000.0,128475000.0,-24512000.0,-44254000.0,-57800000.0,-3600000.0,10500000.0,-6100000.0,-1700000.0
,netCashProvidedByOperatingActivites,662539000.0,802641000.0,860142000.0,1000667000.0,672150000.0,1135310000.0,1040789000.0,825049000.0,702499000.0,771086000.0,633579000.0,817812000.0,697325000.0,824668000.0,762678000.0,664693000.0,528951000.0,499825000.0,387685000.0,249921000.0,176900000.0,189400000.0,110800000.0,70700000.0,62900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-355852000.0,0.0,-475819000.0,0.0,0.0,0.0,-349604000.0,-474982000.0,-681874000.0,-832891000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,1860000000.0,-140000000.0,-21000000.0,92000000.0,228000000.0,177000000.0,1075000000.0,-175000000.0,49000000.0,-46000000.0,368000000.0,348000000.0,-2552000000.0,-1389000000.0,-782000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,-4379000.0,0.0,0.0,-186079000.0,-191330000.0,-43850000.0,-504096000.0,-145089000.0,-164886000.0,-424106000.0,-153914000.0,-242617000.0,-59714000.0,-17356000.0,0.0,-14325000.0,-26531000.0,-21600000.0,-73500000.0,-8400000.0,-17000000.0,-109600000.0
,salesMaturitiesOfInvestments,168314000.0,4101000.0,0.0,3937000.0,0.0,0.0,479859000.0,195208000.0,126768000.0,320462000.0,79355000.0,51185000.0,112779000.0,308055000.0,115974000.0,0.0,7952000.0,87896000.0,1930000.0,0.0,12500000.0,25800000.0,0.0,46700000.0,22300000.0
,otherInvestingActivites,1395000.0,-79243000.0,116289000.0,-11070000.0,216019000.0,166202000.0,23287000.0,-117626000.0,214695000.0,124012000.0,159185000.0,57077000.0,282741000.0,-130061000.0,309842000.0,-147071000.0,-99662000.0,46094000.0,11337000.0,-301202000.0,-89300000.0,-244800000.0,-144900000.0,0.0,0.0
,netCashUsedForInvestingActivites,2463276000.0,-877722000.0,-206317000.0,-889193000.0,-678746000.0,-574465000.0,722076000.0,-642262000.0,-164761000.0,-520361000.0,-242201000.0,-453231000.0,-3067704000.0,-1916510000.0,-1751284000.0,-350729000.0,-130292000.0,-24117000.0,-79722000.0,-699375000.0,-494200000.0,-1257400000.0,-1064500000.0,14900000.0,-103900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2718987000.0,-685265000.0,-631681000.0,-1894990000.0,-2936578000.0,-1312258000.0,-3580100000.0,-2747694000.0,-3740327000.0,-2004718000.0,-4296440000.0,-993665000.0,-868055000.0,-1544076000.0,-398957000.0,-702823000.0,-752422000.0,-731238000.0,-835257000.0,-633655000.0,-669000000.0,-894900000.0,-422200000.0,-55200000.0,-91200000.0
