date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,36977000.0,-20383000.0,-50834000.0,64945000.0,14931000.0,-881000.0,15067000.0,30811000.0,5640000.0,26410000.0,32595000.0,24905000.0,12504000.0,11423000.0,13267000.0,-4462000.0,-1143000.0,5500000.0,8000000.0,6600000.0
,depreciationAndAmortization,324864000.0,381237000.0,432668000.0,291873000.0,174010000.0,179922000.0,149435000.0,139274000.0,120976000.0,88745000.0,87142000.0,85227000.0,91678000.0,79110000.0,70690000.0,67379000.0,54522000.0,22500000.0,24600000.0,31800000.0
,deferredIncomeTax,8386000.0,-5249000.0,-26008000.0,-126127000.0,20863000.0,5828000.0,10244000.0,16045000.0,-757000.0,8546000.0,-2390000.0,57000.0,-12032000.0,-4271000.0,-9305000.0,10232000.0,201000.0,0.0,0.0,0.0
,stockBasedCompensation,7533000.0,6836000.0,5119000.0,2766000.0,3017000.0,3060000.0,3636000.0,3028000.0,2348000.0,2132000.0,2363000.0,1927000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,137620000.0,18042000.0,-43190000.0,-25397000.0,1008000.0,4038000.0,8049000.0,5674000.0,-118693000.0,22382000.0,36869000.0,16505000.0,-7388000.0,6201000.0,-2705000.0,9856000.0,-38280000.0,16400000.0,-3500000.0,0.0
,accountsReceivables,-4993000.0,13120000.0,-2044000.0,-2607000.0,5353000.0,8688000.0,11896000.0,5937000.0,-1512000.0,6520000.0,113000.0,2967000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821000.0,-1084000.0,608000.0,-1118000.0,-228000.0,-750000.0,109000.0,-249000.0,0.0,0.0,0.0
,accountsPayables,-5653000.0,-1566000.0,8359000.0,4968000.0,-1067000.0,-2701000.0,-1904000.0,-10069000.0,4504000.0,3701000.0,-3510000.0,1146000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,70191000.0,-67429000.0,-85471000.0,-42281000.0,-16884000.0,-17892000.0,-21930000.0,-29979000.0,-35653000.0,83040000.0,60658000.0,23789000.0,7284000.0,14672000.0,8471000.0,11176000.0,1320000.0,39600000.0,23200000.0,26700000.0
,otherNonCashItems,-47858000.0,-18088000.0,10787000.0,20284000.0,2303000.0,3884000.0,7337000.0,3997000.0,6028000.0,-262000.0,-5169000.0,-3091000.0,11366000.0,4034000.0,18781000.0,0.0,3705000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,364980000.0,339096000.0,357321000.0,210027000.0,218233000.0,219179000.0,187785000.0,164356000.0,123215000.0,130184000.0,115014000.0,116307000.0,92411000.0,82069000.0,84593000.0,79300000.0,79766000.0,28900000.0,28500000.0,34300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-217563000.0,-232203000.0,-244816000.0,-181185000.0,-125192000.0,-133934000.0,-108998000.0,-107363000.0,-77095000.0,-42593000.0,-41789000.0,-42352000.0,-48027000.0,-33495000.0,-33388000.0,-31094000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,21000000.0,-862000000.0,17000000.0,0.0,-140000000.0,0.0,-385000000.0,0.0,0.0,0.0,0.0,-272000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-403000.0,-6728000.0,0.0,0.0,0.0,0.0,-10625000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,426000.0,329000.0,233000.0,0.0,0.0,846000.0,0.0,0.0,0.0,0.0,35000.0,725000.0,0.0,10625000.0,5921000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,7071000.0,14055000.0,2125000.0,859000.0,208000.0,13548000.0,1795000.0,330000.0,610000.0,1112000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-284800000.0,0.0,0.0
,netCashUsedForInvestingActivites,-210066000.0,-217819000.0,-221459000.0,-1042711000.0,-108287000.0,-119540000.0,-246861000.0,-107436000.0,-468559000.0,-41481000.0,-40689000.0,-41627000.0,-48027000.0,-305275000.0,-26652000.0,-31094000.0,-554100000.0,-296100000.0,-14100000.0,-13100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2321575000.0,-257673000.0,-220693000.0,-119270000.0,-945935000.0,-370081000.0,-147930000.0,-991477000.0,-510266000.0,-149000.0,-399000.0,-922000.0,0.0,0.0,0.0,0.0,-209782000.0,0.0,0.0,0.0
,commonStockIssued,350000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,67589000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-812000.0,-363000.0,-593000.0,-571000.0,-1231000.0,-1125000.0,-1856000.0,-887000.0,-559000.0,-726000.0,-1001000.0,-545000.0,-257000.0,-131000.0,-56823000.0,-49672000.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,-55445000.0,-110222000.0,-94138000.0,-78419000.0,-78209000.0,-62341000.0,-62064000.0,-54100000.0,-46307000.0,-46179000.0,-45926000.0,-45449000.0,-40192000.0,-44593000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-60611000.0,0.0,0.0,-17082000.0,-9912000.0,-4805000.0,-7669000.0,-6576000.0,-20466000.0,-3471000.0,-1850000.0,0.0,-240000.0,-9388000.0,-262000.0,0.0,89058000.0,277400000.0,-16600000.0,-18900000.0
