date,,2021-01-31_FY,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-02-01_FY,2013-02-02_FY,2012-01-28_FY,2011-01-29_FY,2010-01-30_FY,2009-01-31_FY,2008-02-02_FY,2008-01-31_FY,2007-02-03_FY,2006-01-28_FY,2005-01-29_FY,2004-01-31_FY,2003-02-01_FY,2002-02-02_FY,2001-02-03_FY,2000-01-29_FY,1999-01-30_FY,1998-01-31_FY,1997-02-01_FY,1996-02-03_FY,1995-01-28_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY,1989-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-439114000.0,-595228000.0,62819000.0,-5441000.0,87200000.0,65658000.0,81479000.0,82850000.0,38100000.0,27500000.0,24600000.0,37200000.0,9500000.0,-133238000.0,60400000.0,60427000.0,65700000.0,41000000.0,43300000.0,46894000.0,45200000.0,-4000000.0,36400000.0,35500000.0,23700000.0,-20900000.0,20300000.0,3300000.0,39400000.0,-31600000.0,4700000.0,15700000.0,31800000.0,30800000.0,26200000.0
,depreciationAndAmortization,0.0,41.644,65562000.0,62697000.0,64070000.0,56131000.0,51439000.0,51615000.0,55300000.0,54800000.0,59100000.0,50300000.0,51100000.0,54873000.0,50700000.0,52268000.0,41800000.0,40400000.0,31900000.0,25472000.0,24900000.0,26700000.0,24000000.0,25500000.0,26900000.0,26700000.0,25900000.0,23800000.0,22100000.0,22800000.0,28400000.0,30100000.0,28600000.0,28000000.0,26500000.0
,deferredIncomeTax,0.0,-37.034,9796000.0,-6922000.0,-1424000.0,-5303000.0,10581000.0,-3416000.0,18100000.0,-3600000.0,-100000.0,27200000.0,15400000.0,-51248000.0,-4100000.0,-4072000.0,-900000.0,3500000.0,-3900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,8.097,10246000.0,13805000.0,11298000.0,7725000.0,7491000.0,6190000.0,5567000.0,6489000.0,5633000.0,6144000.0,4673000.0,2601000.0,8391000.0,0.0,0.0,3301000.0,-2698000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,-154302000.0,-91762000.0,-293519000.0,100480000.0,-168616000.0,90953000.0,-11787000.0,102300000.0,12800000.0,-5900000.0,2300000.0,14803000.0,-53903000.0,58000.0,29242000.0,36500000.0,-13900000.0,-12541000.0,50041000.0,18400000.0,-41100000.0,-3500000.0,19000000.0,-9400000.0,-40600000.0,91600000.0,-49800000.0,18600000.0,-22000000.0,-34600000.0,11900000.0,-21200000.0,23100000.0,-11100000.0
,accountsReceivables,0.0,22.465,28768000.0,-2635000.0,-828000.0,7281000.0,-17438000.0,-9175000.0,-17570000.0,27984000.0,-26298000.0,-30088000.0,-714000.0,0.0,15333000.0,0.0,132224000.0,-40201000.0,-15370000.0,0.0,-14200000.0,-3900000.0,3800000.0,-400000.0,9600000.0,0.0,-3800000.0,11700000.0,11900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,130.796,63430000.0,-51676000.0,18099000.0,13835000.0,-5270000.0,-7651000.0,-44852000.0,28623000.0,3502000.0,-66568000.0,11166000.0,-29196000.0,-15162000.0,-15162000.0,420520000.0,36572000.0,-45240000.0,16374000.0,3600000.0,31600000.0,-61800000.0,-3700000.0,17900000.0,18600000.0,-56500000.0,-20300000.0,53500000.0,-42300000.0,-28500000.0,2700000.0,-29200000.0,4800000.0,-7500000.0
,accountsPayables,0.0,13.373,-27304000.0,19350000.0,2247000.0,-15051000.0,-1865000.0,-8204000.0,4389000.0,10436000.0,-35117000.0,-10754000.0,24987000.0,-27213000.0,-12820000.0,0.0,0.0,23450000.0,29457000.0,0.0,-6800000.0,5500000.0,-14100000.0,11100000.0,-6000000.0,0.0,-18600000.0,-21100000.0,20400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-122953000.0,31349000.0,123111000.0,416630000.0,316150000.0,484766000.0,393813000.0,405600000.0,303300000.0,290500000.0,296400000.0,294100000.0,279297000.0,333200000.0,333142000.0,303900000.0,267400000.0,281300000.0,293841000.0,243800000.0,225400000.0,266500000.0,270000000.0,251000000.0,260400000.0,301000000.0,209400000.0,259200000.0,240600000.0,262600000.0,297200000.0,285300000.0,306500000.0,283400000.0
,otherNonCashItems,0.0,0.0,31571000.0,122603000.0,21405000.0,30134000.0,27351000.0,3890000.0,30200000.0,22800000.0,-3600000.0,8600000.0,9800000.0,2946000.0,16600000.0,12238000.0,16200000.0,8700000.0,9000000.0,389000.0,5700000.0,7200000.0,3700000.0,3800000.0,3700000.0,100000.0,6600000.0,6200000.0,9400000.0,22800000.0,8700000.0,4400000.0,7000000.0,5100000.0,10500000.0
,netCashProvidedByOperatingActivites,126353000.0,126.353,170786000.0,129589000.0,191375000.0,183622000.0,149152000.0,118812000.0,104000000.0,197900000.0,48100000.0,-2300000.0,118100000.0,34336000.0,86400000.0,86367000.0,142200000.0,146800000.0,53300000.0,87754000.0,103700000.0,21100000.0,6400000.0,39100000.0,78900000.0,58700000.0,3300000.0,15700000.0,48400000.0,-9700000.0,-4100000.0,70200000.0,65100000.0,39600000.0,43900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-16786000.0,56.343,-44533000.0,-62483000.0,-44720000.0,-50523000.0,-73479000.0,-44952000.0,-43968000.0,-55801000.0,-27857000.0,-30781000.0,-24880000.0,-60417000.0,-41462000.0,-47232000.0,138164000.0,-36800000.0,-46200000.0,-29467000.0,-25600000.0,-26300000.0,-30500000.0,-28700000.0,-22700000.0,-21700000.0,-21000000.0,-26900000.0,-32500000.0,-30200000.0,-24300000.0,-24700000.0,-32600000.0,-31300000.0,-42000000.0
,acquisitionsNet,0.0,0.0,0.0,-16792000.0,0.0,-259932000.0,0.0,10000000.0,69000000.0,0.0,-101000000.0,0.0,0.0,0.0,-3000000.0,-3000000.0,-23000000.0,-206026000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
