Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,11000.0,108000.0,42000.0,18000.0,13000.0
Stock-based compensation,126000.0,127000.0,119000.0,117000.0,0.0
Operating Cash Flow,-6633000.0,-26310000.0,416000.0,8126000.0,8679000.0
Capital Expenditure,0.0,6000.0,11000.0,36000.0,59000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,3437000.0,489000.0,-3734000.0,32000.0,-3682000.0
Investing Cash flow,5045000.0,24983000.0,6869000.0,-1951000.0,-29299000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,0.0,-1061000.0,-742000.0,-8584000.0,-5312000.0
Dividend payments,-0.0,-2091000.0,-2885000.0,-2908000.0,-1708000.0
Financing Cash Flow,2000000.0,-3152000.0,-3627000.0,-2908000.0,25242000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,412000.0,-4479000.0,3658000.0,3267000.0,4622000.0
Free Cash Flow,-6633000.0,-26316000.0,405000.0,8090000.0,8620000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0
