date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2162865000.0,54408000.0,1569604000.0,1433756000.0,466556000.0,-842083000.0,3729698000.0,1735900000.0,344461000.0,1267280000.0,1961471000.0,346180000.0,414384000.0,93816000.0,-9247000.0,248592000.0,180103000.0,219507000.0,92277685.0,16587288.0,18139280.0,15500000.0,4900000.0
,depreciationAndAmortization,31559000.0,72364000.0,26550000.0,34761000.0,19970000.0,4595000.0,2614000.0,4080000.0,2300000.0,1600000.0,2316000.0,4133000.0,66551000.0,65214000.0,154880000.0,179732000.0,216570000.0,106198000.0,36865112.0,2646753.0,6125909.0,8200000.0,2600000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,1406000.0,7047000.0,1156000.0,1072000.0,2547000.0,5584000.0,5269000.0,4757000.0,4514000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-188586000.0,188898000.0,27490000.0,-33360000.0,7326000.0,16876000.0,134432000.0,40870000.0,-49497000.0,-1559000.0,9044124000.0,-122669000.0,78506000.0,-10161000.0,2018000.0,-5376000.0,-2575000.0,-3980000.0,-26560864.0,-2955409.0,1570933.0,-1600000.0,-200000.0
,accountsReceivables,-85951000.0,-19563000.0,-52202000.0,27712000.0,47893000.0,-21376000.0,141207000.0,-2879000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-94593000.0,295640000.0,138423000.0,49357000.0,-26630000.0,35876000.0,-22066000.0,51172000.0,23199000.0,-819000.0,-108900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,-16000.0,-12000.0,0.0,8596000.0,503000.0,0.0,0.0,-3606000.0,9197378000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-1907289000.0,350258000.0,5166897000.0,5305658000.0,-4641516000.0,5057636000.0,-15152395000.0,4556635000.0,1921864000.0,322159000.0,-349521000.0,905230000.0,-10565000.0,70098000.0,-2458000.0,-816000.0,1728000.0,1444000.0,1775608.0,0.0,0.0,0.0,-100000.0
,netCashProvidedByOperatingActivites,-1199557000.0,2622018000.0,6932239000.0,6855863000.0,-3167019000.0,6128468000.0,-12892722000.0,7639507000.0,2420063000.0,10863110000.0,10817711000.0,1109583000.0,525384000.0,221629000.0,281529000.0,416917000.0,354919000.0,302106000.0,99771076.0,14253427.0,25381340.0,18800000.0,6500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-258000000.0,5000000.0,42000000.0,0.0,0.0,-725000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-102350000.0,-243569000.0,-583611000.0,0.0,-984743000.0,0.0,-69122569000.0,-25463748000.0,-25150429000.0,-26382213000.0,-33143252000.0,-23196076000.0,-7416869000.0,-14397323000.0,-13140073000.0,-11079561000.0,-8194215283.0,-952737643.0,-559695956.0,-1420600000.0,-1310400000.0
,salesMaturitiesOfInvestments,0.0,0.0,226592000.0,96553000.0,206633000.0,0.0,122464000.0,14427000.0,44026762000.0,11394774000.0,17826070000.0,24110510000.0,11679315000.0,8156677000.0,10415086000.0,7937873000.0,11935991000.0,6805466000.0,2934686452.0,658326457.0,485209842.0,1054900000.0,254500000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13387000.0,-16335000.0,-35783000.0,-316765000.0,0.0,0.0,0.0,0.0,2526000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashUsedForInvestingActivites,-20641671000.0,-908420000.0,-14665948000.0,-2062149000.0,11668915000.0,-7802877000.0,37548218000.0,-18693029000.0,-25119687000.0,-13845753000.0,-7338009000.0,-2271703000.0,-21463937000.0,-15039399000.0,2998217000.0,-6456924000.0,-1204082000.0,-4274095000.0,-5259528831.0,-294411186.0,-74486114.0,-365700000.0,-1055800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2058161000.0,-5118337493000.0,-1358131000.0,-805157000.0,-1654509000.0,-356000.0,-200000.0,-617476000.0,0.0,0.0,0.0,0.0,0.0,-278481088000.0,-248646126000.0,-147045071000.0,-116217261000.0,-83668862000.0,-45033274527.0,-13906889971.0,-11144874250.0,-11144900000.0,-2579700000.0
,commonStockIssued,1829025000.0,1532356000.0,1647606000.0,0.0,0.0,0.0,0.0,0.0,5351846000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-453574000.0,-412500000.0,-185312000.0,-102712000.0,-114260000.0,0.0,-141149000.0,-256149000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
