date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,1619000000.0,2951000000.0,3127000000.0,2648000000.0,2107000000.0,3010000000.0,4105000000.0,4296000000.0,3414000000.0
,costOfRevenue,1327000000.0,2365000000.0,2497000000.0,2147000000.0,1762000000.0,2508000000.0,3286000000.0,3499000000.0,2803000000.0
,grossProfit,292000000.0,586000000.0,630000000.0,501000000.0,345000000.0,502000000.0,819000000.0,797000000.0,611000000.0
,grossProfitRatio,0.18035824583076,0.198576753642833,0.201471058522546,0.189199395770393,0.163739914570479,0.166777408637874,0.199512789281364,0.185521415270019,0.178968951376684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,391000000.0,541000000.0,557000000.0,542000000.0,567000000.0,619000000.0,638000000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-10000000.0,-10000000.0,-15000000.0,-11000000.0,-8000000.0,-8000000.0,-3000000.0,-2000000.0,-3000000.0
,operatingExpenses,391000000.0,541000000.0,557000000.0,542000000.0,567000000.0,619000000.0,638000000.0,0.0,0.0
,costAndExpenses,1718000000.0,2906000000.0,3054000000.0,2689000000.0,2329000000.0,3127000000.0,3924000000.0,4072000000.0,3246000000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,28000000.0,41000000.0,41000000.0,50000000.0,53000000.0,38000000.0,21000000.0,17000000.0,12000000.0
,EBITDA,-71000000.0,86000000.0,114000000.0,9000000.0,-169000000.0,-79000000.0,202000000.0,241000000.0,180000000.0
,EBITDARatio,-0.0438542310067943,0.029142663503897,0.0364566677326511,0.0033987915407855,-0.0802088277171334,-0.0262458471760797,0.0492082825822168,0.056098696461825,0.0527240773286467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-99000000.0,45000000.0,73000000.0,-41000000.0,-222000000.0,-117000000.0,181000000.0,224000000.0,168000000.0
,operatingIncomeRatio,-0.0611488573193329,0.0152490681125042,0.0233450591621362,-0.0154833836858006,-0.105363075462743,-0.0388704318936877,0.0440925700365408,0.0521415270018622,0.0492091388400703
,totalOtherIncomeExpensesNet,-331000000.0,-138000000.0,-15000000.0,-11000000.0,-8000000.0,-401000000.0,-3000000.0,-2000000.0,-3000000.0
,incomeBeforeTax,-430000000.0,-93000000.0,58000000.0,-52000000.0,-230000000.0,-518000000.0,178000000.0,222000000.0,165000000.0
,incomeBeforeTaxRatio,-0.265596046942557,-0.0315147407658421,0.0185481291973137,-0.0196374622356495,-0.109159943046986,-0.172093023255814,0.0433617539585871,0.0516759776536313,0.0483304042179262
,incomeTaxExpense,-3000000.0,4000000.0,6000000.0,0.0,4000000.0,-16000000.0,62000000.0,75000000.0,57000000.0
,netIncome,-427000000.0,-97000000.0,52000000.0,-52000000.0,-234000000.0,-502000000.0,116000000.0,147000000.0,108000000.0
,netIncomeRatio,-0.263743051266214,-0.0328702134869536,0.0166293572113847,-0.0196374622356495,-0.111058376839108,-0.166777408637874,0.028258221680877,0.0342178770949721,0.031634446397188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.91743119266055,-0.89,0.481481481481481,-0.48,-2.18,-4.68,1.07,1.373091,1.008802
,EPSDiluted,-3.91743119266055,-0.89,0.477064220183486,-0.48,-2.18,-4.68,1.06,1.373091,1.008802
,weightedAverageShsOut,109000000.0,109000000.0,108000000.0,108000000.0,107000000.0,107000000.0,107000000.0,107057698.0,107057698.0
,weightedAverageShsOutDil,109000000.0,109000000.0,109000000.0,108000000.0,107000000.0,107000000.0,108000000.0,107057698.0,107057698.0
