date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY,1988-06-30_FY,1987-06-30_FY,1986-06-30_FY
,revenue,2181100000.0,2380200000.0,2157700000.0,1797600000.0,1813400000.0,2226700000.0,2173000000.0,2271700000.0,2028700000.0,1675100000.0,1198600000.0,1362300000.0,1953500000.0,1944800000.0,1568200000.0,1314200000.0,1016700000.0,871100000.0,977100000.0,1324100000.0,1095800000.0,1036700000.0,1176700000.0,939000000.0,865300000.0,757500000.0,628800000.0,576200000.0,570200000.0,562500000.0,584400000.0,634300000.0,555500000.0,480500000.0,517000000.0
,costOfRevenue,1851700000.0,1935400000.0,1775500000.0,1513300000.0,1557500000.0,1908400000.0,1774100000.0,1838200000.0,1637700000.0,1426100000.0,1053800000.0,1155100000.0,1496300000.0,1487100000.0,1132100000.0,998100000.0,831200000.0,717400000.0,814200000.0,1039300000.0,748100000.0,707800000.0,791100000.0,656900000.0,601600000.0,531700000.0,429500000.0,409200000.0,414100000.0,385100000.0,393900000.0,451900000.0,399000000.0,341900000.0,395200000.0
,grossProfit,329400000.0,444800000.0,382200000.0,284300000.0,255900000.0,318300000.0,398900000.0,433500000.0,391000000.0,249000000.0,144800000.0,207200000.0,457200000.0,457700000.0,436100000.0,316100000.0,185500000.0,153700000.0,162900000.0,284800000.0,347700000.0,328900000.0,385600000.0,282100000.0,263700000.0,225800000.0,199300000.0,167000000.0,156100000.0,177400000.0,190500000.0,182400000.0,156500000.0,138600000.0,121800000.0
,grossProfitRatio,0.151024712301132,0.186875052516595,0.177133058349168,0.158155318202047,0.141116135436197,0.142946961871828,0.183571099861942,0.190826253466567,0.192734263321339,0.148647841919885,0.120807608877023,0.15209572047273,0.234041464038905,0.235345536816125,0.278089529396761,0.240526556079744,0.182453034326743,0.176443577086442,0.166717838501689,0.215089494751152,0.317302427450265,0.317256679849523,0.327696099260644,0.300425985090522,0.304749797758003,0.298085808580858,0.316952926208651,0.289829920166609,0.273763591722203,0.315377777777778,0.325975359342916,0.28756109096642,0.281728172817282,0.288449531737773,0.235589941972921
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,201000000.0,203400000.0,195100000.0,183900000.0,173800000.0,177700000.0,186900000.0,200800000.0,169200000.0,149500000.0,133100000.0,133800000.0,163600000.0,133900000.0,125400000.0,120600000.0,118700000.0,118800000.0,142100000.0,152400000.0,179400000.0,164000000.0,159400000.0,126400000.0,112900000.0,102000000.0,92500000.0,82200000.0,80800000.0,80000000.0,74000000.0,70400000.0,72000000.0,71900000.0,76700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2400000.0,600000.0,200000.0,1200000.0,-2100000.0,4400000.0,1400000.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,201000000.0,203400000.0,195100000.0,183900000.0,173800000.0,177700000.0,186900000.0,200800000.0,169200000.0,149500000.0,133100000.0,133800000.0,163600000.0,140300000.0,125400000.0,120600000.0,118700000.0,118800000.0,176200000.0,152400000.0,247700000.0,229700000.0,217600000.0,167400000.0,148100000.0,134500000.0,121500000.0,109100000.0,106500000.0,104100000.0,97100000.0,92700000.0,98000000.0,98700000.0,98200000.0
,costAndExpenses,2052700000.0,2138800000.0,1970600000.0,1697200000.0,1731300000.0,2086100000.0,1961000000.0,2039000000.0,1806900000.0,1575600000.0,1186900000.0,1288900000.0,1659900000.0,1627400000.0,1257500000.0,1118700000.0,949900000.0,836200000.0,990400000.0,1191700000.0,995800000.0,937500000.0,1008700000.0,824300000.0,749700000.0,666200000.0,551000000.0,518300000.0,520600000.0,489200000.0,491000000.0,544600000.0,497000000.0,440600000.0,493400000.0
