date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-103994000.0,104346000.0,80354000.0,-330539000.0,97992000.0,104923000.0,36453000.0,72037000.0,127674000.0,75192000.0,-2788000.0,31409000.0,-154459000.0,-480000.0,44553000.0,43937000.0,33421000.0,36782000.0,40848000.0,40288000.0,35338000.0,32100000.0,26100000.0,20900000.0,18600000.0,16200000.0,15100000.0,10700000.0,8000000.0,5300000.0,3100000.0
,depreciationAndAmortization,42829000.0,42493000.0,32175000.0,30648000.0,30606000.0,32840000.0,34745000.0,35355000.0,39538000.0,50220000.0,61427000.0,65379000.0,112017000.0,31829000.0,20050000.0,20153000.0,18736000.0,18625000.0,15967000.0,14818000.0,13562000.0,12300000.0,11300000.0,10000000.0,8300000.0,6900000.0,6400000.0,5700000.0,5000000.0,4900000.0,4900000.0
,deferredIncomeTax,-20049000.0,-5494000.0,-11847000.0,-145402000.0,-13302000.0,-12546000.0,-25920000.0,-18984000.0,-16018000.0,18329000.0,-15484000.0,-19875000.0,-65226000.0,-31324000.0,6304000.0,-3689000.0,-6000000.0,3009000.0,10763000.0,9671000.0,6941000.0,6300000.0,4900000.0,3000000.0,4400000.0,5800000.0,4100000.0,2800000.0,2000000.0,1100000.0,1600000.0
,stockBasedCompensation,12508000.0,10808000.0,10546000.0,10783000.0,10926000.0,8892000.0,9319000.0,9364000.0,11442000.0,9492000.0,13085000.0,10710000.0,12089000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,37618000.0,-76999000.0,-33908000.0,20076000.0,5556000.0,-25555000.0,52526000.0,20614000.0,7392000.0,-66717000.0,6843000.0,-37238000.0,64077000.0,38050000.0,5573000.0,-47546000.0,-25447000.0,-23829000.0,90906000.0,13502000.0,-571000.0,4100000.0,-3900000.0,-4700000.0,7400000.0,-5200000.0,700000.0,-300000.0,2800000.0,7500000.0,0.0
,accountsReceivables,-9750000.0,-396000.0,3149000.0,-8908000.0,3178000.0,-5239000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3723000.0,-263000.0,-1474000.0,182000.0,512000.0,141000.0,-389000.0,408000.0,333000.0,-52000.0,-146000.0,532000.0,0.0,200000.0,-200000.0,-400000.0,0.0,100000.0,-100000.0,-300000.0,0.0,100000.0
,accountsPayables,6455000.0,583000.0,-9940000.0,7208000.0,89000.0,4546000.0,1245000.0,8532000.0,1778000.0,-3533000.0,27000.0,-14867000.0,-23749000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,26465000.0,-10995000.0,66004000.0,99912000.0,79836000.0,74280000.0,99835000.0,47309000.0,26695000.0,19303000.0,86020000.0,79177000.0,116415000.0,52338000.0,14288000.0,8715000.0,56261000.0,81708000.0,105537000.0,14631000.0,1129000.0,1700000.0,-2400000.0,1500000.0,6200000.0,-1200000.0,4000000.0,3300000.0,3600000.0,800000.0,-6700000.0
,otherNonCashItems,-6979000.0,-9700000.0,-2734000.0,-1432000.0,1916000.0,-3249000.0,2426000.0,5754000.0,-3006000.0,79587000.0,39809000.0,33606000.0,-255613000.0,76476000.0,2234000.0,-3672000.0,-2758000.0,1437000.0,0.0,-1488000.0,4310000.0,2700000.0,-100000.0,1300000.0,0.0,100000.0,100000.0,-100000.0,-100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,96503000.0,155180000.0,140346000.0,65733000.0,118110000.0,135509000.0,118524000.0,127815000.0,52879000.0,121686000.0,179282000.0,157848000.0,110839000.0,106323000.0,64859000.0,55353000.0,66981000.0,71310000.0,78112000.0,55703000.0,67519000.0,50200000.0,53900000.0,41600000.0,31600000.0,31300000.0,23800000.0,14600000.0,18000000.0,11200000.0,10700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10927000.0,-19424000.0,-14279000.0,-13370000.0,-5637000.0,-6642000.0,-5937000.0,-7037000.0,-16952000.0,-26332000.0,-18677000.0,-15372000.0,-31765000.0,-11871000.0,-9426000.0,-7365000.0,-16631000.0,-80545000.0,-141740000.0,-119797000.0,-99378000.0,-72300000.0,-71800000.0,-59700000.0,-57200000.0,-42000000.0,-31100000.0,-29600000.0,-23700000.0,-14100000.0,-11400000.0
,acquisitionsNet,0.0,0.0,-20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,-1944000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4743000.0,0.0,0.0,0.0,-485000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2528000.0,0.0,345000.0,0.0,13843000.0,31033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,29115000.0,16731000.0,18978000.0,19945000.0,18186000.0,21061000.0,15824000.0,14040000.0,13488000.0,12369000.0,5859000.0,877000.0,5030000.0,16831000.0,17028000.0,16980000.0,20140000.0,-44882000.0,170000.0,-2645000.0,-3892000.0,-4800000.0,21800000.0,14400000.0,2900000.0,9900000.0,9600000.0,6500000.0,-200000.0,-800000.0,-1200000.0
