date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,5987000000.0,6209000000.0,6289000000.0,6180000000.0,6022000000.0,5958000000.0,5998000000.0,6653000000.0,6868000000.0,6219000000.0,4367000000.0,3672000000.0,3944000000.0,3391000000.0,2621000000.0,2360000000.0,2283000000.0,2102000000.0,1871000000.0,1887000000.0,1865000000.0,1735000000.0,1448000000.0,1418000000.0
,costOfRevenue,4715000000.0,4897000000.0,4921000000.0,4707000000.0,4620000000.0,4716000000.0,4883000000.0,5522000000.0,5630000000.0,5093000000.0,3643000000.0,3152000000.0,3239000000.0,2805000000.0,2205000000.0,2028000000.0,1929000000.0,1778000000.0,1604000000.0,1588000000.0,1424000000.0,1323000000.0,1182000000.0,1177000000.0
,grossProfit,1272000000.0,1312000000.0,1368000000.0,1473000000.0,1402000000.0,1242000000.0,1115000000.0,1131000000.0,1238000000.0,1126000000.0,724000000.0,520000000.0,705000000.0,586000000.0,416000000.0,332000000.0,354000000.0,324000000.0,267000000.0,299000000.0,441000000.0,412000000.0,266000000.0,241000000.0
,grossProfitRatio,0.212460330716553,0.211306168465131,0.217522658610272,0.238349514563107,0.232813018930588,0.208459214501511,0.185895298432811,0.169998496918683,0.18025626092021,0.181058047917672,0.165788871078544,0.14161220043573,0.178752535496957,0.172810380418756,0.158718046547119,0.140677966101695,0.155059132720105,0.154138915318744,0.142704436130412,0.158452570217276,0.236461126005362,0.237463976945245,0.183701657458564,0.169957686882934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,579000000.0,555000000.0,525000000.0,534000000.0,556000000.0,543000000.0,370000000.0,247000000.0,275000000.0,249000000.0,202000000.0,158000000.0,158000000.0,149000000.0,134000000.0,148000000.0,135000000.0,134000000.0,101000000.0,90000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,5000000.0,-1000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,597000000.0,591000000.0,601000000.0,593000000.0,575000000.0,557000000.0,509000000.0,518000000.0,541000000.0,445000000.0,360000000.0,242000000.0,271000000.0,239000000.0,192000000.0,149000000.0,175000000.0,150000000.0,114000000.0,133000000.0,270000000.0,256000000.0,196000000.0,193000000.0
,costAndExpenses,5312000000.0,5488000000.0,5522000000.0,5300000000.0,5195000000.0,5273000000.0,5392000000.0,6040000000.0,6171000000.0,5538000000.0,4003000000.0,3394000000.0,3510000000.0,3044000000.0,2397000000.0,2177000000.0,2104000000.0,1928000000.0,1718000000.0,1721000000.0,1694000000.0,1579000000.0,1378000000.0,1370000000.0
,interestExpense,68000000.0,84000000.0,81000000.0,79000000.0,73000000.0,69000000.0,73000000.0,74000000.0,77000000.0,81000000.0,68000000.0,33000000.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,213000000.0,220000000.0,247000000.0,209000000.0,196000000.0,194000000.0,195000000.0,194000000.0,211000000.0,211000000.0,155000000.0,130000000.0,128000000.0,125000000.0,114000000.0,106000000.0,102000000.0,101000000.0,103000000.0,127000000.0,135000000.0,122000000.0,95000000.0,103000000.0
,EBITDA,888000000.0,941000000.0,1014000000.0,1089000000.0,1023000000.0,879000000.0,801000000.0,807000000.0,908000000.0,892000000.0,519000000.0,408000000.0,562000000.0,472000000.0,338000000.0,289000000.0,281000000.0,275000000.0,256000000.0,293000000.0,306000000.0,278000000.0,165000000.0,151000000.0
,EBITDARatio,0.148321362953065,0.151554195522628,0.161233900461123,0.17621359223301,0.169877117236798,0.147532729103726,0.133544514838279,0.121298662257628,0.132207338380897,0.143431419842418,0.118845889626746,0.111111111111111,0.142494929006085,0.139191978767325,0.128958412819535,0.122457627118644,0.123083661848445,0.130827783063749,0.136825227151256,0.155272919978802,0.164075067024129,0.160230547550432,0.113950276243094,0.106488011283498
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,675000000.0,721000000.0,767000000.0,880000000.0,827000000.0,685000000.0,606000000.0,613000000.0,697000000.0,681000000.0,364000000.0,278000000.0,434000000.0,347000000.0,224000000.0,183000000.0,179000000.0,174000000.0,153000000.0,166000000.0,171000000.0,156000000.0,70000000.0,48000000.0
,operatingIncomeRatio,0.112744279271755,0.116121758737317,0.121958975989823,0.142394822006472,0.137329790767187,0.114971466935213,0.101033677892631,0.092138884713663,0.101485148514851,0.10950313555234,0.0833524158461186,0.0757080610021787,0.110040567951318,0.102329696254792,0.085463563525372,0.0775423728813559,0.0784056066579063,0.0827783063748811,0.0817744521646178,0.0879703232644409,0.0916890080428954,0.0899135446685879,0.0483425414364641,0.0338504936530324
,totalOtherIncomeExpensesNet,-107000000.0,-62000000.0,-74000000.0,-43000000.0,-22000000.0,-31000000.0,-26000000.0,-3000000.0,-29000000.0,-12000000.0,-27000000.0,-131000000.0,9000000.0,6000000.0,10000000.0,9000000.0,-17000000.0,-1000000.0,20000000.0,15000000.0,-15000000.0,6000000.0,14000000.0,-109000000.0
,incomeBeforeTax,506000000.0,582000000.0,621000000.0,769000000.0,742000000.0,599000000.0,520000000.0,547000000.0,601000000.0,593000000.0,275000000.0,115000000.0,405000000.0,305000000.0,197000000.0,148000000.0,145000000.0,135000000.0,105000000.0,102000000.0,84000000.0,122000000.0,68000000.0,-91000000.0
,incomeBeforeTaxRatio,0.0845164523133456,0.0937349009502335,0.098743838448084,0.124433656957929,0.123214878777815,0.100537092984223,0.0866955651883961,0.0822185480234481,0.0875072801397787,0.0953529506351503,0.0629722921914358,0.031318082788671,0.102687626774848,0.089943969330581,0.0751621518504388,0.0627118644067797,0.0635129215943933,0.0642245480494767,0.0561197220737574,0.0540540540540541,0.0450402144772118,0.0703170028818444,0.0469613259668508,-0.0641748942172073
,incomeTaxExpense,152000000.0,158000000.0,167000000.0,237000000.0,246000000.0,187000000.0,157000000.0,144000000.0,167000000.0,170000000.0,99000000.0,68000000.0,130000000.0,102000000.0,69000000.0,56000000.0,43000000.0,49000000.0,42000000.0,36000000.0,36000000.0,45000000.0,25000000.0,-19000000.0
,netIncome,348000000.0,413000000.0,443000000.0,519000000.0,485000000.0,402000000.0,355000000.0,396000000.0,428000000.0,416000000.0,169000000.0,41000000.0,267000000.0,198000000.0,124000000.0,90000000.0,94000000.0,76000000.0,63000000.0,57000000.0,48000000.0,77000000.0,43000000.0,-75000000.0
,netIncomeRatio,0.0581259395356606,0.0665163472378805,0.0704404515821275,0.0839805825242718,0.0805380272334772,0.067472306143001,0.059186395465155,0.0595220201412896,0.0623179965055329,0.0668917832448947,0.0386993359285551,0.0111655773420479,0.0676977687626775,0.0583898554998526,0.0473101869515452,0.038135593220339,0.041173893999124,0.0361560418648906,0.0336718332442544,0.0302066772655008,0.0257372654155496,0.0443804034582133,0.0296961325966851,-0.0528913963328632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,5.20179372197309,6.17,6.25,7.21,6.7,5.62,4.82,5.14,5.59,5.44,2.24,0.55,3.59,2.65,1.67,1.2,1.28,1.06,0.89,0.807365439093484,0.675,1.03,0.597222222222222,-1.05
,EPSDiluted,5.20179372197309,6.13,6.17,7.06,6.55,5.51,4.74,5.05,5.47,5.32,2.2,0.54,3.52,2.59,1.63,1.19,1.25,1.055,0.885,0.802816901408451,0.675,1.029412,0.595567867036011,-1.05
,weightedAverageShsOut,67200000.0,66900000.0,70900000.0,72000000.0,72300000.0,71600000.0,73600000.0,77000000.0,76500000.0,76400000.0,75600000.0,74900000.0,74500000.0,74700000.0,74100000.0,74700000.0,73400000.0,72000000.0,71200000.0,70600000.0,70600000.0,74600000.0,72000000.0,71428571.0
,weightedAverageShsOutDil,67600000.0,67400000.0,71800000.0,73500000.0,74100000.0,73000000.0,74900000.0,78300000.0,78200000.0,78200000.0,76800000.0,75500000.0,75900000.0,76500000.0,75800000.0,75600000.0,74700000.0,72400000.0,71400000.0,71000000.0,70600000.0,74800000.0,72200000.0,71428571.0
