date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY
,revenue,1905485000.0,1980689000.0,1835766000.0,1765498000.0,1849785000.0,1793087000.0,1646867000.0,1694297000.0,1759885000.0,1735613000.0,1675031000.0,1669963000.0,1598906000.0,1478837000.0,1331088000.0,1192640000.0,1148258000.0,1036737000.0,962838000.0,980791000.0,312140000.0,285700000.0,70700000.0,462200000.0,292500000.0,207200000.0,120700000.0,100400000.0,90200000.0,67900000.0,55500000.0,36800000.0,24800000.0,17000000.0,13900000.0
,costOfRevenue,1406376000.0,1422769000.0,1315250000.0,1249537000.0,1275586000.0,1256128000.0,1156135000.0,1220351000.0,1252184000.0,1203400000.0,1163771000.0,1168672000.0,1124002000.0,1058050000.0,973893000.0,898793000.0,870572000.0,775311000.0,744074000.0,0.0,0.0,0.0,0.0,330500000.0,213200000.0,158800000.0,92600000.0,79200000.0,69000000.0,54600000.0,44800000.0,26900000.0,17900000.0,14300000.0,12400000.0
,grossProfit,499109000.0,557920000.0,520516000.0,515961000.0,574199000.0,536959000.0,490732000.0,473946000.0,507701000.0,532213000.0,511260000.0,501291000.0,474904000.0,420787000.0,357195000.0,293847000.0,277686000.0,261426000.0,218764000.0,0.0,0.0,0.0,0.0,131700000.0,79300000.0,48400000.0,28100000.0,21200000.0,21200000.0,13300000.0,10700000.0,9900000.0,6900000.0,2700000.0,1500000.0
,grossProfitRatio,0.261932788765065,0.281679758912177,0.283541584275992,0.292246720188865,0.310413912968264,0.299460650821739,0.297979132498253,0.279730177176729,0.288485327166264,0.306642667461007,0.305224201820742,0.300180902211606,0.297018086116382,0.284539134468505,0.268348148281706,0.246383653072176,0.241832410486145,0.252162313103516,0.227207484540494,0.0,0.0,0.0,0.0,0.284941583729987,0.271111111111111,0.233590733590734,0.232808616404308,0.211155378486056,0.235033259423503,0.195876288659794,0.192792792792793,0.269021739130435,0.278225806451613,0.158823529411765,0.107913669064748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,124338000.0,127078000.0,106865000.0,107822000.0,107027000.0,103936000.0,106429000.0,103590000.0,88935000.0,91227000.0,84148000.0,86537000.0,80308000.0,74399000.0,63593000.0,57053000.0,48186000.0,40467000.0,36907000.0,0.0,0.0,0.0,0.0,0.0,13400000.0,14300000.0,10100000.0,7800000.0,7600000.0,7500000.0,6000000.0,4600000.0,3900000.0,2900000.0,2600000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,525000.0,164000.0,-156000.0,90000.0,-489000.0,58000.0,1204000.0,100000.0,338000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
