date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,122340000.0,233073000.0,212470000.0,137212000.0,59231000.0,47698000.0,68170000.0
,costOfRevenue,104221000.0,152021000.0,144903000.0,100304000.0,26569000.0,21003000.0,29934000.0
,grossProfit,18119000.0,81052000.0,67567000.0,36908000.0,32662000.0,26695000.0,38236000.0
,grossProfitRatio,0.148103645577898,0.347753708065713,0.318007248082082,0.268985219951608,0.551434215191369,0.559667071994633,0.560891887927241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25520000.0,22888000.0,23868000.0,17678000.0,11887000.0,9724000.0,12310000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,482000.0,131000.0,197000.0,462000.0,8860000.0,362000.0,370000.0
,operatingExpenses,27431000.0,25299000.0,25711000.0,18203000.0,12271000.0,0.0,0.0
,costAndExpenses,131652000.0,177320000.0,170614000.0,118507000.0,38840000.0,31115000.0,42404000.0
,interestExpense,2091000.0,3621000.0,2266000.0,450000.0,8427000.0,7826000.0,7832000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1911000.0,2411000.0,1843000.0,525000.0,384000.0,388000.0,160000.0
,EBITDA,-7401000.0,58164000.0,43699000.0,19230000.0,20775000.0,16971000.0,25926000.0
,EBITDARatio,-0.0604953408533595,0.249552715243722,0.205671388901963,0.140148092003615,0.350745386706286,0.355801081806365,0.380313921079654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-9312000.0,55753000.0,41856000.0,18705000.0,20391000.0,16583000.0,25766000.0
,operatingIncomeRatio,-0.07611574301128,0.239208316707641,0.196997223137384,0.136321896044078,0.344262295081967,0.347666568828882,0.377966847586915
,totalOtherIncomeExpensesNet,36377000.0,-12658000.0,-15780000.0,462000.0,7809000.0,362000.0,-860000.0
,incomeBeforeTax,24974000.0,39432000.0,23810000.0,18717000.0,19773000.0,9119000.0,17074000.0
,incomeBeforeTaxRatio,0.204136014386137,0.169183045655224,0.112062879465336,0.136409351951724,0.33382856949908,0.191182020210491,0.250462080093883
,incomeTaxExpense,-12980000.0,7809000.0,5122000.0,-2809000.0,9394000.0,4129000.0,9518000.0
,netIncome,37954000.0,31623000.0,18688000.0,21526000.0,10379000.0,4990000.0,7556000.0
,netIncomeRatio,0.310233774726173,0.135678521321646,0.0879559467218902,0.156881322333324,0.17522918741875,0.104616545767118,0.110840545694587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.94,0.79,0.462265317733198,0.54,0.267389736191261,0.23,0.220686
,EPSDiluted,0.94,0.78,0.462013894039408,0.53,0.265624200235451,0.23,0.220686
,weightedAverageShsOut,40260000.0,40135000.0,40427000.0,40208000.0,38816000.0,34238712.0,34238712.0
,weightedAverageShsOutDil,40260000.0,40337000.0,40449000.0,40304000.0,39074000.0,34238712.0,34238712.0
