date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,117216000.0,69953000.0,2033667000.0,917303000.0,-50187000.0,-134605000.0
,depreciationAndAmortization,1875000.0,2779000.0,3770000.0,4005000.0,6088000.0,9043000.0
,deferredIncomeTax,37940000.0,21569000.0,416838000.0,560778000.0,-24964000.0,-66703000.0
,stockBasedCompensation,10511000.0,5707000.0,5292000.0,5713000.0,6380000.0,999000.0
,changeInWorkingCapital,1666000.0,-1534000.0,3114000.0,6293000.0,-45530000.0,-4055000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,1471000.0,1496000.0,1505000.0,442000.0,-2708000.0,-714000.0
,netCashProvidedByOperatingActivites,-37563000.0,-26260000.0,-30031000.0,-11898000.0,34072000.0,2728000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-48000000.0
,purchasesOfInvestments,0.0,0.0,0.0,-155444000.0,-18032000.0,-9001000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,164458000.0,18019000.0,0.0
,otherInvestingActivites,0.0,0.0,14000.0,453000.0,-1735000.0,24358000.0
,netCashUsedForInvestingActivites,-500000.0,-41000.0,-56000.0,-4990800000.0,-2479000.0,-209986000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-133000000.0,-600000000.0,0.0,-40000000.0,0.0
,commonStockIssued,0.0,0.0,0.0,4400000000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-45316000.0,3147000.0,5616000.0,-46653000.0,-146627000.0,-129184000.0
,netCashUsedProvidedByFinancingActivities,4684000.0,28147000.0,-94384000.0,4553347000.0,578677000.0,242816000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-33379000.0,1846000.0,-124471000.0,-449351000.0,610270000.0,35558000.0
,cashAtEndOfPeriod,49724000.0,83103000.0,81257000.0,205728000.0,655079000.0,44809000.0
,cashAtBeginningOfPeriod,83103000.0,81257000.0,205728000.0,655079000.0,44809000.0,9251000.0
,operatingCashFlow,-37563000.0,-26260000.0,-30031000.0,-11898000.0,34072000.0,2728000.0
,capitalExpenditure,-500000.0,-41000.0,-70000.0,-267000.0,-731000.0,-1398000.0
,freeCashFlow,-38063000.0,-26301000.0,-30101000.0,-12165000.0,33341000.0,1330000.0
