date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-438000000.0,874000000.0,1368000000.0,439000000.0,-373000000.0,236000000.0,917000000.0,1048000000.0,756000000.0,545000000.0
,depreciationAndAmortization,1172000000.0,1215000000.0,1337000000.0,1350000000.0,1261000000.0,1146000000.0,1140000000.0,1103000000.0,1039000000.0,1023000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3618000000.0,-1061000000.0,-61000000.0,5000000.0,832000000.0,1019000000.0,-1432000000.0,-586000000.0,-1504000000.0,43000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1901000000.0,440000000.0,112000000.0,-213000000.0,106000000.0,473000000.0,-172000000.0,-1205000000.0,-103000000.0,-1290000000.0
,accountsPayables,388000000.0,-179000000.0,280000000.0,344000000.0,96000000.0,-161000000.0,-862000000.0,963000000.0,-168000000.0,1258000000.0
,otherWorkingCapital,196000000.0,-862000000.0,-273000000.0,531000000.0,727000000.0,428000000.0,412000000.0,314000000.0,-88000000.0,776000000.0
,otherNonCashItems,570000000.0,236000000.0,180000000.0,359000000.0,255000000.0,331000000.0,254000000.0,196000000.0,398000000.0,537000000.0
,netCashProvidedByOperatingActivites,5529000000.0,1826000000.0,2554000000.0,2015000000.0,2108000000.0,2782000000.0,681000000.0,1522000000.0,842000000.0,2165000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1366000000.0,-1325000000.0,-1344000000.0,-1743000000.0,-1631000000.0,-1851000000.0,-1814000000.0,-1439000000.0,-1186000000.0,-1154000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117374133.50272,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5523488.635422,0.0,0.0
,otherInvestingActivites,-903000000.0,-86000000.0,-18000000.0,453000000.0,553000000.0,849000000.0,300000000.0,-1588000000.0,-775000000.0,-900000000.0
,netCashUsedForInvestingActivites,-2750000000.0,-1987000000.0,-1920000000.0,-932000000.0,-921000000.0,-932000000.0,-1959000000.0,-3788000000.0,-2597000000.0,-2335000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-10512000000.0,-12925000000.0,-16921000000.0,-16802000000.0,-13770000000.0,-10668000000.0,-15323000000.0,-9988000000.0,-9505000000.0,-7312000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8285232.953133,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-8000000.0,-283000000.0,-243000000.0,-168000000.0,-207000000.0,-297000000.0,-382000000.0,-368000000.0,-616000000.0,-11000000.0
,otherFinancingActivites,-828000000.0,217000000.0,230000000.0,29000000.0,-190000000.0,107000000.0,-307000000.0,508000000.0,-644000000.0,-6570000000.0
,netCashUsedProvidedByFinancingActivities,659000000.0,206000000.0,-723000000.0,-1045000000.0,-1538000000.0,-931000000.0,1365000000.0,2616000000.0,599000000.0,2815000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,418000000.0,-75000000.0,-308000000.0,375000000.0,-16000000.0,-698000000.0,-491000000.0,18000000.0,0.0,-300000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3856000000.0,-30000000.0,-397000000.0,413000000.0,-367000000.0,221000000.0,-404000000.0,368000000.0,-1156000000.0,2345000000.0
,cashAtEndOfPeriod,9629000000.0,5773000000.0,5803000000.0,5430000000.0,5017000000.0,5384000000.0,5163000000.0,5567000000.0,5199000000.0,6355000000.0
,cashAtBeginningOfPeriod,5773000000.0,5803000000.0,6200000000.0,5017000000.0,5384000000.0,5163000000.0,5567000000.0,5199000000.0,6355000000.0,4010000000.0
,operatingCashFlow,5529000000.0,1826000000.0,2554000000.0,2015000000.0,2108000000.0,2782000000.0,681000000.0,1522000000.0,842000000.0,2165000000.0
,capitalExpenditure,-1850000000.0,-1962000000.0,-1902000000.0,-2235000000.0,-2134000000.0,-2507000000.0,-2836000000.0,-2666000000.0,-2234000000.0,-1974000000.0
,freeCashFlow,3679000000.0,-136000000.0,652000000.0,-220000000.0,-26000000.0,275000000.0,-2155000000.0,-1144000000.0,-1392000000.0,191000000.0
