Date,2018-12-31,2017-12-31
Revenue,22785734.0,13753912.0
Revenue Growth,0.656672952393472,
Cost of Revenue,5296849.0,4921854.0
Gross Profit,17488885.0,8832058.0
R&D Expenses,4854232.0,4473136.0
SG&A Expense,16470296.0,15258598.0
Operating Expenses,21324528.0,19731734.0
Operating Income,-3835643.0,-10899676.0
Interest Expense,2273842.0,1649594.0
Earnings before Tax,-6358388.0,-12359798.0
Income Tax Expense,8606.0,9731.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-6366994.0,-12369529.0
Preferred Dividends,3795881.0,2937898.0
Net Income Com,-10162875.0,-15307427.0
EPS,-5.33,-8.08
EPS Diluted,-5.33,-8.08
Weighted Average Shs Out,15455731.0,16049000.0
Weighted Average Shs Out (Dil),1905820.0,1895520.0
Dividend per Share,0.0,0.0
Gross Margin,0.7675,0.6421
EBITDA Margin,-0.165,-0.756
EBIT Margin,-0.1793,-0.7787
Profit Margin,-0.446,-1.113
Free Cash Flow margin,-0.5517,-0.9254
EBITDA,-3761530.0,-10399384.0
EBIT,-4084546.0,-10710204.0
Consolidated Income,-6366994.0,-12369529.0
Earnings Before Tax Margin,-0.2791,-0.8986
Net Profit Margin,-0.2794,-0.8993
