date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,1356212000.0,1308454000.0,1196604000.0,1105009000.0,991875000.0,782270000.0,647155000.0,520613000.0,409396000.0,329830000.0,281497000.0,280476000.0,273251000.0,238866000.0,197264000.0,134728000.0,65971000.0
,costOfRevenue,387109000.0,365426000.0,317402000.0,291147000.0,265560000.0,216998000.0,182843000.0,149034000.0,121897000.0,101624000.0,92670000.0,94396000.0,89588000.0,0.0,0.0,0.0,0.0
,grossProfit,969103000.0,943028000.0,879202000.0,813862000.0,726315000.0,565272000.0,464312000.0,371579000.0,287499000.0,228206000.0,188827000.0,186080000.0,183663000.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.714566011803464,0.720719261051592,0.734747669237275,0.736520698021464,0.732264650283554,0.722604727268079,0.717466449305035,0.713733617869704,0.702251609688419,0.691889761392232,0.67079578112733,0.663443574494787,0.672140266641293,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896000.0,1235000.0,19011000.0,1727000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,96594000.0,89418000.0,81256000.0,78961000.0,81806000.0,67758000.0,60942000.0,54246000.0,50454000.0,49683000.0,44428000.0,42779000.0,40427000.0,36722000.0,35600000.0,24081000.0,12465000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,321038000.0,309275000.0,290306000.0,272257000.0,264366000.0,201215000.0,176018000.0,149478000.0,124907000.0,110593000.0,98012000.0,114193000.0,91720000.0,155068000.0,137612000.0,102374000.0,51299000.0
,costAndExpenses,708147000.0,674701000.0,607708000.0,563404000.0,529926000.0,418213000.0,358861000.0,298512000.0,246804000.0,212217000.0,190682000.0,208589000.0,181308000.0,155068000.0,137612000.0,102374000.0,51299000.0
,interestExpense,172301000.0,191268000.0,183123000.0,158614000.0,138459000.0,98992000.0,84013000.0,73034000.0,72294000.0,69062000.0,65780000.0,69818000.0,64611000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,224444000.0,219857000.0,209050000.0,193296000.0,182560000.0,133457000.0,115076000.0,95232000.0,74453000.0,58014000.0,50349000.0,52403000.0,49566000.0,39801000.0,37172000.0,31005000.0,15552000.0
,EBITDA,872509000.0,853610000.0,797946000.0,734901000.0,644509000.0,497514000.0,403370000.0,317333000.0,237045000.0,175627000.0,141164000.0,124290000.0,141509000.0,123599000.0,96824000.0,63359000.0,30224000.0
,EBITDARatio,0.643342633747526,0.652380595725948,0.666842163322202,0.665063361474884,0.649788531821046,0.635987574622573,0.623297355347637,0.609537218624967,0.579011519409081,0.532477336809872,0.5014760370448,0.443139519958927,0.517871846763598,0.517440740833773,0.490834617568335,0.470273439819488,0.458140698185566
