date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,10094000000.0,10072500000.0,8000700000.0,6311100000.0,7107689000.0,10312506000.0,10383159000.0,9031347000.0,8489857000.0,8272804000.0,8527722000.0,8700501000.0,8601228000.0,8453515000.0,8070584000.0,7497675000.0,7403464000.0,7066213000.0,6532200000.0,6186874000.0,6211979000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,10094000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3110000000.0,6572600000.0,5281200000.0,4050400000.0,4794070000.0,5326662000.0,5173788000.0,4504691000.0,4034809000.0,2293705000.0,2392035000.0,2377364000.0,2286170000.0,2238851000.0,2189539000.0,2146392000.0,2106618000.0,1919989000.0,1876222000.0,1846550000.0,2081816000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3110000000.0,9369000000.0,7724000000.0,5971000000.0,6683000000.0,10124000000.0,9638000000.0,8258000000.0,7751000000.0,7567000000.0,7921000000.0,7991000000.0,8038000000.0,7442000000.0,6975000000.0,6842000000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,3110000000.0,9518000000.0,7667200000.0,5866600000.0,6259101000.0,10111325000.0,9639022000.0,8241648000.0,7732106000.0,7557849000.0,7921278000.0,7990895000.0,8037950000.0,7442475000.0,6974842000.0,6842067000.0,6867536000.0,6806856000.0,6161803000.0,1860551000.0,2592826000.0
,interestExpense,-104000000.0,110600000.0,100300000.0,49500000.0,57619000.0,55116000.0,58395000.0,77735000.0,60306000.0,60360000.0,60646000.0,60669000.0,60953000.0,61178000.0,61243000.0,61258000.0,56418000.0,1175000.0,0.0,14001000.0,24726000.0
