date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY
,revenue,253000.0,20884000.0,6063000.0,12031050.0,3994856.0,0.0,1000000.0,0.0,0.0,0.0,508481.0,29690.0,65736.0,154201.0,431961.0,552868.0,116406.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508481.0,29690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,15612000.0,26677000.0,56970000.0,71900462.0,48774589.0,24220610.0,8687168.0,5621989.0,6646094.0,8078901.0,4904298.0,2315557.0,2481840.0,2128096.0,1404164.0,1175536.0,125942.0,0.0,0.0
,GeneralAndAdministrativeExpenses,11090000.0,12179000.0,19472000.0,38658464.0,31712505.0,24450047.0,11851410.0,9071613.0,5688677.0,4939935.0,3530198.0,2701133.0,3035680.0,2629094.0,2077062.0,1219792.0,524368.0,10000.0,10000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-3000.0,-7000.0,-63000.0,-123.0,-201.0,-35079.0,6243.0,-3526203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,26702000.0,38856000.0,76442000.0,110558926.0,80487094.0,48670657.0,20538578.0,14693602.0,12334771.0,13018836.0,8434496.0,5016690.0,5517520.0,4757190.0,3481226.0,2395328.0,650310.0,10000.0,10000.0
,costAndExpenses,26702000.0,38856000.0,76442000.0,110558926.0,80487094.0,48670657.0,20538578.0,14693602.0,12334771.0,13018836.0,8434496.0,5016690.0,5517520.0,4757190.0,3481226.0,2395328.0,650310.0,10000.0,10000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,5253.0,987746.0,4536528.0,4698983.0,3814863.0,851008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1978000.0,1483000.0,1501000.0,1120420.0,536192.0,265390.0,203297.0,178636.0,161778.0,160694.0,138948.0,111156.0,197345.0,263776.0,144390.0,41101.0,15818.0,0.0,0.0
,EBITDA,-24471000.0,-16489000.0,-68878000.0,-97407456.0,-75956046.0,-48405267.0,-19335281.0,-14514966.0,-12172993.0,-12858142.0,-7787067.0,-4875844.0,-5254439.0,-4339213.0,-2904875.0,-1801359.0,-518086.0,-10000.0,-10000.0
,EBITDARatio,-96.7233201581028,-0.789551809998085,-11.3603826488537,-8.09633872355281,-19.0134628131777,0.0,-19.335281,0.0,0.0,0.0,-15.3143716284384,-164.225126305153,-79.9324418887672,-28.1399796369673,-6.72485479013152,-3.25820810754104,-4.45068123636239,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-26449000.0,-17972000.0,-70379000.0,-98527876.0,-76492238.0,-48670657.0,-19538578.0,-14693602.0,-12334771.0,-13018836.0,-7926015.0,-4987000.0,-5451784.0,-4602989.0,-3049265.0,-1842460.0,-533904.0,-10000.0,-10000.0
,operatingIncomeRatio,-104.541501976285,-0.860563110515227,-11.6079498598054,-8.18946608982591,-19.1476834208793,0.0,-19.538578,0.0,0.0,0.0,-15.5876325762418,-167.969013135736,-82.9345259827188,-29.8505781415166,-7.05912107806029,-3.33254954166275,-4.58656770269574,0.0,0.0
,totalOtherIncomeExpensesNet,-80000.0,975000.0,3337000.0,20033.0,68854.0,-84029.0,625332.0,-5030668.0,4454825.0,10145797.0,649700.0,5845229.0,46629.0,2755729.0,-2711179.0,0.0,57.0,0.0,0.0
,incomeBeforeTax,-26419000.0,-16562000.0,-66465000.0,-97838084.0,-76091855.0,-48640467.0,-18882194.0,-20712016.0,-12416474.0,-8495212.0,-11091178.0,7221.0,0.0,0.0,0.0,0.0,0.0,-10000.0,-10000.0
,incomeBeforeTaxRatio,-104.422924901186,-0.793047308944647,-10.9623948540327,-8.13213177569705,-19.0474587819936,0.0,-18.882194,0.0,0.0,0.0,-21.8123745036688,0.243213203098686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,50000.0,50000.0,50000.0,-4402682.0,-2535625.0,-1609349.0,-2356880.0,-725190.0,-346787.0,-379472.0,-278978.0,-922023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-26469000.0,-16612000.0,-66515000.0,-93435402.0,-73556230.0,-47031118.0,-16525314.0,-19986826.0,-12069687.0,-8115740.0,-10812200.0,929244.0,-5416418.0,-2454453.0,-6197744.0,-1805789.0,-538076.0,-10000.0,-10000.0
,netIncomeRatio,-104.620553359684,-0.795441486305306,-10.9706415965694,-7.76618848728914,-18.4127362788546,0.0,-16.525314,0.0,0.0,0.0,-21.2637247016113,31.2982148871674,-82.3965254959231,-15.9172314057626,-14.3479249284079,-3.2662208700811,-4.62240777966771,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-1.74050708864237,-1.09,-19.349903,-34.649827,-31.199844,-25.199874,-14.549927,-61.499693,-74.999625,-74.999625,-131.249344,15.3693124493475,-93.749531,-93.749531,-299.9985,-93.749531,-74.999625,-24.91,-19.93
,EPSDiluted,-1.74050708864237,-1.09,-19.349903,-34.649827,-31.199844,-25.199874,-14.549927,-61.499693,-74.999625,-74.999625,-131.249344,14.7325998034055,-93.749531,-93.749531,-299.9985,-93.749531,-74.999625,-24.91,-19.93
,weightedAverageShsOut,61634031.0,15207637.0,3434841.0,2701869.0,2360077.0,1868422.0,1140444.0,334142.0,170988.0,118890.0,80495.0,60461.0,57982.0,24897.0,20611.0,19084.0,8318.0,8318.0,8318.0
,weightedAverageShsOutDil,61634031.0,15207637.0,3434841.0,2701869.0,2360077.0,1868422.0,1140444.0,334142.0,170988.0,118890.0,80495.0,63074.0,57982.0,24897.0,20611.0,19084.0,8318.0,8318.0,8318.0
