date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,539368000.0,480818000.0,450524000.0,446510000.0,402363000.0,311083000.0,217789000.0,177887000.0,145759000.0,130396000.0,120155000.0
,costOfRevenue,184517000.0,170551000.0,160429000.0,165168000.0,145328000.0,110224000.0,76634000.0,65242000.0,55138000.0,60521000.0,62786000.0
,grossProfit,354851000.0,310267000.0,290095000.0,281342000.0,257035000.0,200859000.0,141155000.0,112645000.0,90621000.0,69875000.0,57369000.0
,grossProfitRatio,0.657901469868439,0.645289901792362,0.643905763067006,0.630091151373989,0.638813708019873,0.645676555774504,0.648127315888314,0.633239078740998,0.621718041424543,0.53586766465229,0.477458283051059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,84965000.0,80385000.0,80857000.0,87231000.0,83286000.0,67783000.0,45283000.0,39183000.0,35986000.0,28470000.0,22844000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,159000.0,-50000.0,0.0,0.0,-192000.0,-468000.0,-871000.0,-3430000.0,-1151000.0,136000.0,22214000.0
,operatingExpenses,0.0,248690000.0,230748000.0,228155000.0,208072000.0,153594000.0,103565000.0,86541000.0,0.0,0.0,0.0
,costAndExpenses,469371000.0,419241000.0,391177000.0,393323000.0,353400000.0,263818000.0,180199000.0,151783000.0,126056000.0,115156000.0,104716000.0
,interestExpense,30724000.0,26593000.0,28749000.0,30523000.0,23159000.0,21289000.0,15308000.0,18724000.0,25140000.0,19713000.0,23502000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,199889000.0,168305000.0,149891000.0,140924000.0,124786000.0,85811000.0,58282000.0,47358000.0,34932000.0,26165000.0,19086000.0
,EBITDA,269886000.0,229882000.0,209238000.0,194111000.0,173749000.0,133076000.0,95872000.0,73462000.0,54635000.0,41405000.0,34525000.0
,EBITDARatio,0.500374512392281,0.47810606092118,0.464432527456917,0.434729345367405,0.43182151440366,0.427782938958413,0.440205887349682,0.412970031536875,0.374831056744352,0.317532746403264,0.287337189463609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,69997000.0,61577000.0,59347000.0,53187000.0,48963000.0,47265000.0,37590000.0,26104000.0,19703000.0,15240000.0,15439000.0
,operatingIncomeRatio,0.129775960012459,0.12806716886639,0.131728831316423,0.119117153031287,0.121688624451055,0.151936942873767,0.172598248763712,0.146744843636691,0.135175186437887,0.116874750759226,0.128492364029795
,totalOtherIncomeExpensesNet,-24261000.0,-3467000.0,-41291000.0,-31052000.0,-11098000.0,-11914000.0,-3187000.0,-3548000.0,-4391000.0,3493000.0,22214000.0
,incomeBeforeTax,15014000.0,31628000.0,-10543000.0,-8321000.0,14709000.0,14064000.0,19103000.0,3850000.0,-9767000.0,-909000.0,14384000.0
,incomeBeforeTaxRatio,0.0278362824639207,0.065779567320691,-0.0234016389803873,-0.0186356408591073,0.0365565422267952,0.0452097993140094,0.0877133372208881,0.0216429531106826,-0.0670078691538773,-0.0069710727322924,0.119712038616787
,incomeTaxExpense,438000.0,-37000.0,-3368000.0,-9778000.0,-9976000.0,-10065000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,15906000.0,31291000.0,-4460000.0,1282000.0,21525000.0,20326000.0,15072000.0,3002000.0,-9767000.0,-909000.0,14384000.0
,netIncomeRatio,0.0294900698595393,0.0650786784188612,-0.00989958359599045,0.00287115630109068,0.0534964696058037,0.0653394753168769,0.0692045971100469,0.0168758818800699,-0.0670078691538773,-0.0069710727322924,0.119712038616787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
