date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,196.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,2290000.0,1270000.0,1087000.0,0.0
,grossProfit,196.0,-2290000.0,-1270000.0,-1087000.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,20213.0,22548000.0,35182000.0,34551000.0,689568.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,20213.0,32711000.0,41745000.0,34551000.0,689568.0
,costAndExpenses,20213.0,35001000.0,43015000.0,35638000.0,689568.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,1206000.0,171000.0,106000.0,0.0
,EBITDA,0.0,-33795000.0,-42844000.0,-35532000.0,-689568.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-20017.0,-35001000.0,-43015000.0,-35638000.0,-689568.0
,operatingIncomeRatio,-102.127551020408,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,7683.0,870000.0,-1055000.0,-312000.0,-254870.0
,incomeBeforeTax,0.0,-35871000.0,-41960000.0,-35326000.0,-434698.0
,incomeBeforeTaxRatio,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0
,netIncome,0.0,-35871000.0,-41960000.0,-35326000.0,-434698.0
,netIncomeRatio,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.00024,-0.45,-0.41,-0.35,-0.1
,EPSDiluted,-0.00024,-0.45,-0.41,-0.35,-0.1
,weightedAverageShsOut,117524000.0,109057000.0,106564000.0,100926000.0,4499001.0
,weightedAverageShsOutDil,117524000.0,109057000.0,106564000.0,100926000.0,4499001.0
