Date,2018-12-05,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,0.0
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,0.0,0.0
SG&A Expense,10119630.0,0.0
Operating Expenses,10119630.0,0.0
Operating Income,-10304835.0,0.0
Interest Expense,100000.0,0.0
Earnings before Tax,-6315951.0,0.0
Income Tax Expense,800540.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-7116491.0,0.0
Preferred Dividends,0.0,0.0
Net Income Com,-7116491.0,0.0
EPS,-1.02,0.0
EPS Diluted,-1.02,0.0
Weighted Average Shs Out,6956392.0,0.0
Weighted Average Shs Out (Dil),6956392.0,0.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,0.0,0.0
EBIT Margin,0.0,0.0
Profit Margin,0.0,0.0
Free Cash Flow margin,0.0,0.0
EBITDA,-10304835.0,0.0
EBIT,-10304835.0,0.0
Consolidated Income,-7116491.0,0.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
