date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,8265000000.0,9286900000.0,8632500000.0,8253700000.0,8073700000.0,8981800000.0,10373900000.0
,costOfRevenue,6262000000.0,7146100000.0,6732400000.0,6448200000.0,6346600000.0,7182700000.0,8443200000.0
,grossProfit,2003000000.0,2140800000.0,1900100000.0,1805500000.0,1727100000.0,1799100000.0,1930700000.0
,grossProfitRatio,0.242347247428917,0.230518256899504,0.220110049232551,0.218750378618074,0.213916791557774,0.200305061346278,0.186111298547316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1036800000.0,1093900000.0,952100000.0,923600000.0,955500000.0,899000000.0,1053400000.0
,SellingAndMarketingExpenses,1022000000.0,1068800000.0,931400000.0,909800000.0,877800000.0,874400000.0,923500000.0
,otherExpenses,698000000.0,-32500000.0,-27100000.0,-21400000.0,-13800000.0,4800000.0,-2900000.0
,operatingExpenses,1720000000.0,1700900000.0,1467500000.0,1446300000.0,1493300000.0,1489200000.0,1666700000.0
,costAndExpenses,7982000000.0,8847000000.0,8199900000.0,7894500000.0,7839900000.0,8671900000.0,10109900000.0
,interestExpense,114000000.0,147200000.0,135600000.0,152000000.0,163800000.0,211300000.0,258800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,222000000.0,214700000.0,179500000.0,200400000.0,237900000.0,225000000.0,229500000.0
,EBITDA,504000000.0,654600000.0,612100000.0,559600000.0,471700000.0,534900000.0,493500000.0
,EBITDARatio,0.0609800362976407,0.0704863840463449,0.0709064581523313,0.067799895804306,0.058424266445372,0.0595537642788751,0.0475713087652667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,282000000.0,439900000.0,432600000.0,359200000.0,233800000.0,309900000.0,264000000.0
,operatingIncomeRatio,0.0341197822141561,0.0473677976504539,0.050112945264987,0.0435198759344294,0.0289582223763578,0.0345031062815917,0.0254484812847627
,totalOtherIncomeExpensesNet,0.0,-301500000.0,-78000000.0,-42400000.0,-153500000.0,-76200000.0,-49300000.0
,incomeBeforeTax,59000000.0,-1100000.0,222200000.0,168800000.0,-79600000.0,26700000.0,-35900000.0
,incomeBeforeTaxRatio,0.00713853599516031,-0.000118446413765627,0.0257399362872864,0.0204514339023711,-0.00985917237449992,0.0029726780823443,-0.00346060787167796
,incomeTaxExpense,6000000.0,104500000.0,49900000.0,49000000.0,-11200000.0,10200000.0,-15800000.0
,netIncome,52000000.0,-100200000.0,172300000.0,119800000.0,-68400000.0,16500000.0,-20100000.0
,netIncomeRatio,0.00629159104658197,-0.0107893915084689,0.0199594555459021,0.0145147024970619,-0.00847195214090194,0.00183704825313412,-0.00193755482508989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.307692307692308,-0.61,1.22,0.854493580599144,-0.5,0.137959866220736,-0.2
,EPSDiluted,0.307692307692308,-0.61,1.21,0.847241867043847,-0.5,0.137385512073272,-0.2
,weightedAverageShsOut,169000000.0,164100000.0,141200000.0,140200000.0,137800000.0,119600000.0,99718998.0
,weightedAverageShsOutDil,169000000.0,164100000.0,142200000.0,141400000.0,137800000.0,120100000.0,99718998.0
