date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,revenue,234463000.0,549348000.0,567270000.0,515377000.0,473935000.0,463455000.0,403466000.0,298958000.0,189542000.0,134284346.0,135635069.0,121199736.0,135107462.0
,costOfRevenue,200397000.0,333197000.0,341427000.0,190385000.0,174829000.0,173854000.0,156538000.0,120206000.0,79208000.0,94381232.0,66170831.0,59057711.0,57567088.0
,grossProfit,34066000.0,216151000.0,225843000.0,324992000.0,299106000.0,289601000.0,246928000.0,178752000.0,110334000.0,39903114.0,69464238.0,62142025.0,77540374.0
,grossProfitRatio,0.145293713720288,0.393468256915471,0.398122587127823,0.63059081022242,0.631111861331195,0.624874043866179,0.612016873788622,0.597916764227751,0.582108450897426,0.297153876744502,0.512140691283904,0.512724095372617,0.573916294867563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,27261000.0,40197000.0,40030000.0,19597000.0,19292000.0,21204000.0,19884000.0,8218000.0,6039000.0,6560225.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4841000.0,5472000.0,6949000.0,3778000.0,2560000.0,11146000.0,986000.0,-343000.0,731000.0,0.0,0.0,0.0,0.0
