date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,590623000.0,626099000.0,614337000.0,521290000.0,384758000.0,373598000.0,364706000.0,341612000.0,271498000.0,366280000.0,383516000.0,254388000.0,288468000.0,317800000.0,313609000.0,260784000.0,330012000.0,185561000.0,159070000.0,247904000.0,373864000.0,274600000.0,144200000.0
,costOfRevenue,346106000.0,364014000.0,352809000.0,300759000.0,222306000.0,215708000.0,214539000.0,202163000.0,157022000.0,205900000.0,217115000.0,156436000.0,190850000.0,191080000.0,183448000.0,156914000.0,196573000.0,117084000.0,109876000.0,167263000.0,239445000.0,167700000.0,96600000.0
,grossProfit,244517000.0,262085000.0,261528000.0,220531000.0,162452000.0,157890000.0,150167000.0,139449000.0,114476000.0,160380000.0,166401000.0,97952000.0,97618000.0,126720000.0,130161000.0,103870000.0,133439000.0,68477000.0,49194000.0,80641000.0,134419000.0,106900000.0,47600000.0
,grossProfitRatio,0.413998438936513,0.418599933876272,0.42570771416991,0.423048590995415,0.422218641327796,0.422620035439162,0.411748092984486,0.408208728030631,0.421645831645169,0.437861745113028,0.433882810625893,0.385049609258298,0.33840148647337,0.398741346758968,0.415042297893236,0.398298975397264,0.40434590257324,0.369026896815602,0.309260074181178,0.325291241771008,0.359539832666424,0.389293517844137,0.330097087378641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,60996000.0,55965000.0,51024000.0,41673000.0,32002000.0,31043000.0,28954000.0,26352000.0,22393000.0,31966000.0,29857000.0,28254000.0,45591000.0,30489000.0,30639000.0,25671000.0,23975000.0,13895000.0,20444000.0,25634000.0,33931000.0,28700000.0,13000000.0
,GeneralAndAdministrativeExpenses,109853000.0,118407000.0,115900000.0,102025000.0,81691000.0,82049000.0,84380000.0,81449000.0,65584000.0,78656000.0,75607000.0,35104000.0,65904000.0,60126000.0,64871000.0,59995000.0,57256000.0,48952000.0,55483000.0,68674000.0,80949000.0,64700000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,21000.0,-243000.0,-44000.0,142000.0,2201000.0,2663000.0,2706000.0,1502000.0,582000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
