date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-12-06_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY,1994-10-31_FY,1993-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3790000000.0,5096000000.0,5267000000.0,4699000000.0,4275000000.0,3576000000.0,3218000000.0,3403000000.0,3331000000.0,3079000000.0,2452000000.0,1174000000.0,-2060000000.0,3296000000.0,2646000000.0,2646000000.0,-32000000.0,2199000000.0,2063000000.0,653000000.0,1686000000.0,2060000000.0,1029000000.0,1056000000.0,1551000000.0,1366000000.0,1015000000.0,890000000.0,730000000.0
,depreciationAndAmortization,1311000000.0,838000000.0,657000000.0,542000000.0,462000000.0,435000000.0,813000000.0,354000000.0,357000000.0,356000000.0,375000000.0,403000000.0,245310245.0,252577807.0,206000000.0,234488949.0,225528398.0,280419410.0,295397600.0,364485981.0,358673226.0,359427353.0,367956451.0,294026856.0,230953387.0,256000000.0,241000000.0,234000000.0,218000000.0
,deferredIncomeTax,-228000000.0,108000000.0,69000000.0,21000000.0,-20000000.0,-61000000.0,57000000.0,71000000.0,167000000.0,533000000.0,800000000.0,38000000.0,-1546416546.0,346230253.0,0.0,355660272.0,251505491.0,138990490.0,308584993.0,-1141744548.0,-539596889.0,-266524520.0,2942475.0,-96928538.0,9012815.0,184000000.0,50000000.0,125000000.0,107000000.0
,stockBasedCompensation,14000000.0,16000000.0,31000000.0,7000000.0,5000000.0,5000000.0,7000000.0,5000000.0,7000000.0,7000000.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,53689000000.0,11536000000.0,3227000000.0,-3197000000.0,5255000000.0,15140000000.0,-20763000000.0,785000000.0,-3351000000.0,-6061000000.0,-11741000000.0,22229000000.0,8358585859.0,2156844196.0,-37000000.0,-8000673174.0,-167670327.0,-699829310.0,-8587630226.0,213395639.0,-1199809554.0,19798964.0,501986170.0,-367958018.0,-9182931981.0,-668000000.0,874000000.0,735000000.0,328000000.0
,accountsReceivables,97000000.0,-122000000.0,-341000000.0,-34000000.0,-98000000.0,-112000000.0,79000000.0,44000000.0,-22000000.0,96000000.0,-108000000.0,266000000.0,0.0,0.0,-203000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-238000000.0,138000000.0,205000000.0,90000000.0,-72000000.0,-77000000.0,-32000000.0,-147000000.0,-95000000.0,-203000000.0,42000000.0,-339000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,71434000000.0,29482000000.0,19819000000.0,28357000000.0,32881000000.0,37799000000.0,-4254000000.0,7309000000.0,-10508000000.0,-5650000000.0,-11275000000.0,21933000000.0,10138287639.0,3119856210.0,222000000.0,-8181308201.0,-341244539.0,2005608388.0,-8880390347.0,-545171339.0,-476114902.0,-82241852.0,110931293.0,273035963.0,-9104914800.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-767000000.0,-229000000.0,-292000000.0,-15000000.0,-692000000.0,-257000000.0,-637000000.0,-336000000.0,91000000.0,205000000.0,-509000000.0,-285000000.0,-4603174604.0,-964903983.0,0.0,-2133961630.0,314086668.0,3137039747.0,4342608467.0,8643302180.0,1571179178.0,-7461163570.0,5180079447.0,-15145392808.0,1098859315.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,60295000000.0,18635000000.0,9867000000.0,2457000000.0,10211000000.0,19483000000.0,-16571000000.0,5186000000.0,1620000000.0,-1452000000.0,-7976000000.0,24935000000.0,434102934.0,4566266200.0,0.0,-6939302143.0,-108631480.0,4823213850.0,-1479625478.0,8900311526.0,1301380733.0,-6257995736.0,6703987053.0,-14356073468.0,-6293057316.0,1138000000.0,2180000000.0,1984000000.0,1383000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,-170000000.0,-256000000.0,-251000000.0,-248000000.0,-309000000.0,-235000000.0,-220000000.0,-272000000.0,-149000000.0,-247000000.0,-90000000.0,-110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000000.0,-265000000.0,-286000000.0,-414000000.0
,acquisitionsNet,0.0,-19000000.0,-245000000.0,-1880000000.0,1028000000.0,149000000.0,0.0,48000000.0,0.0,55000000.0,-286000000.0,0.0,0.0,-947000000.0,-75000000.0,0.0,285000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-54075000000.0,-42304000000.0,-33011000000.0,-37864000000.0,-31625000000.0,-41145000000.0,-27974000000.0,-27451000000.0,-14722000000.0,-35674000000.0,-55392000000.0,-91663000000.0,-20423280423.0,-19625390219.0,16108000000.0,-22510939078.0,-8587790767.0,-12977322604.0,-27839905051.0,-33283489097.0,-27305189653.0,-9897959183.0,-11041047521.0,0.0,3619067737.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,34976000000.0,24712000000.0,25594000000.0,38215000000.0,24412000000.0,24900000000.0,47203000000.0,24693000000.0,17421000000.0,47519000000.0,82921000000.0,86577000000.0,23873256373.0,19189291458.0,0.0,17356670033.0,10031880978.0,16178980736.0,26660952130.0,45320872275.0,17527376607.0,6168138897.0,26204060615.0,14450995524.0,0.0,0.0,0.0,0.0,0.0
