Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Cash and cash equivalents,4689966.0,4282553.0,284246.0,34258.0,546000.0
Short-term investments,198538.0,1050961.0,0.0,0.0,
Cash and short-term investments,4888504.0,5333514.0,284246.0,34258.0,546000.0
Receivables,1425697.0,307874.0,141462.0,163974.0,0.0
Inventories,4301586.0,123223.0,588197.0,614207.0,168000.0
Total current assets,15743035.0,11790147.0,3693676.0,956317.0,1238000.0
Property Plant & Equipment Net,1715557.0,53480.0,135476.0,180281.0,98000.0
Goodwill and Intangible Assets,76304997.0,3173985.0,3240287.0,486760.0,
Long-term investments,198538.0,1050961.0,0.0,0.0,
Tax assets,1435700.0,1242000.0,2280000.0,0.0,
Total non-current assets,78775087.0,3227465.0,3375763.0,667041.0,
Total assets,94518122.0,15017612.0,7069439.0,1623358.0,1823000.0
Payables,3021271.0,473717.0,397601.0,206156.0,81000.0
Short-term debt,0.0,0.0,0.0,797547.0,
Total current liabilities,3709878.0,969955.0,1523525.0,1904083.0,541000.0
Long-term debt,0.0,0.0,360000.0,0.0,0.0
Total debt,0.0,0.0,360000.0,797547.0,
Deferred revenue,0.0,161458.0,41417.0,0.0,
Tax Liabilities,0.0,0.0,0.0,0.0,
Deposit Liabilities,7339.0,0.0,0.0,0.0,
Total non-current liabilities,53204260.0,28502.0,397000.0,12000.0,
Total liabilities,56914138.0,2410429.0,2857588.0,1916083.0,545000.0
Other comprehensive income,97186524,21781095,10463480,0.0,
Retained earnings (deficit),-59610260.0,-6669497.0,-6257421.0,-4487336.0,-1131000.0
Total shareholders equity,37603984.0,12607183.0,4211851.0,363427.0,1394000.0
Investments,397076.0,2101922.0,0.0,0.0,
Net Debt,-4689966.0,-4282553.0,75754.0,763289.0,
Other Assets,0.0,0.0,0.0,143878.0,
Other Liabilities,0.0,1411972.0,937063.0,900380.0,
