date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,510588000.0,487374000.0,453869000.0,407144000.0,389507000.0,373528000.0,361129000.0,357240000.0,341684000.0,321122000.0
,costOfRevenue,226870000.0,213379000.0,196957000.0,200650000.0,175809000.0,167916000.0,156517000.0,162303000.0,158860000.0,155377000.0
,grossProfit,283718000.0,273995000.0,256912000.0,206494000.0,213698000.0,205612000.0,204612000.0,194937000.0,182824000.0,165745000.0
,grossProfitRatio,0.555669150077949,0.562186329184569,0.566048793814955,0.507176821959798,0.548637123337963,0.550459403311131,0.566589778167912,0.545675176352032,0.535067489259082,0.51614339721352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,70808000.0,61411000.0,68717000.0,56161000.0,46986000.0,37278000.0,41276000.0,38810000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4897000.0,-1169000.0,2602000.0,2657000.0,544000.0,2306000.0,2375000.0,-500000.0,-8491000.0,-3672000.0
,operatingExpenses,142326000.0,129493000.0,131784000.0,120411000.0,106553000.0,102252000.0,107264000.0,109176000.0,0.0,0.0
,costAndExpenses,369196000.0,342872000.0,328741000.0,321061000.0,282362000.0,270168000.0,263781000.0,271479000.0,262038000.0,258607000.0
,interestExpense,25074000.0,28811000.0,30044000.0,29861000.0,24617000.0,24266000.0,26081000.0,37861000.0,54331000.0,50957000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,71518000.0,68082000.0,63067000.0,64250000.0,59567000.0,64974000.0,65988000.0,70366000.0,71492000.0,69891000.0
,EBITDA,212910000.0,212584000.0,188195000.0,150333000.0,166712000.0,168334000.0,163336000.0,156127000.0,151138000.0,132406000.0
,EBITDARatio,0.416989823497615,0.43618247998457,0.414646076290736,0.369237910911127,0.428007712313258,0.450659656036495,0.452292671039988,0.437036726010525,0.442332681659077,0.412323042332821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,141392000.0,144502000.0,125128000.0,86083000.0,107145000.0,103360000.0,97348000.0,85761000.0,79646000.0,62515000.0
,operatingIncomeRatio,0.27691994328108,0.296490990491901,0.275691884662755,0.211431336333091,0.275078496663731,0.276712856867491,0.269565723051873,0.240065502183406,0.2330984184217,0.194676789506792
,totalOtherIncomeExpensesNet,6033000.0,-233000.0,3294000.0,3261000.0,492000.0,2453000.0,3515000.0,-74747000.0,-7927000.0,-17368000.0
,incomeBeforeTax,123853000.0,116675000.0,99165000.0,60199000.0,83397000.0,82042000.0,75110000.0,-26611000.0,17708000.0,-5013000.0
,incomeBeforeTaxRatio,0.242569351414448,0.239395207787038,0.218488154070888,0.147856777945886,0.214109117422793,0.219640830138571,0.207986619739761,-0.074490538573508,0.0518256634785357,-0.0156108893193241
,incomeTaxExpense,19002000.0,12975000.0,12596000.0,4780000.0,8271000.0,-3335000.0,7578000.0,-1990000.0,-59658000.0,-29227000.0
,netIncome,104436000.0,103469000.0,86270000.0,55054000.0,75036000.0,85377000.0,67532000.0,-24621000.0,77366000.0,24214000.0
,netIncomeRatio,0.204540647253754,0.212298973683455,0.190076872401508,0.135219971312361,0.192643521169068,0.228569210340323,0.187002428495081,-0.0689200537453813,0.226425586214163,0.0754043634506512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.45,1.44,1.19,0.759577077792164,1.01218268070936,1.1078360301983,0.862068613370065,-0.31,0.98,0.332902
,EPSDiluted,1.43,1.41,1.16,0.755487127681688,1.0075547945199,1.10619017554331,0.856015020901143,-0.31,0.94,0.314961
,weightedAverageShsOut,71886439.0,72099755.0,72607321.0,72479807.0,74132863.0,77066459.0,78337152.0,78914310.0,79096144.0,72736107.0
,weightedAverageShsOutDil,71886439.0,73475763.0,74420110.0,72872188.0,74473369.0,77181123.0,78891139.0,78914310.0,82304255.0,76879263.0
