date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-48000000.0,70000000.0,164000000.0,176000000.0,75000000.0,2284000000.0,-295000000.0,690000000.0,100000000.0,80000000.0,1026000000.0,128000000.0,-681000000.0,-372000000.0,-163000000.0,-270000000.0,-1499000000.0,-1213000000.0,-352000000.0,-118000000.0,270000000.0,735000000.0,703000000.0,511000000.0
,depreciationAndAmortization,104000000.0,100000000.0,91000000.0,87000000.0,84000000.0,169000000.0,270000000.0,262000000.0,259000000.0,316000000.0,280000000.0,352000000.0,416000000.0,472000000.0,430000000.0,595000000.0,685000000.0,674000000.0,631000000.0,666000000.0,676000000.0,651000000.0,565000000.0,590000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31000000.0,0.0,865000000.0,-56000000.0,-142000000.0,-143000000.0,-87000000.0,20000000.0,76000000.0,248000000.0
,stockBasedCompensation,18000000.0,17000000.0,8000000.0,12000000.0,8000000.0,8000000.0,8000000.0,15000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-30000000.0,-28000000.0,-227000000.0,5000000.0,-484000000.0,-21000000.0,-649000000.0,840000000.0,170000000.0,81000000.0,-180000000.0,2539000000.0,-3043000000.0,547000000.0,611000000.0,-215000000.0,-237000000.0,-433000000.0,-47000000.0,117000000.0,1480000000.0,-306000000.0,27000000.0,94000000.0
,accountsReceivables,51000000.0,-33000000.0,44000000.0,10000000.0,-19000000.0,1000000.0,-121000000.0,-21000000.0,-38000000.0,-106000000.0,-132000000.0,-127000000.0,509000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2000000.0,13000000.0,1000000.0,-3000000.0,30000000.0,-20000000.0,-27000000.0,-49000000.0,-26000000.0,-33000000.0,-70000000.0,33000000.0,44000000.0,6000000.0,55000000.0,34000000.0,3000000.0,143000000.0,85000000.0,86000000.0,-205000000.0,-62000000.0,0.0,0.0
,accountsPayables,-13000000.0,73000000.0,-19000000.0,-54000000.0,-10000000.0,33000000.0,22000000.0,97000000.0,-26000000.0,-29000000.0,229000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,517000000.0,547000000.0,575000000.0,802000000.0,797000000.0,1281000000.0,1302000000.0,1951000000.0,1111000000.0,941000000.0,860000000.0,1040000000.0,-1499000000.0,1544000000.0,997000000.0,386000000.0,601000000.0,838000000.0,1271000000.0,1318000000.0,1201000000.0,-279000000.0,27000000.0,0.0
,otherNonCashItems,0.0,8000000.0,3000000.0,4000000.0,26000000.0,-2380000000.0,9000000.0,6000000.0,7000000.0,35000000.0,-848000000.0,68000000.0,-61000000.0,-19000000.0,-56000000.0,34000000.0,65000000.0,0.0,23000000.0,0.0,0.0,-80000000.0,-186000000.0,-32000000.0
,netCashProvidedByOperatingActivites,168000000.0,183000000.0,204000000.0,217000000.0,120000000.0,338000000.0,284000000.0,312000000.0,239000000.0,175000000.0,174000000.0,141000000.0,-116000000.0,293000000.0,281000000.0,417000000.0,418000000.0,370000000.0,1146000000.0,436000000.0,-526000000.0,2482000000.0,1376000000.0,1411000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-104000000.0,-142000000.0,-127000000.0,-99000000.0,-75000000.0,-187000000.0,-340000000.0,-269000000.0,-229000000.0,-258000000.0,-209000000.0,-151000000.0,-294000000.0,-376000000.0,-373000000.0,-585000000.0,-827000000.0,-879000000.0,-723000000.0,-752000000.0,-793000000.0,-876000000.0,-861000000.0,-917000000.0
,acquisitionsNet,0.0,0.0,16000000.0,-80000000.0,-8000000.0,-69000000.0,-392000000.0,-10000000.0,0.0,-38000000.0,0.0,-41000000.0,3000000.0,-8000000.0,0.0,-21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48000000.0,-508000000.0,-346000000.0,-126000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,5000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,118000000.0,588000000.0,260000000.0,61000000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,14000000.0,13000000.0,16000000.0,355000000.0,2752000000.0,58000000.0,977000000.0,189000000.0,8000000.0,61000000.0,-11000000.0,3000000.0,0.0,42000000.0,375000000.0,34000000.0,25000000.0,36000000.0,102000000.0,44000000.0,2000000.0,0.0,0.0
,netCashUsedForInvestingActivites,-98000000.0,-128000000.0,-98000000.0,-175000000.0,302000000.0,2358000000.0,-740000000.0,698000000.0,-40000000.0,-331000000.0,-151000000.0,-123000000.0,-208000000.0,-177000000.0,-337000000.0,-231000000.0,-782000000.0,-788000000.0,-607000000.0,-743000000.0,-842000000.0,-1453000000.0,-940000000.0,-943000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-400000000.0,0.0,0.0,-2000000.0,-2000000.0,-250000000.0,-437000000.0,-58000000.0,-876000000.0,-513000000.0,-1712000000.0,-192000000.0,-425000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
