date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY
,revenue,2127077000.0,2087739000.0,2107133000.0,1916278000.0,1822114000.0,1627413000.0,1463767000.0,1287577000.0,1005677000.0,742405000.0,1009841000.0,1005212000.0,2074298000.0,3490819000.0,5462003000.0,4995353000.0,3907109000.0,3177408000.0,2641173000.0,1805177000.0,1527865000.0,1394100000.0,977400000.0,851100000.0,866600000.0,647800000.0,536500000.0,275100000.0
,costOfRevenue,1779437000.0,1921703000.0,1762118000.0,1603414000.0,1524907000.0,1354969000.0,1200308000.0,1073447000.0,900589000.0,694310000.0,924233000.0,984405000.0,2397139000.0,3556249000.0,4201318000.0,3823300000.0,3099732000.0,2534035000.0,2112414000.0,1444215000.0,1276770000.0,1173400000.0,827000000.0,718800000.0,730900000.0,550800000.0,459100000.0,224600000.0
,grossProfit,347640000.0,166036000.0,345015000.0,312864000.0,297207000.0,272444000.0,263459000.0,214130000.0,105088000.0,48095000.0,85608000.0,20807000.0,-322841000.0,-65430000.0,1260685000.0,1172053000.0,807377000.0,643373000.0,528759000.0,360962000.0,251095000.0,220700000.0,150400000.0,132300000.0,135700000.0,97000000.0,77400000.0,50500000.0
,grossProfitRatio,0.163435550288024,0.0795290982254008,0.163736698158113,0.16326649891091,0.163111089646422,0.167409256285897,0.179986978801954,0.166304617121927,0.104494783116249,0.0647826994699659,0.0847737416088275,0.0206991162063326,-0.155638678724079,-0.0187434524677447,0.23081001603258,0.23462866388021,0.206643070362255,0.20248359669265,0.200198548145086,0.199959339167295,0.164343708377376,0.158310020801951,0.153877634540618,0.155445893549524,0.156588968382183,0.1497375733251,0.144268406337372,0.183569611050527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,170386000.0,161371000.0,168658000.0,161906000.0,153628000.0,142496000.0,136463000.0,121163000.0,110051000.0,137376000.0,186556000.0,228079000.0,344923000.0,454122000.0,649010000.0,554900000.0,429442000.0,356648000.0,292584000.0,205498000.0,168620000.0,153400000.0,110300000.0,112500000.0,89000000.0,63700000.0,48800000.0,29600000.0
,SellingAndMarketingExpenses,82507000.0,79802000.0,81002000.0,74811000.0,70460000.0,65023000.0,58028000.0,52922000.0,43585000.0,32711000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-8165000.0,-2226000.0,-4305000.0,-15230000.0,-24330000.0,-30013000.0,-49191000.0,-58165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,268533000.0,255932000.0,263467000.0,250726000.0,237882000.0,220857000.0,207770000.0,186869000.0,167146000.0,180340000.0,199430000.0,246815000.0,424937000.0,540471000.0,649010000.0,685135000.0,429442000.0,364218000.0,335585000.0,238733000.0,175472000.0,158900000.0,113600000.0,114700000.0,90500000.0,65100000.0,50000000.0,30500000.0
,costAndExpenses,2047970000.0,2177635000.0,2025585000.0,1854140000.0,1762789000.0,1575826000.0,1408078000.0,1260316000.0,1067735000.0,874650000.0,1123663000.0,1231220000.0,2822076000.0,4096720000.0,4850328000.0,4508435000.0,3529174000.0,2898253000.0,2447999000.0,1682948000.0,1452242000.0,1332300000.0,940600000.0,833500000.0,821400000.0,615900000.0,509100000.0,255100000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71474000.0,73400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,15640000.0,14759000.0,13807000.0,14009000.0,13794000.0,13338000.0,13279000.0,12784000.0,13510000.0,10253000.0,12874000.0,18736000.0,27544000.0,33594000.0,10304000.0,21174000.0,15755000.0,13220000.0,43001000.0,33235000.0,6852000.0,5500000.0,3300000.0,2200000.0,1500000.0,1400000.0,1200000.0,900000.0
,EBITDA,94747000.0,-75137000.0,95355000.0,76147000.0,73119000.0,64925000.0,68968000.0,40045000.0,-48548000.0,-121992000.0,-100948000.0,-207272000.0,-720234000.0,-572307000.0,621979000.0,508092000.0,393690000.0,292375000.0,236175000.0,155464000.0,82475000.0,67300000.0,40100000.0,19800000.0,46700000.0,33300000.0,28600000.0,20900000.0
